value,nchar,section_lookup,section_title,section,type,issue
---,3,FALSE,NA,NA,unid,2017-12-18
"title: R Weekly 2017-51 Workflow, Epidemics, Mappers",52,FALSE,NA,NA,unid,2017-12-18
description: Weekly News in the R Community.,44,FALSE,NA,NA,unid,2017-12-18
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,NA,unid,2017-12-18
---,3,FALSE,NA,NA,unid,2017-12-18
+ [Project-oriented workflow](https://www.tidyverse.org/articles/2017/12/workflow-vs-script/),93,FALSE,NA,###  Highlight,link,2017-12-18
"+ [RECON learn: a free, open platform for training material on epidemics analysis](https://reconlearn.netlify.com/)",115,FALSE,NA,###  Highlight,link,2017-12-18
+ [University of Edinburgh's coding club R tutorials](https://ourcodingclub.github.io/tutorials/),97,FALSE,NA,###  Highlight,link,2017-12-18
+ [A Crazy Little Thing Called {purrr} - Part 4: mappers](http://colinfay.me/purrr-mappers/),92,FALSE,NA,###  Highlight,link,2017-12-18
+ [How to develop good R packages (for open science)](http://www.masalmon.eu/2017/12/11/goodrpackages/),103,FALSE,NA,### Insights,link,2017-12-18
"+ [Milestone: 12,000 packages on CRAN](https://stat.ethz.ch/pipermail/r-devel/2017-December/075231.html)",104,FALSE,NA,### Insights,link,2017-12-18
+ [How I Learned R](https://yihui.name/en/2017/12/how-i-learned-r/),67,FALSE,NA,### Insights,link,2017-12-18
+ [When a Tweet Turns Into an R Package](http://blog.sellorm.com/2017/12/10/when-a-tweet-turns-into-an-r-package/),114,FALSE,NA,### Insights,link,2017-12-18
+ [Project-oriented workflow](https://www.tidyverse.org/articles/2017/12/workflow-vs-script/),93,FALSE,NA,### Insights,link,2017-12-18
+ [Personal note on joining the Microsoft Cloud Advocates team](http://blog.revolutionanalytics.com/2017/12/cloud-advocate.html),128,FALSE,NA,### Insights,link,2017-12-18
"+ [`nrow`, references and copies ](https://statisfaction.wordpress.com/2017/12/10/nrow-references-and-copies/)",110,FALSE,NA,### Insights,link,2017-12-18
+ [R in the Windows Subsystem for Linux](http://blog.revolutionanalytics.com/2017/12/r-in-the-windows-subsystem-for-linux.html),127,FALSE,NA,### Insights,link,2017-12-18
+ [#12: Know and Customize your OS and Work Environment](http://dirk.eddelbuettel.com/blog/2017/12/09#012_know_and_customize_your_operating_system),147,FALSE,NA,### Insights,link,2017-12-18
+ [Philippines Dengvaxia Vaccine Scam](https://brennonborbon.wordpress.com/2017/12/12/philippines-dengvaxia-vaccine-scam/),122,FALSE,NA,### R in the Real World,link,2017-12-18
![Philippines Dengvaxia Vaccine Scam](https://brennonborbon.files.wordpress.com/2017/12/ggridgesnewslength.png),111,FALSE,NA,### R in the Real World,image,2017-12-18
+ [Using rtweet to Create a tidyverse Twitterbot](https://www.wjakethompson.com/post/tidyverse-tweets/),103,FALSE,NA,### R in the Real World,link,2017-12-18
+ [Example Shiny App - Interest Rate Walk](https://www.tychobra.com/posts/2017-11-28-interest-rate-walk/),105,FALSE,NA,### R in the Real World,link,2017-12-18
+ [Winning an argument by extracting and visualizing pop singers vocal range](http://giorasimchoni.com/2017/12/10/2017-12-10-ave-mariah/),137,FALSE,NA,### R in the Real World,link,2017-12-18
+ [Using the tuber package to analyse a YouTube channel](https://insightr.wordpress.com/2017/12/11/using-the-tuber-package-to-analyse-a-youtube-channel/),153,FALSE,NA,### R in the Real World,link,2017-12-18
+ [Where to live in Poland or where to move](http://t-k.blue/blog/where-to-live-in-poland-or-where-to-move/),108,FALSE,NA,### R in the Real World,link,2017-12-18
"+ [Vince Guaraldi’s Music from ""A Charlie Brown Christmas"", A Festive Analysis](https://petemiksza.com/2017/12/13/vince-guaraldis-music-from-a-charlie-brown-christmas/)",168,FALSE,NA,### R in the Real World,link,2017-12-18
