value,nchar,section_lookup,section_title,section,type,issue
---,3,FALSE,NA,NA,unid,2018-3-26
"title: R Weekly 2018-13 Codebook, WebAssembly, gofast",53,FALSE,NA,NA,unid,2018-3-26
description: Weekly News in the R Community.,44,FALSE,NA,NA,unid,2018-3-26
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,NA,unid,2018-3-26
---,3,FALSE,NA,NA,unid,2018-3-26
"+ [Adventures in Polyglot Packaging: Stringing together R, C++, WebAssembly, and Javacript with Rcpp, htmlwidgets, and emscripten](https://noamross.github.io/wassa/inst/doc/adventures-in-webassembly.html)",204,FALSE,NA,###  Highlight,link,2018-3-26
+ [codebook](https://cran.r-project.org/web/packages/codebook/index.html) - Automatic Codebooks from Survey Metadata Encoded in Attributes,138,FALSE,NA,###  Highlight,link,2018-3-26
+ [R-Podcast ep.25: Interview with Ian Lyttle and rstudio::conf 2018 wrap-up](https://r-podcast.org/episode/025-rstudioconf-ian-lyttle/),136,FALSE,NA,###  Highlight,link,2018-3-26
+ [gofast](https://purrple.cat/blog/2018/03/23/gofast/) - go file abstract syntax tree r package,96,FALSE,NA,###  Highlight,link,2018-3-26
"<p class=""added-hostname""><a href=""https://rweekly.org/live"" target=""_blank"" class=""externalLink"">📦 <i>Go Live for More New Pkgs</i> 📦</a></p>",142,FALSE,NA,###  New Packages,unid,2018-3-26
**CRAN**,8,FALSE,NA,###  New Packages,unid,2018-3-26
+ [codebook](https://cran.r-project.org/web/packages/codebook/index.html) - Automatic Codebooks from Survey Metadata Encoded in Attributes,138,FALSE,NA,###  New Packages,link,2018-3-26
+ [h2o4gpu](https://CRAN.R-project.org/package=h2o4gpu) - Machine Learning with GPUs in R,89,FALSE,NA,###  New Packages,link,2018-3-26
+ [tabr](https://leonawicz.github.io/blog/post/introducing-tabr-guitar-tabs-with-r/) - Guitar tabs with R,105,FALSE,NA,###  New Packages,link,2018-3-26
![Introducing tabr: guitar tabs with R](https://raw.githubusercontent.com/rweekly/image/master/2018/tabr.png),109,FALSE,NA,###  New Packages,image,2018-3-26
+ [pmatch 0.1.3](https://mailund.github.io/r-programmer-blog/2018/03/22/pmatch-0-1-3/) - Pattern matching DSL for R,115,FALSE,NA,### Package Releases,link,2018-3-26
+ [tailr 0.1.1](https://mailund.github.io/r-programmer-blog/2018/03/17/tailr-v0.1.1/) - Support for higher-order functions,122,FALSE,NA,### Package Releases,link,2018-3-26
+ [auk 0.2.0](https://cornelllabofornithology.github.io/auk/) - eBird data extraction and processing,100,FALSE,NA,### Package Releases,link,2018-3-26
+ [smoothr 0.0.1](http://strimas.com/smoothr/) - Spatial Feature Smoothing in R,79,FALSE,NA,### Package Releases,link,2018-3-26
+ [RcppSMC 0.2.1](http://dirk.eddelbuettel.com/blog/2018/03/18#rcppsmc_0.2.1) - Rcpp-based bindings to R for the Sequential Monte Carlo Template Classes,152,FALSE,NA,### Package Releases,link,2018-3-26
+ [RSAGA 1.0.0](http://r-spatial.org//r/2018/03/20/RSAGA-1.0.0.html) - An interface between R and the open-source geographic information system SAGA,148,FALSE,NA,### Package Releases,link,2018-3-26
+ [RcppCNPy 0.2.9](http://dirk.eddelbuettel.com/blog/2018/03/22#rcppcnpy_0.2.9) -  Read and write access to NumPy files,119,FALSE,NA,### Package Releases,link,2018-3-26
+ [Regression Analysis Essentials For Machine Learning](http://www.sthda.com/english/wiki/regression-analysis-essentials-for-machine-learning),142,FALSE,NA,###  Resources,link,2018-3-26
+ [DataFramed ep.14: Text Mining and Natural Language Processing in Data Science (with Julia Silge)](https://www.datacamp.com/community/podcast/text-mining-nlproc),163,FALSE,NA,###  Videos and Podcasts,link,2018-3-26
+ [R-Podcast ep.25: Interview with Ian Lyttle and rstudio::conf 2018 wrap-up](https://r-podcast.org/episode/025-rstudioconf-ian-lyttle/),136,FALSE,NA,###  Videos and Podcasts,link,2018-3-26
+ [Linear Digression-20180318: How we pick projects for a professional data science team](http://lineardigressions.com/),120,FALSE,NA,###  Videos and Podcasts,link,2018-3-26
+ [Not So Standard Deviation ep.56: Only One of Us is Saving Daylight](http://nssdeviations.com/56-only-one-of-us-is-saving-daylight),133,FALSE,NA,###  Videos and Podcasts,link,2018-3-26
+ [Videos from satRday Cape Town 2018](https://www.youtube.com/channel/UCR6bXwt5uv5YCxlSY-Ynm1w),96,FALSE,NA,###  Videos and Podcasts,link,2018-3-26
+ [I'm (not) looking for a job](https://purrple.cat/blog/2018/03/22/i-m-not-looking-for-a-job/),95,FALSE,NA,### Insights,link,2018-3-26
+ [Prime Hints For Running A Data Project In R](https://kkulma.github.io/2018-03-18-Prime-Hints-for-Running-a-data-project-in-R/),129,FALSE,NA,### Insights,link,2018-3-26
"+ [Adventures in Polyglot Packaging: Stringing together R, C++, WebAssembly, and Javacript with Rcpp, htmlwidgets, and emscripten](https://noamross.github.io/wassa/inst/doc/adventures-in-webassembly.html)",204,FALSE,NA,### Insights,link,2018-3-26
"+ [ThinkR is looking for feedbacks about ISC proposal for ""Rebooting and Extending R for Neo4J""](https://github.com/ThinkR-open/isc-proposal)",141,FALSE,NA,### Insights,link,2018-3-26
+ [The most prolific package maintainers on CRAN](http://blog.revolutionanalytics.com/2018/03/the-most-prolific-package-maintainers-on-cran.html),145,FALSE,NA,### Insights,link,2018-3-26
+ [How did we get here? Three different Premier League stories](https://austinwehrwein.com/post/epltimeline/),109,FALSE,NA,### Insights,link,2018-3-26
+ [Introducing the Monitoring & Evaluation Bullet Chart!](http://www.acdivoca.org/2018/03/introducing-the-monitoring-and-evaluation-bullet-chart/),146,FALSE,NA,### Insights,link,2018-3-26
![img](https://raw.githubusercontent.com/rweekly/image/master/2018/8FrfaRW.png),79,FALSE,NA,### Insights,image,2018-3-26
+ [Should I learn sf or sp for spatial R programming?](http://www.seascapemodels.org/rstats/2018/03/23/should-I-learn-sp-or-sf.html),132,FALSE,NA,### Insights,link,2018-3-26
+ [R and Docker](http://blog.revolutionanalytics.com/2018/03/r-and-docker.html),79,FALSE,NA,### Insights,link,2018-3-26
+ [Machine Learning Modelling in R - Cheat Sheet](http://www.thertrader.com/2018/03/22/machine-learning-modelling-in-r-cheat-sheet/),132,FALSE,NA,### Gist & Cookbook,link,2018-3-26
