value,nchar,section_lookup,section_title,section,type,issue
---,3,FALSE,NA,NA,unid,2017-02-13
layout: post,12,FALSE,NA,NA,unid,2017-02-13
title: R Weekly 2017 Issue 7,28,FALSE,NA,NA,unid,2017-02-13
description: Weekly News in the R Community.,44,FALSE,NA,NA,unid,2017-02-13
---,3,FALSE,NA,NA,unid,2017-02-13
+ [Diving Into Dynamic Website Content with splashr](https://rud.is/b/2017/02/09/diving-into-dynamic-website-content-with-splashr/),131,FALSE,NA,### Highlight,link,2017-02-13
+ [A Litany of Problems With p-values](http://www.fharrell.com/2017/02/a-litany-of-problems-with-p-values.html),111,FALSE,NA,### Highlight,link,2017-02-13
+ [Update on R Consortium Projects](http://blog.revolutionanalytics.com/2017/02/update-on-r-consortium-projects.html) - Many great R projects coming out of R Consortium.,169,FALSE,NA,### Highlight,link,2017-02-13
+ [Hello Ninja! Crafting a browser-based presentation and how I got (re)started with R](http://lenkiefer.com/2017/02/04/hello-ninja),132,FALSE,NA,### Highlight,link,2017-02-13
+ [Book - Biostatistics for Biomedical Research by Frank Harrell](http://biostat.mc.vanderbilt.edu/tmp/bbr.pdf),111,FALSE,NA,### Highlight,link,2017-02-13
"+ [Large data, feature hashing and online learning (part 1)](http://dsnotes.com/post/2017-01-27-lessons-learned-from-outbrain-click-prediction-kaggle-competition/) - Lessons learned from Kaggle Outbrain competition",214,FALSE,NA,### Highlight,link,2017-02-13
+ [Visualizing vehicle accidents using gganimate and ggplot2](https://pradeepadhokshaja.wordpress.com/2017/02/02/nyc-vehicle-accidents/),136,FALSE,NA,### R in the Real World,link,2017-02-13
+ [Analysis of 100 Million Taxi Trips in Chicago Shows Usage Declining 35% Per Year](http://toddwschneider.com/posts/chicago-taxi-data/),136,FALSE,NA,### R in the Real World,link,2017-02-13
![Analysis of 100 Million Taxi Trips in Chicago Shows Usage Declining 35% Per Year](https://cdn.rawgit.com/toddwschneider/chicago-taxi-data/2b264440/graphs/monthly_taxi_trips.png),179,FALSE,NA,### R in the Real World,image,2017-02-13
"+ [Large data, feature hashing and online learning (part 1)](http://dsnotes.com/post/2017-01-27-lessons-learned-from-outbrain-click-prediction-kaggle-competition/) - Lessons learned from Kaggle Outbrain competition",214,FALSE,NA,### R in the Real World,link,2017-02-13
+ [Job trends for R and Python](http://blog.revolutionanalytics.com/2017/02/job-trends-for-r-and-python.html),109,FALSE,NA,### R in the Real World,link,2017-02-13
+ [Reproducible Finance with R: ETF Country Exposure](https://www.rstudio.com/rviews/2017/02/08/reproducible-finance-with-r-etf-country-exposure/),146,FALSE,NA,### R in the Real World,link,2017-02-13
+ [Science of The Super Bowl](http://jessepiburn.com/2017/02/science-of-the-super-bowl/),88,FALSE,NA,### R in the Real World,link,2017-02-13
+ [Hubway Bike Share: Ridership Patterns](http://blog.nycdatascience.com/student-works/r-visualization/hubway-bike-share-ridership-patterns/),141,FALSE,NA,### R in the Real World,link,2017-02-13
+ [Using R to study the evolution of Tennis](http://msperlin.github.io/2017-02-05-R-and-Tennis/),96,FALSE,NA,### R in the Real World,link,2017-02-13
