value,nchar,section_lookup,section_title,type,issue
---,3,FALSE,NA,unid,2016-6-6
layout: post,12,FALSE,NA,unid,2016-6-6
title: Issue 2,14,FALSE,NA,unid,2016-6-6
description: Weekly News in R Community.,40,FALSE,NA,unid,2016-6-6
---,3,FALSE,NA,unid,2016-6-6
Hello and welcome to the new issue of **R Weekly**!,51,FALSE,NA,unid,2016-6-6
+ [Images as x-axis labels](http://jcarroll.com.au/2016/06/03/images-as-x-axis-labels-updated/),95,FALSE,#### Tutorials,link,2016-6-6
[![Images as x-axis labels](https://i2.wp.com/jcarroll.com.au/wp-content/uploads/2016/06/GDP_updated.png)](http://jcarroll.com.au/2016/06/03/images-as-x-axis-labels-updated/),174,FALSE,#### Tutorials,unid,2016-6-6
+ [A demonstration of vtreat data preparation](http://www.win-vector.com/blog/2016/06/a-demonstration-of-vtreat-data-preparation/),130,FALSE,#### Tutorials,link,2016-6-6
+ [Trisurf Plots in R using Plotly](http://moderndata.plot.ly/trisurf-plots-in-r-using-plotly/),95,FALSE,#### Tutorials,link,2016-6-6
[![Trisurf Plots in R using Plotly](https://cdn.rawgit.com/rweekly/image/master/2016-06-06/Trisurf-Plots-in-R-using-Plotly.png)](http://moderndata.plot.ly/trisurf-plots-in-r-using-plotly/),188,FALSE,#### Tutorials,unid,2016-6-6
"+ [QGIS, Open Source GIS & R](http://www.arilamstein.com/blog/2016/05/31/qgis-open-source-gis-r/)",97,FALSE,#### Tutorials,link,2016-6-6
"[![QGIS, Open Source GIS & R](https://i2.wp.com/www.arilamstein.com/wp-content/uploads/2016/05/QGISannotated.jpg?resize=676%2C437)](http://www.arilamstein.com/blog/2016/05/31/qgis-open-source-gis-r/)",199,FALSE,#### Tutorials,unid,2016-6-6
+ [On ranger respect.unordered.factors](http://www.win-vector.com/blog/2016/05/on-ranger-respect-unordered-factors/),116,FALSE,#### Tutorials,link,2016-6-6
"+ [Principal Components Regression, Pt. 3: Picking the Number of Components](http://www.win-vector.com/blog/2016/05/pcr_part3_pickk/)",133,FALSE,#### Tutorials,link,2016-6-6
+ [Visualizing Bootrapped Stepwise Regression in R using Plotly](http://moderndata.plot.ly/visualizing-bootrapped-stepwise-regression-in-r-using-plotly/),153,FALSE,#### Tutorials,link,2016-6-6
[![Visualizing Bootrapped Stepwise Regression in R using Plotly](https://cdn.rawgit.com/rweekly/image/master/2016-06-06/Bootstraped-stepAIC.png)](http://moderndata.plot.ly/visualizing-bootrapped-stepwise-regression-in-r-using-plotly/),234,FALSE,#### Tutorials,unid,2016-6-6
+ [Intro To Raster](https://geoscripting-wur.github.io/IntroToRaster/),70,FALSE,#### Tutorials,link,2016-6-6
[![Intro To Raster](https://geoscripting-wur.github.io/IntroToRaster/figs/system_overview_2.png)](https://geoscripting-wur.github.io/IntroToRaster/),148,FALSE,#### Tutorials,unid,2016-6-6
+ [Getting Started with R and Google Analytics](http://www.lunametrics.com/blog/2016/06/02/getting-started-r-google-analytics/),127,FALSE,#### Tutorials,link,2016-6-6
+ [lme4 convergence warnings: troubleshooting](https://rstudio-pubs-static.s3.amazonaws.com/33653_57fc7b8e5d484c909b615d8633c01d51.html),136,FALSE,#### Tutorials,link,2016-6-6
