value,nchar,section_lookup,section_title,section,type,issue
---,3,FALSE,NA,NA,unid,2017-09-04
"title: R Weekly 2017-36 Reproducible Science, Traditional, Black",64,FALSE,NA,NA,unid,2017-09-04
description: Weekly News in the R Community.,44,FALSE,NA,NA,unid,2017-09-04
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,NA,unid,2017-09-04
---,3,FALSE,NA,NA,unid,2017-09-04
+ [How rOpenSci uses Code Review to Promote Reproducible Science](http://ropensci.org/blog/blog/2017/09/01/nf-softwarereview),125,FALSE,NA,###  Highlight,link,2017-09-04
+ [Advice for non-traditional data scientists](http://blog.shotwell.ca/2017/08/29/advice-for-non-traditional-data-scientists/),126,FALSE,NA,###  Highlight,link,2017-09-04
+ [RStudio 1.1 Preview - I Only Work in Black](https://blog.rstudio.com/2017/08/30/rstudio-dark-theme/),103,FALSE,NA,###  Highlight,link,2017-09-04
+ [Gender recognition by voice and speech analysis](https://github.com/primaryobjects/voice-gender),99,FALSE,NA,###  R in the Real World,link,2017-09-04
+ [Pair Programming Statistical Analyses](http://staff.math.su.se/hoehle/blog/2017/09/02/pairprogramming.html),110,FALSE,NA,###  R in the Real World,link,2017-09-04
+ [The Language Wars are Good](https://daranzolin.github.io/articles/2017-08/language-wars),91,FALSE,NA,###  R in the Real World,link,2017-09-04
+ [Self-learning Hue lights - The rise of the API](http://tamaszilagyi.com/blog/self-learning-hue-lights/),106,FALSE,NA,###  R in the Real World,link,2017-09-04
"+ [The Perseus Dictionary, Part II](https://daranzolin.github.io/articles/2017-08/perseus-dictionary-ii)",104,FALSE,NA,###  R in the Real World,link,2017-09-04
"![The Perseus Dictionary, Part II](https://daranzolin.github.io/assets/Punic_war.png)",85,FALSE,NA,###  R in the Real World,image,2017-09-04
+ [Advice for non-traditional data scientists](http://blog.shotwell.ca/2017/08/29/advice-for-non-traditional-data-scientists/),126,FALSE,NA,###  R in the Real World,link,2017-09-04
+ [Why I find tidyeval useful](http://www.brodrigues.co/blog/2017-08-27-why_tidyeval/),86,FALSE,NA,###  R in the Real World,link,2017-09-04
+ [Data Science on a Chromebook](https://simplystatistics.org/2017/08/29/data-science-on-a-chromebook/),103,FALSE,NA,###  R in the Real World,link,2017-09-04
"+ [45 - Analogy Corner After Dark](http://nssdeviations.com/45-analogy-corner-after-dark) - Hilary and Roger have a late-night discussion about JupyterCon, data analysis and decisions, and other deeper topics.",209,FALSE,NA,###  Videos and Podcasts,link,2017-09-04
+ [Joint profiling of native and R code by Kirill Müller](https://www.youtube.com/watch?v=THgNl-cN7Vc&list=PLIptkSEKleN17z3IAF6Pjc6tU755W67kv&index=2),150,FALSE,NA,###  Videos and Podcasts,link,2017-09-04
+ [Community Call - rOpenSci Software Review and Onboarding](http://ropensci.org/blog/blog/2017/08/31/comm-call-v14),116,FALSE,NA,###  R in Organizations,link,2017-09-04
+ [OpenML Workshop 2017](https://mlr-org.github.io/OpenML-workshop-2017/),73,FALSE,NA,###  R in Organizations,link,2017-09-04
+ [How rOpenSci uses Code Review to Promote Reproducible Science](http://ropensci.org/blog/blog/2017/09/01/nf-softwarereview),125,FALSE,NA,###  R in Organizations,link,2017-09-04
+ [Quantitative Risk Management Tutorial](http://www.qrmtutorial.org/),70,FALSE,NA,###  Resources,link,2017-09-04
"<p class=""added-hostname""><a href=""https://rweekly.org/live"" target=""_blank"" class=""externalLink"">📦 <i>Go Live for More New Pkgs</i> 📦</a></p>",142,FALSE,NA,###  New Packages,unid,2017-09-04
+ [pointblank](https://github.com/rich-iannone/pointblank) - Validation of local and remote data tables,103,FALSE,NA,###  New Packages,link,2017-09-04
