value,nchar,section_lookup,section_title,section,type,issue
---,3,FALSE,NA,NA,unid,2017-04-10
layout: post,12,FALSE,NA,NA,unid,2017-04-10
title: R Weekly 2017 Issue 15,29,FALSE,NA,NA,unid,2017-04-10
description: Weekly News in the R Community.,44,FALSE,NA,NA,unid,2017-04-10
is_podcast: true,16,FALSE,NA,NA,unid,2017-04-10
podcast_title: 2017:15 R Consortium Q1 2017 ISC Grants,54,FALSE,NA,NA,unid,2017-04-10
podcast_permalink: https://cloud.rweekly.org/2017-15.mp3,56,FALSE,NA,NA,unid,2017-04-10
podcast_description: |,22,FALSE,NA,NA,unid,2017-04-10
  <![CDATA[,11,FALSE,NA,NA,unid,2017-04-10
"  <p>About R Consortium Q1 2017 ISC Grants, the latest R Core updates and more.</p>",83,FALSE,NA,NA,unid,2017-04-10
  <ul>,6,FALSE,NA,NA,unid,2017-04-10
"  <li>Read <a href=""https://www.rweekly.org/2017-15.html?pk_campaign=itunes_podcast"">R Weekly 2017 issue 15</a></li>",116,FALSE,NA,NA,unid,2017-04-10
  </ul>,7,FALSE,NA,NA,unid,2017-04-10
  <p></p>,9,FALSE,NA,NA,unid,2017-04-10
  <ul> ,7,FALSE,NA,NA,unid,2017-04-10
"  <li><a href=""https://www.patreon.com/rweekly"">Support with Patreon</a></li>",77,FALSE,NA,NA,unid,2017-04-10
  </ul> ,8,FALSE,NA,NA,unid,2017-04-10
  <ul>   ,9,FALSE,NA,NA,unid,2017-04-10
"  <li><a href=""https://twitter.com/rweekly_org"">Twitter @rweekly_org</a></li>   ",80,FALSE,NA,NA,unid,2017-04-10
  </ul>,7,FALSE,NA,NA,unid,2017-04-10
  <ul> ,7,FALSE,NA,NA,unid,2017-04-10
"  <li><a href=""https://www.facebook.com/rweekly"">Follow Facebook</a></li>  ",75,FALSE,NA,NA,unid,2017-04-10
  </ul>,7,FALSE,NA,NA,unid,2017-04-10
  <ul>,6,FALSE,NA,NA,unid,2017-04-10
"  <li><a href=""http://freemusicarchive.org/music/gillicuddy/Plays_Guitar_Again/01-adventure-darling"">Music by Gillicuddy</a></li>",129,FALSE,NA,NA,unid,2017-04-10
  </ul>,7,FALSE,NA,NA,unid,2017-04-10
  ]]>,5,FALSE,NA,NA,unid,2017-04-10
podcast_size: 8100158,21,FALSE,NA,NA,unid,2017-04-10
"podcast_duration: ""5:26""",24,FALSE,NA,NA,unid,2017-04-10
"podcast_summary: About R Consortium Q1 2017 ISC Grants, the latest R Core updates and more. https://rweekly.org/2017-15.html",124,FALSE,NA,NA,unid,2017-04-10
"podcast_keywords: "", ggplot2""",29,FALSE,NA,NA,unid,2017-04-10
podcast_subtitle: R Consortium Q1 2017 ISC Grants,49,FALSE,NA,NA,unid,2017-04-10
---,3,FALSE,NA,NA,unid,2017-04-10
+ [R Consortium Q1 2017 ISC Grants](https://www.r-consortium.org/blog/2017/04/03/q1-2017-isc-grants),100,FALSE,NA,### Highlight,link,2017-04-10
+ [`purrr` Tutorial](https://jennybc.github.io/purrr-tutorial/index.html) - A functional programming toolkit for R.,115,FALSE,NA,### Highlight,link,2017-04-10
+ [#3: Follow R-devel](http://dirk.eddelbuettel.com/blog/2017/04/06#003_follow_r-devel),87,FALSE,NA,### Insights,link,2017-04-10
+ [The Importance of Interactive Data Analysis for Data-Driven Discovery](http://simplystats.github.io/2017/04/03/interactive-data-analysis/),141,FALSE,NA,### Insights,link,2017-04-10
+ [Class notes R course at Ben Gurion University](http://www.john-ros.com/Rcourse/),83,FALSE,NA,### Resources,link,2017-04-10
+ [`purrr` Tutorial](https://jennybc.github.io/purrr-tutorial/index.html) - A functional programming toolkit for R.,115,FALSE,NA,### Resources,link,2017-04-10
+ [How To Do Archaeological Science Using R](https://benmarwick.github.io/How-To-Do-Archaeological-Science-Using-R/),116,FALSE,NA,### Resources,link,2017-04-10
+ [Integrating Spark with R](http://spark.rstudio.com/),55,FALSE,NA,### Resources,link,2017-04-10
+ [Playing with #RStats and Microsoft Computer Vision API](http://colinfay.me/playing-with-rstats-and-microsoft-computer-vision-api/),133,FALSE,NA,### R in the Real World,link,2017-04-10
"+ [Mapping Belgian geographic codes and data with R](http://mhermans.net/files/r/be_geomapping/20170226_example_mapping_postcode.html) - Walkthrough demonstrating how to recode (Belgian) postal codes and geographic classifications and make thematic maps with R, tmap & the tidyverse.",283,FALSE,NA,### R in the Real World,link,2017-04-10
"+ [The faces of R, analyzed with R](http://blog.revolutionanalytics.com/2017/04/the-faces-of-r-analyzed-with-r.html)",116,FALSE,NA,### R in the Real World,link,2017-04-10
+ [The Most Popular Languages for Data Scientists/Engineers](http://blog.revolutionanalytics.com/2017/04/stackoverflow-developer-survey.html),141,FALSE,NA,### R in the Real World,link,2017-04-10
![The Most Popular Languages for Data Scientists/Engineers](https://revolution-computing.typepad.com/.a/6a010534b1db25970b01bb098c5a3c970d-800wi),145,FALSE,NA,### R in the Real World,image,2017-04-10
+ [Simple Offline Airport Wi-Fi Tracker in R](https://rud.is/b/2017/04/02/simple-offline-airport-wi-fi-tracker-in-r/),117,FALSE,NA,### R in the Real World,link,2017-04-10
+ [Key Phrase Extraction from Tweets](https://datascienceplus.com/key-phrase-extraction-from-tweets/),101,FALSE,NA,### R in the Real World,link,2017-04-10
+ [The Run(chart)ing Man](http://johnmackintosh.com/2017-04-06-the-run-chart-ing-man/),86,FALSE,NA,### R in the Real World,link,2017-04-10
