value,nchar,section_lookup,section_title,section,type,issue
---,3,FALSE,NA,NA,unid,2017-10-30
"title: R Weekly 2017-44 Tweets, Charts, Slackr",46,FALSE,NA,NA,unid,2017-10-30
description: Weekly News in the R Community.,44,FALSE,NA,NA,unid,2017-10-30
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,NA,unid,2017-10-30
---,3,FALSE,NA,NA,unid,2017-10-30
+ [A Call to Tweets (& Blog Posts)!](https://rud.is/b/2017/10/22/a-call-to-tweets-blog-posts/),94,FALSE,NA,###  Highlight,link,2017-10-30
+ [Create editable Microsoft Office charts from R ](http://blog.revolutionanalytics.com/2017/10/office-charts.html),115,FALSE,NA,###  Highlight,link,2017-10-30
+ [Extending slackr](https://yonicd.netlify.com/post/slackr/),61,FALSE,NA,###  Highlight,link,2017-10-30
+ [World Population Density 1970-2000](http://spatial.ly/2017/10/world-population-density-1970-2000/),101,FALSE,NA,###  R in the Real World,link,2017-10-30
+ [Extending slackr](https://yonicd.netlify.com/post/slackr/),61,FALSE,NA,###  R in the Real World,link,2017-10-30
+ [A Shiny App to Create Sentimental Tweets Based on Project Gutenberg Books](https://fronkonstin.com/2017/10/24/a-shiny-app-to-create-sentimental-tweets-based-on-project-gutenberg-books/),188,FALSE,NA,###  R in the Real World,link,2017-10-30
"+ [Thanks, Claus Ekstrøm, for Watching My Github Repo!](https://yihui.name/en/2017/10/thanks-claus/)",100,FALSE,NA,###  R in the Real World,link,2017-10-30
+ [Confederate monuments with the statebins 📦](https://austinwehrwein.com/data-visualization/confederates/),107,FALSE,NA,###  R in the Real World,link,2017-10-30
![Confederate monuments with the statebins 📦](https://raw.githubusercontent.com/rweekly/image/master/2017-03/disp2-2.png),121,FALSE,NA,###  R in the Real World,image,2017-10-30
+ [Spring Budget 2017: Circle Visualisation](https://datascienceplus.com/spring-budget-2017-circle-visualisation/),114,FALSE,NA,###  R in the Real World,link,2017-10-30
![Spring Budget 2017: Circle Visualisation](https://datascienceplus.com/wp-content/uploads/2017/10/circles_labelled.png),120,FALSE,NA,###  R in the Real World,image,2017-10-30
+ [Create editable Microsoft Office charts from R ](http://blog.revolutionanalytics.com/2017/10/office-charts.html),115,FALSE,NA,### Insights,link,2017-10-30
+ [A Call to Tweets (& Blog Posts)!](https://rud.is/b/2017/10/22/a-call-to-tweets-blog-posts/),94,FALSE,NA,### Insights,link,2017-10-30
"<p class=""added-hostname""><a href=""https://rweekly.org/live"" target=""_blank"" class=""externalLink"">📦 <i>Go Live for More New Pkgs</i> 📦</a></p>",142,FALSE,NA,###  New Packages,unid,2017-10-30
+ [requestsR](http://asbcllc.com/r_packages/requestsR/introduction/index.html) - an R interface for Python’s Requests module,124,FALSE,NA,###  New Packages,link,2017-10-30
