value,nchar,section_lookup,section_title,section,type,issue
---,3,FALSE,NA,NA,unid,2019-04-08
"title: R Weekly 2019-14 Shiny Contest, usethis for reporting",60,FALSE,NA,NA,unid,2019-04-08
description: Weekly News in the R Community.,44,FALSE,NA,NA,unid,2019-04-08
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,NA,unid,2019-04-08
---,3,FALSE,NA,NA,unid,2019-04-08
+ [Winners of the 1st Shiny Contest](https://blog.rstudio.com/2019/04/05/first-shiny-contest-winners/),102,FALSE,NA,###  Highlight,link,2019-04-08
+ [usethis for reporting](https://sharla.party/posts/usethis-for-reporting/),76,FALSE,NA,###  Highlight,link,2019-04-08
+ [Red/Blue Analglyphs with ggplot2 and ggthreed](https://coolbutuseless.github.io/2019/04/02/red-blue-analglyphs-with-ggplot2-and-ggthreed/),141,FALSE,NA,###  Highlight,link,2019-04-08
+ [opencv Bindings to 'OpenCV' Computer Vision Library](https://cran.r-project.org/package=opencv),98,FALSE,NA,###  Highlight,link,2019-04-08
+ [HCL-Based Color Palettes in grDevices](https://developer.r-project.org/Blog/public/2019/04/01/hcl-based-color-palettes-in-grdevices/index.html),146,FALSE,NA,### Insights,link,2019-04-08
+ [Musings on missing data](https://www.rdatagen.net/post/musings-on-missing-data/),83,FALSE,NA,### Insights,link,2019-04-08
+ [Standard Evaluation Versus Non-Standard Evaluation in R](http://www.win-vector.com/blog/2019/04/standard-evaluation-versus-non-standard-evaluation-in-r/),156,FALSE,NA,### Insights,link,2019-04-08
+ [Red/Blue Analglyphs with ggplot2 and ggthreed](https://coolbutuseless.github.io/2019/04/02/red-blue-analglyphs-with-ggplot2-and-ggthreed/),141,FALSE,NA,### R in the Real World,link,2019-04-08
![3D](https://cdn.jsdelivr.net/gh/rweekly/image@master/2019/14/animated-anaglyph.gif),85,FALSE,NA,### R in the Real World,image,2019-04-08
+ ['Speaking as a...': An Inquiry into Twitter Identities and Mansplaining](https://daranzolin.github.io/2019-03-29-twitter-identities/),136,FALSE,NA,### R in the Real World,link,2019-04-08
+ [Exploration of Foreign Direct Investment of Nepal](https://anjesh.github.io/doi/01-fdi-data_exploration.html),112,FALSE,NA,### R in the Real World,link,2019-04-08
+ [Calculating the distance to the sea in R](https://dominicroye.github.io/en/2019/calculating-the-distance-to-the-sea-in-r/),125,FALSE,NA,### R in the Real World,link,2019-04-08
+ [Kaggle survey 2018: Maps of programming languages used and repartition of reproducibility issues](https://statnmap.com/2019-03-20-kaggle-survey-2018-maps-of-languages-used-and-repartition-of-reproducibility-issues/),218,FALSE,NA,### R in the Real World,link,2019-04-08
+ [An inquiry into Twitter identities and mansplaining](https://daranzolin.github.io/2019-03-29-twitter-identities/),116,FALSE,NA,### R in the Real World,link,2019-04-08
"+ [Wicked Fast, Accurate Quantiles Using 't-Digests' in R with the {tdigest} Package](https://rud.is/b/2019/04/03/wicked-fast-accurate-quantiles-using-t-digests-in-r-with-the-tdigest-package/)",192,FALSE,NA,### R in the Real World,link,2019-04-08
+ [C++ is Often Used in R Packages](http://www.win-vector.com/blog/2019/04/c-is-often-used-in-r-packages/),106,FALSE,NA,### R in the Real World,link,2019-04-08
+ [Why RcppDynProg is Written in C++](http://www.win-vector.com/blog/2019/04/why-rcppdynprog-is-written-in-cpp/),112,FALSE,NA,### R in the Real World,link,2019-04-08
+ [What are the Popular R Packages?](http://www.win-vector.com/blog/2019/04/what-are-the-popular-r-packages/),109,FALSE,NA,### R in the Real World,link,2019-04-08
+ [Winners of the 1st Shiny Contest](https://blog.rstudio.com/2019/04/05/first-shiny-contest-winners/),102,FALSE,NA,###  R in Organizations,link,2019-04-08
<picture>,9,FALSE,NA,###  R in Organizations,unid,2019-04-08
"  <img src=""https://cdn.jsdelivr.net/gh/rweekly/image@master/2019/14/2019-04-05-hex-game.gif"" width=""622"">",106,FALSE,NA,###  R in Organizations,unid,2019-04-08
"  <img src=""https://cdn.jsdelivr.net/gh/rweekly/image@master/2019/14/2019-04-05-cran-explorer.gif"">",99,FALSE,NA,###  R in Organizations,unid,2019-04-08
</picture>,10,FALSE,NA,###  R in Organizations,unid,2019-04-08
+ [RInside Help in Testing](https://rviews.rstudio.com/2019/04/01/rinside-help-in-testing/),91,FALSE,NA,###  R in Organizations,link,2019-04-08
"+ [Getting your toes wet in R: Hydrology, meteorology, and more](https://ropensci.org/blog/2019/04/02/hydrology-task-view/)",123,FALSE,NA,###  R in Academia,link,2019-04-08
+ [CDSB Workshop 2019: How to Build and Create Tidy Tools](https://comunidadbioinfo.github.io/post/building-tidy-tools-cdsb-runconf-2019/),138,FALSE,NA,###  Resources,link,2019-04-08
+ [A set of shiny apps for interactive data analysis and teaching. ](https://blog.rsquaredacademy.com/shiny-apps/),114,FALSE,NA,###  Resources,link,2019-04-08
+ [Interview with Abhi Datta](https://simplystatistics.org/2019/04/01/interview-with-abhi-datta/),97,FALSE,NA,###  Resources,link,2019-04-08
+ [R Markdown in Vim](https://uncmbbtrivia.netlify.com/post/2019/04/05/r-markdown-revisited/),93,FALSE,NA,###  Resources,link,2019-04-08
"<p class=""added-hostname""><a href=""https://rweekly.org/live"" target=""_blank"" class=""externalLink"">📦 <i>Go Live for More New Pkgs</i> 📦</a></p>",142,FALSE,NA,###  New Packages,unid,2019-04-08
**CRAN**,8,FALSE,NA,###  New Packages,unid,2019-04-08
+ [AzureGraph   Simple Interface to 'Microsoft Graph'](https://cran.r-project.org/package=AzureGraph),101,FALSE,NA,###  New Packages,link,2019-04-08
+ [opencv](https://cran.r-project.org/package=opencv) - Bindings to 'OpenCV' Computer Vision Library,100,FALSE,NA,###  New Packages,link,2019-04-08
+ [SparkR](https://cran.r-project.org/package=SparkR) - R Front End for 'Apache Spark',86,FALSE,NA,###  New Packages,link,2019-04-08
**GitHub or Bitbucket**,23,FALSE,NA,###  New Packages,unid,2019-04-08
+ [popcircle](https://github.com/rCarto/popcircle),50,FALSE,NA,###  New Packages,link,2019-04-08
![popcircle](https://raw.githubusercontent.com/rCarto/popcircle/master/img/smallpop.png),88,FALSE,NA,###  New Packages,image,2019-04-08
+ [mapedit 0.5.0](https://cran.r-project.org/web/packages/mapedit/index.html),77,FALSE,NA,### Updated Packages,link,2019-04-08
+ [tint 0.1.1: New Styles](http://dirk.eddelbuettel.com/blog/2019/04/01#tint_0.1.1),83,FALSE,NA,### Updated Packages,link,2019-04-08
+ [ggdebug - v0.1.1](https://coolbutuseless.github.io/2019/04/01/ggdebug-v0.1.1/),81,FALSE,NA,### Updated Packages,link,2019-04-08
+ [Using svglite with web fonts by @ellis2013nz](http://freerangestats.info/blog/2019/04/07/fonts-and-stuff),108,FALSE,NA,###  Tutorials,link,2019-04-08
"+ [Scatter plots, best fit lines (and regression to the mean)](https://www.stevejburr.com/post/scatter-plots-and-best-fit-lines/)",129,FALSE,NA,###  Tutorials,link,2019-04-08
+ [usethis for reporting](https://sharla.party/posts/usethis-for-reporting/),76,FALSE,NA,###  Tutorials,link,2019-04-08
+ [mapedit 0.5.0 and leaflet.pm](https://www.r-spatial.org/r/2019/03/31/mapedit_leafpm.html),92,FALSE,NA,###  Tutorials,link,2019-04-08
+ [I Hate Mondays! Execute .First() from .Rprofile on first login of the (Mon)day only](https://moldach.github.io/post/rprofile/),129,FALSE,NA,###  Tutorials,link,2019-04-08
![](https://i.ibb.co/CnG1jQz/fig1.png),38,FALSE,NA,###  Tutorials,image,2019-04-08
+ [Create Trending Animated Bar Charts using R](https://towardsdatascience.com/create-animated-bar-charts-using-r-31d09e5841da),127,FALSE,NA,###  Tutorials,link,2019-04-08
+ [A unified syntax for accessing models' information](https://easystats.github.io/blog/posts/insight_presentation/),116,FALSE,NA,###  Tutorials,link,2019-04-08
