value,nchar,section_lookup,section_title,section,type,issue
---,3,FALSE,NA,NA,unid,2018-11-19
"title: R Weekly 2018-47 Vulnerability, Tables",45,FALSE,NA,NA,unid,2018-11-19
description: Weekly News in the R Community.,44,FALSE,NA,NA,unid,2018-11-19
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,NA,unid,2018-11-19
---,3,FALSE,NA,NA,unid,2018-11-19
+ [Use GitHub Vulnerability Alerts to Keep Users of Your R Packages Safe](https://rud.is/b/2018/11/14/use-github-vulnerability-alerts-to-keep-users-of-your-r-packages-safe/),173,FALSE,NA,###  Highlight,link,2018-11-19
+ [Make Beautiful Tables with the Formattable Package](https://www.displayr.com/formattable/?utm_medium=Feed&utm_source=Syndication),132,FALSE,NA,###  Highlight,link,2018-11-19
+ [Rcpp now used by 1500 CRAN packages](http://dirk.eddelbuettel.com/blog/2018/11/15/#rcpp_1500_packages),105,FALSE,NA,### Insights,link,2018-11-19
+ [Use GitHub Vulnerability Alerts to Keep Users of Your R Packages Safe](https://rud.is/b/2018/11/14/use-github-vulnerability-alerts-to-keep-users-of-your-r-packages-safe/),173,FALSE,NA,### Insights,link,2018-11-19
+ [Surf Check - Automating Weather Forecast Emails in R](https://deanmarchiori.github.io/posts/2018/11/automated-surf-forecasts/),129,FALSE,NA,### R in the Real World,link,2018-11-19
+ [Teaching Toronto elementary school students about data analysis: Data + Art STEAM Project](https://www.littlemissdata.com/blog/steam-data-art2),146,FALSE,NA,### R in the Real World,link,2018-11-19
![Data + Art STEAM Project](https://raw.githubusercontent.com/rweekly/image/master/2018/Data%2BArt.png),103,FALSE,NA,### R in the Real World,image,2018-11-19
+ [Security issues with installing bioconductor](https://www.jumpingrivers.com/blog/security-r-hacking-bioconductor/),117,FALSE,NA,### R in the Real World,link,2018-11-19
+ [Getting Census data from multiple years using tidycensus and purrr](https://mattherman.info/blog/tidycensus-mult-year/),122,FALSE,NA,### R in the Real World,link,2018-11-19
+ [Rcpp now used by 1500 CRAN packages](http://dirk.eddelbuettel.com/blog/2018/11/15#rcpp_1500_packages),104,FALSE,NA,### R in the Real World,link,2018-11-19
+ [Utilizing K-means to Extract Colours from Your Favourite Images](https://chichacha.netlify.com/2018/11/12/utilizing-k-means-to-extract-colours-from-your-favourite-images/),174,FALSE,NA,### R in the Real World,link,2018-11-19
![Utilizing K-means to Extract Colours from Your Favourite Images](https://raw.githubusercontent.com/rweekly/image/master/2018/treemap_clustered_colour-1.png),158,FALSE,NA,### R in the Real World,image,2018-11-19
+ [A Mathematician's Perspective on Topological Data Analysis and R](https://rviews.rstudio.com/2018/11/14/a-mathematician-s-perspective-on-topological-data-analysis-and-r/),173,FALSE,NA,### R in the Real World,link,2018-11-19
+ [Dimensionality Reduction Methods Using Fifa 18 Player Data ](http://blog.schochastics.net/post/dimensionality-reduction-methods/),132,FALSE,NA,### R in the Real World,link,2018-11-19
+ [Make Beautiful Tables with the Formattable Package](https://www.displayr.com/formattable/?utm_medium=Feed&utm_source=Syndication),132,FALSE,NA,### R in the Real World,link,2018-11-19
![Make Beautiful Tables with the Formattable Package](https://raw.githubusercontent.com/rweekly/image/master/2018/finalhtmlwidgettable.png),139,FALSE,NA,### R in the Real World,image,2018-11-19
