value,nchar,section_lookup,section_title,section,type,issue
---,3,FALSE,NA,NA,unid,2017-11-27
"title: R Weekly 2017-48 Teaching, Billboard, Australia palettes",63,FALSE,NA,NA,unid,2017-11-27
description: Weekly News in the R Community.,44,FALSE,NA,NA,unid,2017-11-27
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,NA,unid,2017-11-27
---,3,FALSE,NA,NA,unid,2017-11-27
+ [repurrrsive: Recursive lists to use in teaching and examples](https://github.com/jennybc/repurrrsive),104,FALSE,NA,###  Highlight,link,2017-11-27
+ [Tidyverse Case Study: Exploring the Billboard Charts](http://www.njtierney.com/post/2017/11/07/tidyverse-billboard/),119,FALSE,NA,###  Highlight,link,2017-11-27
+ [ochRe - Australia themed colour palettes](https://ropensci.org/blog/2017/11/21/ochre/),89,FALSE,NA,###  Highlight,link,2017-11-27
+ [Learnings from 5 months of R-Ladies Chicago](https://angela-li.github.io/2017/11/20/learnings-from-5-months-of-r-ladies-chicago/),132,FALSE,NA,### Insights,link,2017-11-27
+ [Automating Summary of Surveys with RMarkdown](https://github.com/rdrr1990/datascience101/blob/master/automating/mohanty_automation_guide.md),143,FALSE,NA,### Insights,link,2017-11-27
+ [xkcd plot of German weather](https://franziloew.github.io/xkcd_weather_cities_de/weatherdata.html),101,FALSE,NA,### R in the Real World,link,2017-11-27
![xkcd plot of German weather](https://raw.githubusercontent.com/rweekly/image/master/2017-03/map2.png),103,FALSE,NA,### R in the Real World,image,2017-11-27
"+ [Trivial probability problem solved intuitively, rigorously, and by simulation](https://eric.netlify.com/2017/11/21/probability/)",131,FALSE,NA,### R in the Real World,link,2017-11-27
+ [Bah! Humbug: Some scRoogery and Forecasting](https://noamross.github.io/data-driven-scroogery/),98,FALSE,NA,### R in the Real World,link,2017-11-27
+ [Where to live in Japan: XKCD-themed climate plots and maps!](https://ryo-n7.github.io/2017-11-22-japan-xkcd-weather-index/),126,FALSE,NA,### R in the Real World,link,2017-11-27
+ [Tidyverse Case Study: Exploring the Billboard Charts](http://www.njtierney.com/post/2017/11/07/tidyverse-billboard/),119,FALSE,NA,### R in the Real World,link,2017-11-27
![Tidyverse Case Study: Exploring the Billboard Charts](https://raw.githubusercontent.com/rweekly/image/master/2017-03/music2.png),130,FALSE,NA,### R in the Real World,image,2017-11-27
+ [Where to live in the Netherlands based on temperature XKCD](http://rmhogervorst.nl/cleancode/blog/2017/11/20/xkcd-the-netherlands-weather.html),146,FALSE,NA,### R in the Real World,link,2017-11-27
+ [New sports from random emoji](https://juliasilge.com/blog/emoji-sports/),75,FALSE,NA,### R in the Real World,link,2017-11-27
"+ [Girls Coding Workshop, Melbourne](http://forwards.github.io/blog/2017/11/20/girls-coding-workshop-melbourne/)",112,FALSE,NA,###  R in Organizations,link,2017-11-27
+ [Learnings from 5 months of R-Ladies Chicago (Part 1)](http://blog.revolutionanalytics.com/2017/11/r-ladies-chicago-part-1.html),130,FALSE,NA,###  R in Organizations,link,2017-11-27
"<p class=""added-hostname""><a href=""https://rweekly.org/live"" target=""_blank"" class=""externalLink"">📦 <i>Go Live for More New Pkgs</i> 📦</a></p>",142,FALSE,NA,###  New Packages,unid,2017-11-27
+ [ochRe](https://ropensci.org/blog/2017/11/21/ochre/)  - Australia themed colour palettes,90,FALSE,NA,###  New Packages,link,2017-11-27
+ [October 2017 New Packages](https://rviews.rstudio.com/2017/11/22/october-2017-new-packages/),95,FALSE,NA,###  New Packages,link,2017-11-27
+ [Rcpp 0.12.14](http://dirk.eddelbuettel.com/blog/2017/11/24#rcpp_0.12.14) - Some deprecation and minor updates,112,FALSE,NA,### Package Releases,link,2017-11-27
+ [RcppClassic 0.9.9](http://dirk.eddelbuettel.com/blog/2017/11/19#rcppclassic_0.9.9) - Deprecated 'classic' 'Rcpp' 'API',121,FALSE,NA,### Package Releases,link,2017-11-27
+ [RcppEigen 0.3.3.3.1](http://dirk.eddelbuettel.com/blog/2017/11/19#rcppeigen_0.3.3.3.1) - 'Rcpp' Integration for the 'Eigen' Templated Linear Algebra Library,159,FALSE,NA,### Package Releases,link,2017-11-27
+ [Sentimentanalyse mit sentimentr](https://franziloew.github.io/politsentiment/sentimentR.html),96,FALSE,NA,###  R Internationally,link,2017-11-27
+ [repurrrsive: Recursive lists to use in teaching and examples](https://github.com/jennybc/repurrrsive),104,FALSE,NA,###  Resources,link,2017-11-27
+ [Great dataviz examples in rstats](https://data-se.netlify.com/2017/11/20/great-dataviz-examples-in-rstats/),110,FALSE,NA,###  Resources,link,2017-11-27
