value,nchar,section_lookup,section_title,section,type,issue
---,3,FALSE,NA,NA,unid,2019-05-13
layout: draft,13,FALSE,NA,NA,unid,2019-05-13
"title: R Weekly 2019-19 R 3.6.0, countdown, R-Podcast",53,FALSE,NA,NA,unid,2019-05-13
description: Draft of the R Weekly,34,FALSE,NA,NA,unid,2019-05-13
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,NA,unid,2019-05-13
---,3,FALSE,NA,NA,unid,2019-05-13
Release Date: 2019-05-13,24,FALSE,NA,NA,unid,2019-05-13
+ [What's new in R 3.6.0](https://blog.revolutionanalytics.com/2019/05/whats-new-in-r-360.html),95,FALSE,NA,###  Highlight,link,2019-05-13
+ [:timer_clock: countdown](https://www.garrickadenbuie.com/project/countdown/),79,FALSE,NA,###  Highlight,link,2019-05-13
"+ [R-Podcast Episode 30: Origins and Future of RStudio with Tareef Kawaf](https://r-podcast.org/30) - Eric is joined by RStudio's president Tareef Kawaf to discuss his journey to RStudio, building a robust organization structure, and how an open-core model drives RStudio’s vision for the present and future.",308,FALSE,NA,###  Highlight,link,2019-05-13
+ [Speedmining the Cubing Community with dbplyr](http://staff.math.su.se/hoehle/blog/2019/05/06/wcamining.html),111,FALSE,NA,### Insights,link,2019-05-13
![Speedmining the Cubing Community with dbplyr](https://raw.githubusercontent.com/rweekly/image/master/2019-05-13/TRAJPLOT-1.png?raw=true),138,FALSE,NA,### Insights,image,2019-05-13
+ [a perfectly normally distributed sample](https://xianblog.wordpress.com/2019/05/09/a-perfectly-normally-distributed-sample/),127,FALSE,NA,### Insights,link,2019-05-13
+ [:timer_clock: countdown](https://www.garrickadenbuie.com/project/countdown/),79,FALSE,NA,### Insights,link,2019-05-13
![countdown](https://raw.githubusercontent.com/rweekly/image/master/2019-05-13/giphy.gif?raw=true),98,FALSE,NA,### Insights,image,2019-05-13
"+ [Analysing the HIV pandemic, Part 2: Drug resistance testing](https://rviews.rstudio.com/2019/05/07/pipeline-for-analysing-hiv-part-2/)",137,FALSE,NA,### Insights,link,2019-05-13
"+ [Introducing RStudio Server Pro 1.2 - New Features, Packaging, and Pricing](https://blog.rstudio.com/2019/05/09/introducing-rstudio-server-pro-1-2/)",150,FALSE,NA,### Insights,link,2019-05-13
+ [Introducing RStudio Team](https://blog.rstudio.com/2019/05/09/introducing-rstudio-team/),91,FALSE,NA,### Insights,link,2019-05-13
+ [Open Trade Statistics](https://ropensci.org/blog/2019/05/09/tradestatistics/),80,FALSE,NA,### Insights,link,2019-05-13
+ [Porting and redirecting a Hugo-based blogdown website to an HTTPS-enabled custom domain and how to do it the easy way](https://jozef.io/r915-gitlab-pages-own-domain/),169,FALSE,NA,### Insights,link,2019-05-13
"+ [What is ""Tidy Data""?](http://www.win-vector.com/blog/2019/05/what-is-tidy-data/)",83,FALSE,NA,### Insights,link,2019-05-13
"+ [Get me to the church on time: Proving to the vicar that I'd attended church often enough to marry at church, using Google location data.](https://nacnudus.github.io/duncangarmonsway/posts/2019-04-22-get-me-to-the-church-on-time-with-r-spatial)",246,FALSE,NA,### R in the Real World,link,2019-05-13
"+ [Data-driven design in Curious City: In, Out, Above, Beyond Saint Paul](http://www.katiejolly.io/blog/2019-04-25/data-driven-design)",134,FALSE,NA,### R in the Real World,link,2019-05-13
+ [Machine Learning with a Heart](https://gbganalyst.github.io/Predicting-Heart-Disease/Heart_disease.html),107,FALSE,NA,### R in the Real World,link,2019-05-13
+ [Taking a Peek at Personal Hiking Data](https://ivelasq.rbind.io/blog/average-hike/),86,FALSE,NA,### R in the Real World,link,2019-05-13
+ [How to visualize data with more than 2 dimensiones: some basic concepts and examples](http://www.thinkingondata.com/5-basic-questions-and-answers-about-high-dimensional-data/),178,FALSE,NA,### R in the Real World,link,2019-05-13
+ [My experience at R UnConference Chicago](http://www.thinkingondata.com/my-experience-at-r-unconference-chicago-2019/),120,FALSE,NA,### R in the Real World,link,2019-05-13
+ [satRdays Chicago 2019 slides](https://github.com/satRdays/chicago2019-slides),80,FALSE,NA,###  Resources,link,2019-05-13
+ [Network Visualization workshop - David Schoch](http://talks.schochastics.net/netViz/slides.html),99,FALSE,NA,###  Resources,link,2019-05-13
+ [Free online r course](https://matloff.wordpress.com/2019/05/04/free-online-r-course/),88,FALSE,NA,###  Resources,link,2019-05-13
"<p class=""added-hostname""><a href=""https://rweekly.org/live"" target=""_blank"" class=""externalLink"">📦 <i>Go Live for More New Pkgs</i> 📦</a></p>",142,FALSE,NA,###  New Packages,unid,2019-05-13
**CRAN**,8,FALSE,NA,###  New Packages,unid,2019-05-13
+ [{attachment} is on CRAN !](https://rtask.thinkr.fr/blog/attachment-is-on-cran/),82,FALSE,NA,###  New Packages,link,2019-05-13
+ [jpndistrict 0.3.3](https://cran.r-project.org/web/packages/jpndistrict/index.html),85,FALSE,NA,###  New Packages,link,2019-05-13
