value,nchar,section_lookup,section_title,section,type,issue
---,3,FALSE,NA,NA,unid,2019-04-29
"title: R Weekly 2019-17 R 3.6.0, Shiny, Production",50,FALSE,NA,NA,unid,2019-04-29
description: Weekly News in the R Community.,44,FALSE,NA,NA,unid,2019-04-29
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,NA,unid,2019-04-29
---,3,FALSE,NA,NA,unid,2019-04-29
+ [DataCamp CEO steps down indefinitely in wake of 'inappropriate behavior'](https://www.computerworld.com/article/3390739/datacamp-ceo-steps-down-indefinitely-in-wake-of-inappropriate-behavior.html),199,FALSE,NA,###  Highlight,link,2019-04-29
+ [Reproducible Environments (R Views)](https://rviews.rstudio.com/2019/04/22/reproducible-environments/),105,FALSE,NA,###  Highlight,link,2019-04-29
+ [R in Production](https://speakerdeck.com/colinfay/r-in-production),69,FALSE,NA,###  Highlight,link,2019-04-29
+ [Shiny v1.3.2](https://blog.rstudio.com/2019/04/26/shiny-1-3-2/) - Visually debug your reactivity issues,106,FALSE,NA,###  Highlight,link,2019-04-29
"+ [Shiny Developer Series Episode 0: Launch!](https://shinydevseries.com/post/ep0) - In this episode, host Eric Nantz shares his journey with Shiny and plans for future content, along with a demo of the `shinyhelper` package to enhance in-app documentation with markdown.",271,FALSE,NA,###  Videos and Podcasts,link,2019-04-29
+ [Three things to know beyond base R](https://mikewk.com/post/2019-04-23-three-things-to-know-beyond-base-r/),110,FALSE,NA,### Insights,link,2019-04-29
![Three things to know beyond base R](https://raw.githubusercontent.com/rweekly/image/master/2019/download-counts.png),118,FALSE,NA,### Insights,image,2019-04-29
+ [Reproducible Environments (R Views)](https://rviews.rstudio.com/2019/04/22/reproducible-environments/),105,FALSE,NA,### Insights,link,2019-04-29
+ [77th TokyoR User Meetup Roundup!](https://ryo-n7.github.io/2019-04-24-tokyoR-77/),84,FALSE,NA,### Insights,link,2019-04-29
+ [How to handle CRAN checks with help from R-hub](https://blog.r-hub.io/2019/04/25/r-devel-linux-x86-64-debian-clang/),119,FALSE,NA,### Insights,link,2019-04-29
+ [DataCamp CEO steps down indefinitely in wake of 'inappropriate behavior'](https://www.computerworld.com/article/3390739/datacamp-ceo-steps-down-indefinitely-in-wake-of-inappropriate-behavior.html),199,FALSE,NA,### Insights,link,2019-04-29
+ [Where do immigrants live in Montréal and Québec City?](https://www.simoncoulombe.com/2019/04/montreal-melting-pot/),118,FALSE,NA,### R in the Real World,link,2019-04-29
"+ [Data-driven design in Curious City: In, Out, Above, Beyond Saint Paul](http://www.katiejolly.io/blog/2019-04-25/data-driven-design)",134,FALSE,NA,### R in the Real World,link,2019-04-29
+ [Identifying regional differences of Perinatal Mental Health indicators in the UK with R](https://towardsdatascience.com/identifying-regional-differences-in-perinatal-mental-health-indicators-in-the-uk-with-r-1e8a8f1e7fb0),224,FALSE,NA,### R in the Real World,link,2019-04-29
![Identifying regional differences of Perinatal Mental Health indicators in the UK with R](https://raw.githubusercontent.com/rweekly/image/master/2019/brit-map.png),164,FALSE,NA,### R in the Real World,image,2019-04-29
+ [Happy EasteR! Let's find some eggs...](https://modelplot.github.io/HappyEasteR.html),87,FALSE,NA,### R in the Real World,link,2019-04-29
+ [Visualizing your favourite song?](http://www.stencilled.me/post/2018-10-02-song-wave/),89,FALSE,NA,### R in the Real World,link,2019-04-29
