value,nchar,section_lookup,section_title,section,type,issue
---,3,FALSE,NA,NA,unid,2019-08-12
"title: R Weekly 2019-32 ggtext, arrow, Shiny Developer Series",61,FALSE,NA,NA,unid,2019-08-12
description: Weekly News in the R Community.,44,FALSE,NA,NA,unid,2019-08-12
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,NA,unid,2019-08-12
---,3,FALSE,NA,NA,unid,2019-08-12
+ [ggtext - Improved text rendering support for {ggplot2}](https://github.com/clauswilke/ggtext),96,FALSE,NA,###  Highlight,link,2019-08-12
+ [Reduce the size of model objects saved to disk](https://jcahoon.netlify.com/post/2019/08/08/model-butcher/),110,FALSE,NA,###  Highlight,link,2019-08-12
+ [The Shiny Developer Series](https://blog.rstudio.com/2019/08/05/the-shiny-developer-series/),95,FALSE,NA,###  Highlight,link,2019-08-12
+ [{arrow}: Apache Arrow R Package](http://arrow.apache.org/blog/2019/08/08/r-package-on-cran/),95,FALSE,NA,###  Highlight,link,2019-08-12
+ [Remember the change in the sample() function of R 3.6.0](https://f.briatte.org/r/change-in-sample-function-r-3-6-0),118,FALSE,NA,### Insights,link,2019-08-12
+ [Reduce the size of model objects saved to disk](https://jcahoon.netlify.com/post/2019/08/08/model-butcher/),110,FALSE,NA,### Insights,link,2019-08-12
+ [The Shiny Developer Series](https://blog.rstudio.com/2019/08/05/the-shiny-developer-series/),95,FALSE,NA,### R in the Real World,link,2019-08-12
"+ [Using parallelization, multiple git repositories and setting permissions when automating R applications with Jenkins](https://jozef.io/r919-jenkins-pipelines-parallel/)",171,FALSE,NA,### R in the Real World,link,2019-08-12
+ [In search of the perfect partial plot](https://sethdobson.netlify.com/2019/08/08/in-search-of-the-perfect-partial-plot/),123,FALSE,NA,### R in the Real World,link,2019-08-12
![In search of the perfect partial plot](https://sethdobson.netlify.com/post/2019-08-08-in-search-of-the-perfect-partial-plot_files/figure-html/unnamed-chunk-6-1.png),166,FALSE,NA,### R in the Real World,image,2019-08-12
+ [Creating Excel Workbooks with multiple sheets in R](https://finderding.com/creating-excel-workbooks-with-multiple-sheets-in-r/),130,FALSE,NA,### R in the Real World,link,2019-08-12
