value,nchar,section_lookup,section_title,section,type,issue
---,3,FALSE,NA,NA,unid,2019-01-07
"title: R Weekly 2019-01 pagedown, reticulate, gganimate",55,FALSE,NA,NA,unid,2019-01-07
description: Weekly News in the R Community.,44,FALSE,NA,NA,unid,2019-01-07
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,NA,unid,2019-01-07
---,3,FALSE,NA,NA,unid,2019-01-07
+ [pagedown](https://pagedown.rbind.io/) - Create Paged HTML Documents for Printing from R Markdown,99,FALSE,NA,###  Highlight,link,2019-01-07
+ [R or Python? Why not both? Using Anaconda Python within R with {reticulate}](https://www.brodrigues.co/blog/2018-12-30-reticulate/),134,FALSE,NA,###  Highlight,link,2019-01-07
+ [gganimate has transitioned to a state of release](https://www.data-imaginist.com/2019/gganimate-has-transitioned-to-a-state-of-release/),139,FALSE,NA,###  Highlight,link,2019-01-07
+ [Your and my 2019 R goals](https://masalmon.eu/2019/01/01/r-goals/),69,FALSE,NA,### Insights,link,2019-01-07
![Your and my 2019 R goals](https://raw.githubusercontent.com/rweekly/image/master/2019/01/lollipop-201901.png),111,FALSE,NA,### Insights,image,2019-01-07
+ [Entering and Exiting 2018](https://www.data-imaginist.com/2019/entering-and-exiting-2018/),93,FALSE,NA,### Insights,link,2019-01-07
+ [2018 through {cranlogs}](https://colinfay.me/12-months-cranlogs/),68,FALSE,NA,### Insights,link,2019-01-07
![2018 through {cranlogs}](https://raw.githubusercontent.com/rweekly/image/master/2019/01/ccranlogs2018.png),108,FALSE,NA,### Insights,image,2019-01-07
+ [Here's why 2019 is a great year to start with R](https://jozefhajnala.gitlab.io/r/r908-10-year-old-code/) - A story of 10 year old R code then and now,153,FALSE,NA,### Insights,link,2019-01-07
+ [R or Python? Why not both? Using Anaconda Python within R with {reticulate}](https://www.brodrigues.co/blog/2018-12-30-reticulate/),134,FALSE,NA,### Insights,link,2019-01-07
+ [Exploring 2018 R-bloggers & R Weekly Posts with Feedly & the 'seymour' package](https://rud.is/b/2018/12/31/exploring-2018-r-bloggers-r-weekly-posts-with-feedly-the-seymour-package/),185,FALSE,NA,### R in the Real World,link,2019-01-07
+ [Animating shot distances in NBA games.](https://luisdva.github.io/rstats/bball-shots/),89,FALSE,NA,### R in the Real World,link,2019-01-07
![Animating shot distances in NBA games.](https://raw.githubusercontent.com/rweekly/image/master/2019/01/bballjh.gif),117,FALSE,NA,### R in the Real World,image,2019-01-07
+ [Survey Raking: An Illustration](https://datawookie.netlify.com/blog/2018/12/survey-raking-an-illustration/),110,FALSE,NA,### R in the Real World,link,2019-01-07
+ [Are men and women tweeted equal? a corpus linguistic approach in R](https://peerchristensen.netlify.com/post/what-twitter-says-about-men-and-women-a-corpus-linguistic-approach-in-r/),185,FALSE,NA,### R in the Real World,link,2019-01-07
+ [Purr yourself into a math genius](http://staff.math.su.se/hoehle/blog/2019/01/04/mathgenius.html),100,FALSE,NA,### R in the Real World,link,2019-01-07
