value,nchar,section_lookup,section_title,section,type,issue
---,3,FALSE,NA,NA,unid,2018-10-15
"title: R Weekly 2018-42 RStudio, ORCID",38,FALSE,NA,NA,unid,2018-10-15
description: Weekly News in the R Community.,44,FALSE,NA,NA,unid,2018-10-15
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,NA,unid,2018-10-15
---,3,FALSE,NA,NA,unid,2018-10-15
+ [RStudio 1.2 Preview](https://blog.rstudio.com/2018/10/11/rstudio-1-2-preview-cpp/) - [C/C++ and Rcpp](https://blog.rstudio.com/2018/10/11/rstudio-1-2-preview-cpp/) and [Reticulated Python](https://blog.rstudio.com/2018/10/09/rstudio-1-2-preview-reticulated-python/),268,FALSE,NA,###  Highlight,link,2018-10-15
+ [Distinguish yourself in CRAN person() with ORCID](https://ropensci.org/technotes/2018/10/08/orcid/),102,FALSE,NA,###  Highlight,link,2018-10-15
+ [What's new with R Consortium funded projects in Q3 2018](https://www.r-consortium.org/blog/2018/10/09/whats-new-with-r-consortium-funded-projects-in-q3-2018),160,FALSE,NA,###  Highlight,link,2018-10-15
+ [Distinguish yourself in CRAN person() with ORCID](https://ropensci.org/technotes/2018/10/08/orcid/),102,FALSE,NA,### Insights,link,2018-10-15
+ [How R gets built on Windows](http://blog.revolutionanalytics.com/2018/10/how-r-gets-built-on-windows.html),109,FALSE,NA,### Insights,link,2018-10-15
+ [RStudio 1.2 Preview: C/C++ and Rcpp](https://blog.rstudio.com/2018/10/11/rstudio-1-2-preview-cpp/),101,FALSE,NA,### Insights,link,2018-10-15
+ [RStudio 1.2 Preview: Reticulated Python](https://blog.rstudio.com/2018/10/09/rstudio-1-2-preview-reticulated-python/),120,FALSE,NA,### Insights,link,2018-10-15
![RStudio 1.2 Preview: Reticulated Python](https://raw.githubusercontent.com/rweekly/image/master/2018/code_completion.png),123,FALSE,NA,### Insights,image,2018-10-15
+ [faster](https://medium.com/graalvm/faster-r-with-fastr-4b8db0e0dceb) - Faster R with FastR,93,FALSE,NA,### Insights,link,2018-10-15
![faster](https://raw.githubusercontent.com/rweekly/image/master/2018/fastr.png),80,FALSE,NA,### Insights,image,2018-10-15
"+ [The ""Gold Standard"" of Data Science Project Management](https://towardsdatascience.com/the-gold-standard-of-data-science-project-management-13d68c9e85d6)",156,FALSE,NA,### Insights,link,2018-10-15
+ [Guest Post: Galin Jones on criteria for promotion and tenture in (bio)statistics departments](https://simplystatistics.org/2018/10/11/guest-post-galin-jones-on-criteria-for-promotion-and-tenture-in-bio-statistics-departments/),229,FALSE,NA,### Insights,link,2018-10-15
+ [R Consortium grant applications due October 31](http://blog.revolutionanalytics.com/2018/10/r-consortium-grant-applications-due-october-31.html),147,FALSE,NA,###  R in Organizations,link,2018-10-15
