value,nchar,section_lookup,section_title,section,type,issue
---,3,FALSE,NA,NA,unid,2019-11-04
"title: R Weekly 2019-44 Mocking, skimr, shinymeta",49,FALSE,NA,NA,unid,2019-11-04
description: Weekly News in the R Community.,44,FALSE,NA,NA,unid,2019-11-04
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,NA,unid,2019-11-04
---,3,FALSE,NA,NA,unid,2019-11-04
+ [Mocking is catching](https://blog.r-hub.io/2019/10/29/mocking/),66,FALSE,NA,###  Highlight,link,2019-11-04
+ [(Re)introducing skimr v2 - A year in the life of an open source R project](https://ropensci.org/blog/2019/10/29/skimrv2/),124,FALSE,NA,###  Highlight,link,2019-11-04
+ [shinymeta — a revolution for reproducibility](https://mail-wolf.de/?p=4407),78,FALSE,NA,###  Highlight,link,2019-11-04
+ [R as a First Programming Language](https://seankross.com/2019/10/27/R-as-a-First-Programming-Language.html),110,FALSE,NA,### Insights,link,2019-11-04
+ [Mocking is catching](https://blog.r-hub.io/2019/10/29/mocking/),66,FALSE,NA,### Insights,link,2019-11-04
+ [Reducing frictions in writing with R Markdown for html and pdf](https://blog.earo.me/2019/10/26/reduce-frictions-rmd/),121,FALSE,NA,### Insights,link,2019-11-04
+ [Are We in Kansas Anymore? Judging the State of Hollywood Film with Data from Wikipedia](https://datadiarist.github.io/post/are-we-in-kansas-anymore/),152,FALSE,NA,### Insights,link,2019-11-04
+ [Spelunking macOS 'ScreenTime' App Usage with R](https://rud.is/b/2019/10/28/spelunking-macos-screentime-app-usage-with-r/),125,FALSE,NA,### R in the Real World,link,2019-11-04
![Spelunking macOS 'ScreenTime' App Usage with R](https://i0.wp.com/rud.is/b/wp-content/uploads/2019/10/when-used.png?w=1560&ssl=1),131,FALSE,NA,### R in the Real World,image,2019-11-04
+ [Rugby World Cup Standings](https://david.frigge.nz/posts/2019-10-rugby-world-cup/),85,FALSE,NA,### R in the Real World,link,2019-11-04
+ [Calculating (Twitter) Vocabulary Breadth of U.S. Presidential Candidates Using TTR](https://gilliganondata.github.io/twitter-ttr/twitter-ttr-refined.nb.html),160,FALSE,NA,### R in the Real World,link,2019-11-04
+ [United we Stand?](https://citizendatascientist.github.io/posts/2019-08-04-united-we-stand/),94,FALSE,NA,### R in the Real World,link,2019-11-04
+ [Race for  a family](https://www.simoncoulombe.com/2019/10/race-for-a-family/),80,FALSE,NA,### R in the Real World,link,2019-11-04
![Race for  a family](https://raw.githubusercontent.com/rweekly/image/master/2019/rate-in-que.gif),98,FALSE,NA,### R in the Real World,image,2019-11-04
+ [Guilford Registered Voters: An R Sampler](https://www.johngoldin.com/post/geotagging_voters/),96,FALSE,NA,### R in the Real World,link,2019-11-04
+ [12 Months of restaurants](https://jechave.com/post/12-months-of-restaurants/),80,FALSE,NA,### R in the Real World,link,2019-11-04
+ [dogs of new york](https://kieranhealy.org/blog/archives/2019/10/28/dogs-of-new-york/),88,FALSE,NA,### R in the Real World,link,2019-11-04
![dogs of new york](https://raw.githubusercontent.com/rweekly/image/master/2019/dog-new.png),92,FALSE,NA,### R in the Real World,image,2019-11-04
+ [81st TokyoR Meetup Roundup: A Special Session in {Shiny}!](http://Ryo-N7.github.io/2019-10-30-tokyoR-81-roundup/),116,FALSE,NA,###  R in Organizations,link,2019-11-04
+ [Working with New Haven Area Census Data Using R](https://www.johngoldin.com/post/new-haven-census-and-r/),108,FALSE,NA,###  R in Organizations,link,2019-11-04
