value,nchar,section_lookup,section_title,section,type,issue
---,3,FALSE,NA,NA,unid,2019-06-03
"title: R Weekly 2019-22 CRAN policies, Package maintenance, GAMs in R",69,FALSE,NA,NA,unid,2019-06-03
description: Weekly News in the the R Community,47,FALSE,NA,NA,unid,2019-06-03
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,NA,unid,2019-06-03
---,3,FALSE,NA,NA,unid,2019-06-03
"This week's release was curated by [Ryo Nakagawara](https://twitter.com/R_by_Ryo), with help from the RWeekly team members and contributors.",140,FALSE,NA,NA,unid,2019-06-03
+ [How to keep up with CRAN policies and processes?](https://blog.r-hub.io/2019/05/29/keep-up-with-cran/),105,FALSE,NA,###  Highlight,link,2019-06-03
+ [Being a package maintainer or: The social contract](https://www.ottlngr.de/post/being-a-package-maintainer/),111,FALSE,NA,###  Highlight,link,2019-06-03
"+ [Generalized Additive Models in R: A Free, Interactive Course using **mgcv**](https://noamross.github.io/gams-in-r-course/)",125,FALSE,NA,###  Highlight,link,2019-06-03
+ [Being a package maintainer or: The social contract](https://www.ottlngr.de/post/being-a-package-maintainer/),111,FALSE,NA,### Insights,link,2019-06-03
"+ [Run R startup files once per hour, day, week, ...](https://www.jottr.org/2019/05/26/startup-sometimes/)",106,FALSE,NA,### Insights,link,2019-06-03
+ [How to keep up with CRAN policies and processes?](https://blog.r-hub.io/2019/05/29/keep-up-with-cran/),105,FALSE,NA,### Insights,link,2019-06-03
+ [78th TokyoR Meetup Roundup!](https://ryo-n7.github.io/2019-05-31-tokyoR-78-roundup/),87,FALSE,NA,### Insights,link,2019-06-03
+ [Three reasons why I use data.table](https://www.meganstodel.com/posts/data-table/),85,FALSE,NA,### Insights,link,2019-06-03
+ [Type stable estimation](https://www.alexpghayes.com/blog/type-stable-estimation/),84,FALSE,NA,### Insights,link,2019-06-03
+ [Top 40 new CRAN packages (April 2019)](https://rviews.rstudio.com/2019/05/30/april-2019-top-40-new-cran-packages/),117,FALSE,NA,### Insights,link,2019-06-03
"+ [What pieces do chess grandmasters move, and when?](https://statmodeling.stat.columbia.edu/2019/05/28/pieces-chess-grandmasters-move/)",136,FALSE,NA,### R in the Real World,link,2019-06-03
+ [Why did the golden age of The Simpsons end? redux - celebrity cameos](http://www.nathancunn.com/2019-05-30-simpsons-cameos/),127,FALSE,NA,### R in the Real World,link,2019-06-03
![](https://cdn.jsdelivr.net/gh/rweekly/image/2019-22/simpsons.png),67,FALSE,NA,### R in the Real World,image,2019-06-03
"+ [Star Wars Fandom Survey, Part 2: The Three Major Types of Star Wars Fans](https://www.markhw.com/blog/sw-survey-pt2)",119,FALSE,NA,### R in the Real World,link,2019-06-03
![](https://cdn.jsdelivr.net/gh/rweekly/image/2019-22/starwars-survey.png),74,FALSE,NA,### R in the Real World,image,2019-06-03
+ [Hierarchical generalized additive models in ecology: an introduction with **mgcv**](https://peerj.com/articles/6876/),120,FALSE,NA,###  R in Academia,link,2019-06-03
"+ [Generalized Additive Models in R: A Free, Interactive Course using **mgcv**](https://noamross.github.io/gams-in-r-course/)",125,FALSE,NA,###  Resources,link,2019-06-03
+ [Data Rectangling Resource Roundup](https://luisdva.github.io/rectangling/),77,FALSE,NA,###  Resources,link,2019-06-03
+ [Making interactive leaflet maps with R (Slides)](https://pakillo.github.io/r-leaflet-maps/r-leaflet-maps-slides.html#1),122,FALSE,NA,###  Resources,link,2019-06-03
+ [Getting Started with Git and GitHub for R Users](https://github.com/saghirb/Getting-Started-with-Git-and-GitHub-for-R-Users),127,FALSE,NA,###  Resources,link,2019-06-03
"<p class=""added-hostname""><a href=""https://rweekly.org/live"" target=""_blank"" class=""externalLink"">📦 <i>Go Live for More New Pkgs</i> 📦</a></p>",142,FALSE,NA,###  New Packages,unid,2019-06-03
**CRAN**,8,FALSE,NA,###  New Packages,unid,2019-06-03
+ [trendyy: A package for querying Google Trends](http://josiahparry.com/post/2019-05-25-introducing-trendyy/),110,FALSE,NA,###  New Packages,link,2019-06-03
![](https://cdn.jsdelivr.net/gh/rweekly/image/2019-22/google-trend-pkg.png),75,FALSE,NA,###  New Packages,image,2019-06-03
"+ [see: Visualisation Toolbox for 'easystats' and Extra Geoms, Themes and Color Palettes for 'ggplot2'](https://cran.r-project.org/web/packages/see/index.html)",159,FALSE,NA,###  New Packages,link,2019-06-03
"+ [datos: Provides a Spanish translated version of datasets such as 'airlines', 'airports', 'babynames', 'Batting', 'diamonds', 'faithful', 'flights', 'gapminder', etc.](https://cran.r-project.org/web/packages/datos/index.html)",227,FALSE,NA,###  New Packages,link,2019-06-03
