value,nchar,section_lookup,section_title,section,type,issue
---,3,FALSE,NA,NA,unid,2019-07-01
"title: R Weekly 2019-26 rlang, parser",37,FALSE,NA,NA,unid,2019-07-01
description: Weekly News in the R Community.,44,FALSE,NA,NA,unid,2019-07-01
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,NA,unid,2019-07-01
---,3,FALSE,NA,NA,unid,2019-07-01
"+ [rlang 0.4.0](https://www.tidyverse.org/articles/2019/06/rlang-0-4-0/) - curly-curly, a new operator to make it easier to create #rstats functions around #tidyverse pipelines.",177,FALSE,NA,###  Highlight,link,2019-07-01
+ [Using AWK and R to parse 25tb](https://livefreeordichotomize.com/2019/06/04/using_awk_and_r_to_parse_25tb/),110,FALSE,NA,###  Highlight,link,2019-07-01
+ [Create Easy to Follow Technical Tutorials](https://www.littlemissdata.com/blog/technical-tutorials),102,FALSE,NA,### Insights,link,2019-07-01
"+ [Stata 16, as seen from R](https://f.briatte.org/r/stata-16-as-seen-from-r)",77,FALSE,NA,### Insights,link,2019-07-01
+ [data.table is Much Better Than You Have Been Told](http://www.win-vector.com/blog/2019/06/data-table-is-much-better-than-you-have-been-told/),144,FALSE,NA,### Insights,link,2019-07-01
"+ [The Psychology of Flame Wars, re: dplyr vs. data.table debate](https://edwinth.github.io/blog/flamewars/)",108,FALSE,NA,### Insights,link,2019-07-01
+ [Text Parsing and Text Analysis of a Periodic Report (with R)](https://tonyelhabr.rbind.io/post/text-parsing-analysis-periodic-report/),137,FALSE,NA,### R in the Real World,link,2019-07-01
![Text Parsing and Text Analysis of a Periodic Report (with R)](https://raw.githubusercontent.com/rweekly/image/master/2019/viz_sents_section_sim.png),150,FALSE,NA,### R in the Real World,image,2019-07-01
+ [Using AWK and R to parse 25tb](https://livefreeordichotomize.com/2019/06/04/using_awk_and_r_to_parse_25tb/),110,FALSE,NA,### R in the Real World,link,2019-07-01
+ [The Nelson Siegel Model and P2P Bonds: Financial Models using R](http://dm13450.github.io/2019/06/19/NelsonSeigelRateSetter.html),132,FALSE,NA,### R in the Real World,link,2019-07-01
+ [Causation doesn’t imply Correlation either](http://blog.ephorie.de/causation-doesnt-imply-correlation-either),112,FALSE,NA,### R in the Real World,link,2019-07-01
+ [Look who's tweeting: 2020 Presidential Candidates](https://austinwehrwein.com/data-visualization/2020candidates/),116,FALSE,NA,### R in the Real World,link,2019-07-01
+ [On TIOBE Index](https://yihui.name/en/2019/06/tiobe-index/),62,FALSE,NA,### R in the Real World,link,2019-07-01
+ [Introduction to R Markdown (slides and workshop materials)](https://github.com/saghirb/Rmarkdown-Intro-Workshop),115,FALSE,NA,###  Resources,link,2019-07-01
+ [Another Book on Data Science](https://www.anotherbookondatascience.com/),75,FALSE,NA,###  Resources,link,2019-07-01
"+ [AI, Machine Learning and Data Science Roundup: June 2019](https://blog.revolutionanalytics.com/2019/06/airoundup-june-2019.html)",131,FALSE,NA,###  Resources,link,2019-07-01
"<p class=""added-hostname""><a href=""https://rweekly.org/live"" target=""_blank"" class=""externalLink"">📦 <i>Go Live for More New Pkgs</i> 📦</a></p>",142,FALSE,NA,###  New Packages,unid,2019-07-01
**CRAN**,8,FALSE,NA,###  New Packages,unid,2019-07-01
"+ [May 2019: ""Top 40"" New CRAN Packages](https://rviews.rstudio.com/2019/06/25/may-2019-top-40-new-cran-packages/)",114,FALSE,NA,###  New Packages,link,2019-07-01
"![May 2019: ""Top 40"" New CRAN Packages](https://raw.githubusercontent.com/rweekly/image/master/2019/radarBoxplot.png)",117,FALSE,NA,###  New Packages,image,2019-07-01
**GitHub or Bitbucket**,23,FALSE,NA,###  New Packages,unid,2019-07-01
+ [pbjob](https://github.com/noamross/pbjob/) - Run R Scripts and Jobs with Pushbullet Alerts,93,FALSE,NA,###  New Packages,link,2019-07-01
+ [poissoned](https://coolbutuseless.github.io/2019/06/25/poissoned-a-package-for-poisson-disc-sampling/) -  a package for poisson disc sampling,144,FALSE,NA,###  New Packages,link,2019-07-01
"+ [rlang 0.4.0](https://www.tidyverse.org/articles/2019/06/rlang-0-4-0/) - curly-curly, a new operator to make it easier to create #rstats functions around #tidyverse pipelines.",177,FALSE,NA,### Updated Packages,link,2019-07-01
+ [RcppArrayFire v0.1.0](https://stubner.me/post/2019/rcpparrayfire-v0-1-0-sparse-matrices-and-support-for-macos/) - Support for sparse matrices and Mac OS,155,FALSE,NA,### Updated Packages,link,2019-07-01
+ [MODIStsp 1.3.9](https://lbusett.netlify.com/post/modistsp-v-1-3-9-is-out/) - A Tool for Automating Download and Preprocessing of MODIS Land Products Data,156,FALSE,NA,### Updated Packages,link,2019-07-01
+ [RStudio Connect 1.7.6](https://blog.rstudio.com/2019/06/24/rstudio-connect-1-7-6/) -  Publish Git-backed Content,115,FALSE,NA,### Updated Packages,link,2019-07-01
+ [binb 0.0.4](http://dirk.eddelbuettel.com/blog/2019/06/23#binb_0.0.4) - Several nice improvements,99,FALSE,NA,### Updated Packages,link,2019-07-01
+ [RcppTOML 0.1.6](http://dirk.eddelbuettel.com/blog/2019/06/25#rcpptoml_0.1.6) - Tinytest support and more robustification,123,FALSE,NA,### Updated Packages,link,2019-07-01
+ [Information Theory Provides a Consistent Framework for the Analysis of Spatial Patterns](https://nowosad.github.io/post/ent-bp1/),132,FALSE,NA,###  Tutorials,link,2019-07-01
