value,nchar,section_lookup,section_title,section,type,issue
---,3,FALSE,NA,NA,unid,2018-11-05
"title: R Weekly 2018-45 Version, Communicating, Certification",61,FALSE,NA,NA,unid,2018-11-05
description: Weekly News in the R Community.,44,FALSE,NA,NA,unid,2018-11-05
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,NA,unid,2018-11-05
---,3,FALSE,NA,NA,unid,2018-11-05
+ [What R version do you really need for a package?](https://www.jumpingrivers.com/blog/what-r-version-do-you-really-need-for-a-package/),137,FALSE,NA,###  Highlight,link,2018-11-05
+ [Communicating results with R Markdown](https://rviews.rstudio.com/2018/11/01/r-markdown-a-better-approach/),110,FALSE,NA,###  Highlight,link,2018-11-05
+ [RConsortium — Building an R Certification](https://rtask.thinkr.fr/blog/rconsortium-building-an-r-certification/),116,FALSE,NA,###  Highlight,link,2018-11-05
+ [RStudio IDE Custom Theme Support](https://blog.rstudio.com/2018/10/29/rstudio-ide-custom-theme-support/),107,FALSE,NA,### Insights,link,2018-11-05
![RStudio IDE Custom Theme Support](https://raw.githubusercontent.com/rweekly/image/master/2018/2018-10-29-candy-brights.png),125,FALSE,NA,### Insights,image,2018-11-05
+ [Thoughts on the NHS-R conference](https://www.johnmackintosh.com/2018-10-31-thoughts-on-the-nhs-r-conference/),113,FALSE,NA,### Insights,link,2018-11-05
+ [What R version do you really need for a package?](https://www.jumpingrivers.com/blog/what-r-version-do-you-really-need-for-a-package/),137,FALSE,NA,### Insights,link,2018-11-05
+ [The role of academia in data science education](https://simplystatistics.org/2018/11/01/the-role-of-academia-in-data-science-education/),139,FALSE,NA,### Insights,link,2018-11-05
+ [The Data Person as Project Manager](https://jenthompson.me/2018/10/31/data-person-as-pm/),92,FALSE,NA,### Insights,link,2018-11-05
+ [An Introduction to Hierarchical Modeling](http://mfviz.com/hierarchical-models/),83,FALSE,NA,### Insights,link,2018-11-05
+ [Election Hacking: Exploring 10 Million Tweets from the Russian Internet Research Agency Dataset](https://ellocke.github.io/post/election-hacking-exploring-2-million-tweets-from-the-russian-internet-research-agency-dataset-pt-1/),231,FALSE,NA,### R in the Real World,link,2018-11-05
![Election Hacking: Exploring 10 Million Tweets from the Russian Internet Research Agency Dataset](https://raw.githubusercontent.com/rweekly/image/master/2018/IRA_Tweets_Dates.png),180,FALSE,NA,### R in the Real World,image,2018-11-05
+ [RConsortium — Building an R Certification](https://rtask.thinkr.fr/blog/rconsortium-building-an-r-certification/),116,FALSE,NA,### R in the Real World,link,2018-11-05
+ [Celebrate Halloween with Creepy Computer Games in R](https://lucidmanager.org/creepy-computer-games-in-r/),109,FALSE,NA,### R in the Real World,link,2018-11-05
+ [In Support of Open Seeding in the NBA](https://www.markhw.com/blog/open-seeding-pt2),87,FALSE,NA,### R in the Real World,link,2018-11-05
+ [Fringe FM conversation on AI Ethics](https://blog.revolutionanalytics.com/2018/10/fringe-fm-podcast.html),108,FALSE,NA,### R in the Real World,link,2018-11-05
"+ [Neural networks, the Lee-Carter Model and Large Scale Mortality  Forecasting](http://ronaldrichman.co.za/2018/10/28/neural-networks-the-lee-carter-model-and-large-scale-mortality-forecasting/)",195,FALSE,NA,### R in the Real World,link,2018-11-05
+ [R-users & Community: give us your feedback on a R Certification to teach & verify skilled R Professionals](https://www.r-consortium.org/announcement/2018/11/02/r-users-community-give-us-your-feedback-on-a-r-certification-to-teach-verify-skilled-r-professionals),264,FALSE,NA,###  R in Organizations,link,2018-11-05
+ [Sharing the Recipe for rOpenSci's Unconf Ice Breaker](https://ropensci.org/blog/2018/11/01/icebreaker/),106,FALSE,NA,###  R in Organizations,link,2018-11-05
"<p class=""added-hostname""><a href=""https://rweekly.org/live"" target=""_blank"" class=""externalLink"">📦 <i>Go Live for More New Pkgs</i> 📦</a></p>",142,FALSE,NA,###  New Packages,unid,2018-11-05
**CRAN**,8,FALSE,NA,###  New Packages,unid,2018-11-05
+ [crfsuite for natural language processing](http://bnosac.be/index.php/blog/83-crfsuite-for-natural-language-processing),121,FALSE,NA,###  New Packages,link,2018-11-05
