value,nchar,section_lookup,section_title,section,type,issue
---,3,FALSE,NA,NA,unid,2017-11-13
"title: R Weekly 2017-46 Purrr Map, rstudio::conf",48,FALSE,NA,NA,unid,2017-11-13
description: Weekly News in the R Community.,44,FALSE,NA,NA,unid,2017-11-13
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,NA,unid,2017-11-13
---,3,FALSE,NA,NA,unid,2017-11-13
+ [Why use purrr::map instead of lapply?](https://stackoverflow.com/questions/45101045/why-use-purrrmap-instead-of-lapply),122,FALSE,NA,###  Highlight,link,2017-11-13
+ [rstudio::conf(2018) program now available!](https://blog.rstudio.com/2017/11/06/rstudio-conf-2018-program/),110,FALSE,NA,###  Highlight,link,2017-11-13
+ [Why use purrr::map instead of lapply?](https://stackoverflow.com/questions/45101045/why-use-purrrmap-instead-of-lapply),122,FALSE,NA,### Insights,link,2017-11-13
+ [.rprofile: Mara Averick](https://ropensci.org/blog/2017/11/10/rprofile-mara-averick/),88,FALSE,NA,### Insights,link,2017-11-13
+ [Recap: EARL Boston 2017](http://blog.revolutionanalytics.com/2017/11/recap-earl-boston-2017.html),100,FALSE,NA,###  R in Organizations,link,2017-11-13
+ [rstudio::conf(2018) program now available!](https://blog.rstudio.com/2017/11/06/rstudio-conf-2018-program/),110,FALSE,NA,###  R in Organizations,link,2017-11-13
+ [R / Finance 2018 Call for Papers](http://dirk.eddelbuettel.com/blog/2017/11/08#r_finance_2018_cfp),101,FALSE,NA,###  R in Organizations,link,2017-11-13
+ [simpsons](http://www.nathancunn.com/2017-10-26-simpsons-decline/),68,FALSE,NA,###  R in the Real World,link,2017-11-13
![simpsons](https://raw.githubusercontent.com/rweekly/image/master/2017-03/original_ratings.png),96,FALSE,NA,###  R in the Real World,image,2017-11-13
+ [My Linear(ish) Optimization Fantasy (Football)](https://ewenme.rbind.io/blog/2017-11-06-linear_programming_fantasy/),119,FALSE,NA,###  R in the Real World,link,2017-11-13
+ [How I installed R on Heroku](https://medium.com/@DaveQuartey/how-i-installed-r-on-heroku-ff8286233d2c),105,FALSE,NA,###  R in the Real World,link,2017-11-13
+ [From scratch implementation of a one hidden-layer neural network.](http://tamaszilagyi.com/blog/an-animated-neural-net-implementation/),138,FALSE,NA,###  R in the Real World,link,2017-11-13
![From scratch implementation of a one hidden-layer neural network.](https://raw.githubusercontent.com/mtoto/mtoto.github.io/master/data/2017-11-08-net/test_bounds.gif),168,FALSE,NA,###  R in the Real World,image,2017-11-13
"+ [Linear programming in R, with fantasy football as the muse.](https://ewenme.rbind.io/blog/2017-11-06-linear_programming_fantasy/)",132,FALSE,NA,###  R in the Real World,link,2017-11-13
"+ [Using Bi-Modal Deep Learning with Rstudio keras, to predict prices of wristwatches on ebay, from an image and a title. ](http://giorasimchoni.com/2017/10/30/2017-10-30-how-much-for-the-watch/)",195,FALSE,NA,###  R in the Real World,link,2017-11-13
+ [Visualizing Trees Partition + Tree JavaScript in R](http://www.jsinr.me/2017/10/28/visualizing-trees--partition---tree/),123,FALSE,NA,###  R in the Real World,link,2017-11-13
"+ [Machine Learning Explained: Kmeans. Discover how to implement from scratch, interpret and understand kmeans in R.](http://enhancedatascience.com/2017/10/24/machine-learning-explained-kmeans/)",194,FALSE,NA,###  R in the Real World,link,2017-11-13
"<p class=""added-hostname""><a href=""https://rweekly.org/live"" target=""_blank"" class=""externalLink"">📦 <i>Go Live for More New Pkgs</i> 📦</a></p>",142,FALSE,NA,###  New Packages,unid,2017-11-13
+ [hexmapr](https://github.com/sassalley/hexmapr) - Algorithmic generation of gridded maps.  Assigning polygons to gridded regions automatically.,145,FALSE,NA,###  New Packages,link,2017-11-13
![hexmapr](https://raw.githubusercontent.com/rweekly/image/f15c3d099a33fe752d66f95dc211a68a4ebe0d7d/2017-03/map-grid.png),121,FALSE,NA,###  New Packages,image,2017-11-13
"+ [egg](https://cran.rstudio.com/web/packages/egg/) - Extensions for 'ggplot2', to Align Plots, and Set Panel Sizes",115,FALSE,NA,###  New Packages,link,2017-11-13
+ [ggpipe](https://github.com/zeehio/ggpipe) - ggplot with the pipe,67,FALSE,NA,###  New Packages,link,2017-11-13
+ [ggeasy](https://github.com/jonocarroll/ggeasy) - ggplot2 shortcuts (transformations made easy),97,FALSE,NA,###  New Packages,link,2017-11-13
+ [shinymaterial](https://github.com/ericrayanderson/shinymaterial) - Implements Material Design in Shiny Applications,118,FALSE,NA,###  New Packages,link,2017-11-13
+ [RcppQuantuccia 0.0.2](http://dirk.eddelbuettel.com/blog/2017/11/06#rcppquantuccia_0.0.2),91,FALSE,NA,### Package Releases,link,2017-11-13
+ [RQuantLib 0.4.4: Several smaller updates](http://dirk.eddelbuettel.com/blog/2017/11/08#rquantlib_0.4.4),106,FALSE,NA,### Package Releases,link,2017-11-13
+ [shinymagick](https://github.com/jeroen/shinymagick) - Simple Demo of using Magick with Shiny,95,FALSE,NA,###  Tutorials,link,2017-11-13
"+ [You beautiful, naïve, sophisticated newborn series](http://www.masalmon.eu/2017/11/05/newborn-serie/)",104,FALSE,NA,###  Tutorials,link,2017-11-13
"![You beautiful, naïve, sophisticated newborn series](https://raw.githubusercontent.com/rweekly/image/master/2017-03/text-map.png)",130,FALSE,NA,###  Tutorials,image,2017-11-13
+ [What it's like to be a developer at Stitch Fix](http://multithreaded.stitchfix.com/blog/2017/11/06/what-its-like-to-be-a-developer-at-stitch-fix/),149,FALSE,NA,###  Tutorials,link,2017-11-13
+ [A history-oriented introduction to R for Excel users](http://blog.revolutionanalytics.com/2017/11/r-excel-history.html),122,FALSE,NA,###  Tutorials,link,2017-11-13
+ [Setting fire to deployment: Heroku](https://www.data-imaginist.com/2017/setting-fire-to-deployment/),103,FALSE,NA,###  Tutorials,link,2017-11-13
+ [Using Magick with RMarkdown and Shiny](https://ropensci.org/technotes/2017/11/07/magick-knitr/),98,FALSE,NA,###  Tutorials,link,2017-11-13
