value,nchar,section_lookup,section_title,section,type,issue
---,3,FALSE,NA,NA,unid,2019-08-05
"title: R Weekly 2019-31 recover(), Facebook political ads, TokyoR",65,FALSE,NA,NA,unid,2019-08-05
description: Weekly News in the R Community.,44,FALSE,NA,NA,unid,2019-08-05
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,NA,unid,2019-08-05
---,3,FALSE,NA,NA,unid,2019-08-05
"This week's release was curated by [Ryo Nakagawara](https://twitter.com/R_by_Ryo), with help from the RWeekly team members and contributors.",140,FALSE,NA,NA,unid,2019-08-05
Release Date: 2019-08-05,24,FALSE,NA,NA,unid,2019-08-05
+ [stop() - breathe - recover(): Debugging Techniques in R!](https://www.youtube.com/watch?v=M5n_2jmdJ_8),105,FALSE,NA,### Highlight,link,2019-08-05
+ [The Use of Political Ads on Facebook in the Run-up to the European Parliament Elections 2019 in Austria](http://rpubs.com/zoowalk/FB_EP2019/),144,FALSE,NA,### Highlight,link,2019-08-05
"+ [80th TokyoR Meetup Roundup: Econometrics vs. ML, Python with R, & Translating tidyverse.org into Japanese!](https://ryo-n7.github.io/2019-08-02-tokyoR-80-roundup/)",166,FALSE,NA,### Highlight,link,2019-08-05
+ [Rmd first: When development starts with documentation](https://rtask.thinkr.fr/when-development-starts-with-documentation/),126,FALSE,NA,### Insights,link,2019-08-05
+ [dependency parsing with {udpipe}](http://bnosac.be/index.php/blog/93-dependency-parsing-with-udpipe/),104,FALSE,NA,### Insights,link,2019-08-05
![dependency parsing with udpipe](https://raw.githubusercontent.com/rweekly/image/master/2019-08-05/udpipe1.png),112,FALSE,NA,### Insights,image,2019-08-05
"+ [80th TokyoR Meetup Roundup: Econometrics vs. ML, Python with R, & Translating tidyverse.org into Japanese!](https://ryo-n7.github.io/2019-08-02-tokyoR-80-roundup/)",166,FALSE,NA,### Insights,link,2019-08-05
+ [Rant about Dependencies: Reflection on #tinyverse vs #tidyverse and #rstats vs #python](https://www.ddrive.no/post/rant-about-dependencies/),143,FALSE,NA,### Insights,link,2019-08-05
+ [Data Chats: An Interview with Avision Ho](https://martinctc.github.io/blog/data-chats-an-interview-with-avision-ho/),119,FALSE,NA,### Insights,link,2019-08-05
+ [The Use of Political Ads on Facebook in the Run-up to the European Parliament Elections 2019 in Austria](http://rpubs.com/zoowalk/FB_EP2019/),144,FALSE,NA,### R in the Real World,link,2019-08-05
![fbaustria](https://raw.githubusercontent.com/rweekly/image/master/2019-08-05/FBaustria.png),93,FALSE,NA,### R in the Real World,image,2019-08-05
+ [Burden of roof: revisiting housing costs with {tidycensus}](https://austinwehrwein.com/data-visualization/housing/),118,FALSE,NA,### R in the Real World,link,2019-08-05
+ [Estimating important things with public data](http://www.datalorax.com/post/estimating-important-things-with-public-data/),125,FALSE,NA,### R in the Real World,link,2019-08-05
+ [All Road Lead to Rome](https://datawookie.netlify.com/blog/2019/07/all-roads-lead-to-rome/),94,FALSE,NA,### R in the Real World,link,2019-08-05
+ [Visualizing Locke and Mill: A {tidytext} analysis](https://sethdobson.netlify.com/2019/07/24/visualizing-locke-and-mill-a-tidytext-analysis/),144,FALSE,NA,### R in the Real World,link,2019-08-05
![lockemill](https://raw.githubusercontent.com/rweekly/image/master/2019-08-05/jsmill-locke.png),96,FALSE,NA,### R in the Real World,image,2019-08-05
+ [{mlr3} (Machine Learning in R) - Initial release](https://mlr-org.com/docs/mlr3-0-1-0/),90,FALSE,NA,###  R in Organizations,link,2019-08-05
"+ [Simulating pluralism: the language of democracy in hegemonic authoritarianism - Maerz, S. F. (2019)](https://www.tandfonline.com/doi/full/10.1080/2474736X.2019.1605834)",171,FALSE,NA,###  R in Academia,link,2019-08-05
"+ [{revtools}: An R package to support article screening for evidence synthesis - Westgate, M. J. (2019)](https://onlinelibrary.wiley.com/doi/abs/10.1002/jrsm.1374)",164,FALSE,NA,###  R in Academia,link,2019-08-05
+ [Shiny app: Teaching sampling from distributions with R](http://shiny.psy.gla.ac.uk/debruine/simulate/),105,FALSE,NA,###  Resources,link,2019-08-05
