value,nchar,section_lookup,section_title,section,type,issue
---,3,FALSE,NA,NA,unid,2018-2-26
"title: R Weekly 2018-9 Funding, Keras",37,FALSE,NA,NA,unid,2018-2-26
description: Weekly News in the R Community.,44,FALSE,NA,NA,unid,2018-2-26
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,NA,unid,2018-2-26
---,3,FALSE,NA,NA,unid,2018-2-26
+ [Announcing the second round of ISC Funded Projects for 2017](https://www.r-consortium.org/announcement/2018/02/22/announcing-second-round-isc-funded-projects-2017),166,FALSE,NA,###  Highlight,link,2018-2-26
+ [Deep Learning Image Classification with Keras and Shiny](http://jasdumas.github.io/2018-02-20-deep-learning-img-classifier/),127,FALSE,NA,###  Highlight,link,2018-2-26
"<p class=""added-hostname""><a href=""https://rweekly.org/live"" target=""_blank"" class=""externalLink"">📦 <i>Go Live for More New Pkgs</i> 📦</a></p>",142,FALSE,NA,###  New Packages,unid,2018-2-26
**CRAN**,8,FALSE,NA,###  New Packages,unid,2018-2-26
"+ [Jan 2018: ""Top 40"" New Package Picks](https://rviews.rstudio.com/2018/02/22/jan-2018-top-40-new-package-picks/)",114,FALSE,NA,###  New Packages,link,2018-2-26
**GitHub only**,15,FALSE,NA,###  New Packages,unid,2018-2-26
+ [An RStudio Addin to help debug pipe chains](https://github.com/daranzolin/ViewPipeSteps),91,FALSE,NA,###  New Packages,link,2018-2-26
"+ [DataFramed Ep. 10 Data Science, the Environment and MOOCs with Roger Peng](https://www.datacamp.com/community/podcast/data-science-environment-moocs)",152,FALSE,NA,###  Videos and Podcasts,link,2018-2-26
+ [An awesome curated list of blogs built using blogdown](https://github.com/sellorm/awesome-blogdown),102,FALSE,NA,###  Resources,link,2018-2-26
"+ [Course materials for the ITS course TRAN5115, Sustainable Spatial Planning and Analysis (SSPA) ](https://github.com/ITSLeeds/SSPA)",133,FALSE,NA,###  Resources,link,2018-2-26
"+ [ViewPipeSteps](https://github.com/daranzolin/ViewPipeSteps), Create tabs of View() output for each chained pipe",114,FALSE,NA,###  Resources,link,2018-2-26
+ [rOpenSci Vancouver Community Meetup: Transforming science through open data and software](https://ropensci.org/blog/2018/02/23/ropensci-in-yvr/),147,FALSE,NA,###  R in Organizations,link,2018-2-26
+ [Announcing the second round of ISC Funded Projects for 2017](https://www.r-consortium.org/announcement/2018/02/22/announcing-second-round-isc-funded-projects-2017),166,FALSE,NA,###  R in Organizations,link,2018-2-26
+ [Creating conversation heaRts for Valentine's Day](http://katiejolly.io/blog/2018-02-18/conversation-hearts),110,FALSE,NA,### R in the Real World,link,2018-2-26
+ [Simpsons Characters - A tidy text analysis](https://deanmarchiori.github.io/2018-02-21-simpsons/),100,FALSE,NA,### R in the Real World,link,2018-2-26
![Simpsons Characters - A tidy text analysis](https://raw.githubusercontent.com/rweekly/image/master/2018-8/simpson-1.png),122,FALSE,NA,### R in the Real World,image,2018-2-26
+ [Markdown based web analytics? Rectangle your blog](https://itsalocke.com/blog/markdown-based-web-analytics-rectangle-your-blog/),131,FALSE,NA,### R in the Real World,link,2018-2-26
+ [Imposter syndrome](https://ped.netlify.com/2018/02/20/imposter-syndrome/),76,FALSE,NA,### R in the Real World,link,2018-2-26
+ [Blog about something you just learned](https://edwinth.github.io/blog-new-things/),85,FALSE,NA,### Insights,link,2018-2-26
