value,nchar,section_lookup,section_title,section,type,issue
---,3,FALSE,NA,NA,unid,2020-04-13
"title: R Weekly 2020-15 {gt 0.2.0}, {dplyr 1.0.0}, {ggpacman 0.1.0}",67,FALSE,NA,NA,unid,2020-04-13
description: Weekly News in the R Community,43,FALSE,NA,NA,unid,2020-04-13
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,NA,unid,2020-04-13
---,3,FALSE,NA,NA,unid,2020-04-13
Release Date: 2020-04-13,24,FALSE,NA,NA,unid,2020-04-13
"This week’s release was curated by [Ryo Nakagawara](https://twitter.com/R_by_Ryo), with help from the RWeekly team members and contributors.",140,FALSE,NA,NA,unid,2020-04-13
"+ [{gt 0.2.0}: Easily generate information-rich, publication-quality tables from R](https://blog.rstudio.com/2020/04/08/great-looking-tables-gt-0-2/)",149,FALSE,NA,###  Highlight,link,2020-04-13
+ [{dplyr 1.0.0}: working within rows](https://www.tidyverse.org/blog/2020/04/dplyr-1-0-0-rowwise/),99,FALSE,NA,###  Highlight,link,2020-04-13
+ [{ggpacman 0.1.0}: A `ggplot2` and `gganimate` Version of Pac-Man](https://github.com/mcanouil/ggpacman),106,FALSE,NA,###  Highlight,link,2020-04-13
"+ [Dataviz and the 20th Anniversary of R, an Interview With Hadley Wickham](https://medium.com/nightingale/dataviz-and-the-20th-anniversary-of-r-an-interview-with-hadley-wickham-ea245078fc8a)",191,FALSE,NA,### Insights,link,2020-04-13
+ [Thomas Lumley InteRview](https://pacha.dev/blog/2020/04/09/thomas-lumley-interview/),87,FALSE,NA,### Insights,link,2020-04-13
+ [Retries in API packages and reinventing the wheel](https://blog.r-hub.io/2020/04/07/retry-wheel/),100,FALSE,NA,### Insights,link,2020-04-13
+ [{dplyr 1.0.0}: working within rows](https://www.tidyverse.org/blog/2020/04/dplyr-1-0-0-rowwise/),99,FALSE,NA,### Insights,link,2020-04-13
+ [10 Things We Learned in Creating the Blog Guide with bookdown](https://ropensci.org/blog/2020/04/07/bookdown-learnings/),123,FALSE,NA,### Insights,link,2020-04-13
+ [Repaying Tom Nook with {R6}](https://www.rostrum.blog/2020/04/04/repaying-tom-nook-with-r6/),95,FALSE,NA,### R in the Real World,link,2020-04-13
+ [Scraping GDPR Fines](https://blog.rmhogervorst.nl/blog/2020/04/08/scraping-gdpr-fines/),90,FALSE,NA,### R in the Real World,link,2020-04-13
+ [How far are cyclists willing to go to use a cycling path? Part 1 - Graphhopper](https://www.simoncoulombe.com/2020/04/map-matching-bike/),140,FALSE,NA,### R in the Real World,link,2020-04-13
+ [How to make that crazy Fox News y axis chart with ggplot2 and scales](http://freerangestats.info/blog/2020/04/06/crazy-fox-y-axis),133,FALSE,NA,### COVID-19,link,2020-04-13
+ [(Japanese) COVID-19 Tokyo Daily De-facto Population](https://github.com/yutannihilation/covid19-tokyo-daily-de-facto-population),131,FALSE,NA,### COVID-19,link,2020-04-13
+ [Number of COVID-19 Infections by Prefecture (Japan)](https://github.com/uribo/japan-covid19),95,FALSE,NA,### COVID-19,link,2020-04-13
+ [COVID-19 USA State-Level Policy Data](https://github.com/tgerke/covid-policy),80,FALSE,NA,### COVID-19,link,2020-04-13
![](https://raw.githubusercontent.com/rweekly/image/master/2020-04-13/stay-at-home.png),87,FALSE,NA,### COVID-19,image,2020-04-13
+ [Scraping Google Covid-19 community movement data from PDF figures](https://joachim-gassen.github.io/2020/04/scrape-google-covid19-cmr-data/),143,FALSE,NA,### COVID-19,link,2020-04-13
+ [R programming in the Windows Subsystem for Linux](https://blog.jdblischak.com/posts/wsl-r/) - A comprehensive guide to setup an R development environment for Ubuntu running in the Windows Subsystem for Linux (WSL),216,FALSE,NA,###  Resources,link,2020-04-13
+ [Interactive dashboard of COVID-19 cases in Japan](https://github.com/swsoyee/2019-ncov-japan),96,FALSE,NA,###  Resources,link,2020-04-13
"<p class=""added-hostname""><a href=""https://rweekly.org/live"" target=""_blank"" class=""externalLink"">📦 <i>Go Live for More New Pkgs</i> 📦</a></p>",142,FALSE,NA,###  New Packages,unid,2020-04-13
**CRAN**,8,FALSE,NA,###  New Packages,unid,2020-04-13
"+ [{gt 0.2.0}: Easily generate information-rich, publication-quality tables from R](https://blog.rstudio.com/2020/04/08/great-looking-tables-gt-0-2/)",149,FALSE,NA,###  New Packages,link,2020-04-13
**GitHub or Bitbucket**,23,FALSE,NA,###  New Packages,unid,2020-04-13
+ [{ggCyberPunk}: Cyberpunk themed geoms for ggplot2](https://github.com/delabj/ggCyberPunk),92,FALSE,NA,###  New Packages,link,2020-04-13
+ ![](https://raw.githubusercontent.com/rweekly/image/master/2020-04-13/ggcyberpunk.png),88,FALSE,NA,###  New Packages,unid,2020-04-13
[{tabularmaps}: Tabular maps with R](https://github.com/uribo/tabularmaps),74,FALSE,NA,###  New Packages,unid,2020-04-13
+ [{ggpacman 0.1.0}: A `ggplot2` and `gganimate` Version of Pac-Man](https://github.com/mcanouil/ggpacman),106,FALSE,NA,###  New Packages,link,2020-04-13
![](https://raw.githubusercontent.com/rweekly/image/master/2020-04-13/ggpacman.png),83,FALSE,NA,###  New Packages,image,2020-04-13
+ [{jpcovid19}: Utilities to clean and visualize Japan COVID-19 data](https://github.com/tokyor/jpcovid19),106,FALSE,NA,###  New Packages,link,2020-04-13
+ [{ComplexUpset}: A library for creating complex UpSet plots with ggplot2 geoms ](https://github.com/krassowski/complex-upset),127,FALSE,NA,###  New Packages,link,2020-04-13
