value,nchar,section_lookup,section_title,section,type,issue
---,3,FALSE,NA,NA,unid,2019-02-11
"title: R Weekly 2019-06 Workshop, Cookbook",42,FALSE,NA,NA,unid,2019-02-11
description: Weekly News in the R Community.,44,FALSE,NA,NA,unid,2019-02-11
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,NA,unid,2019-02-11
---,3,FALSE,NA,NA,unid,2019-02-11
+ [rstudio::conf 2019 Workshop materials now available](https://blog.rstudio.com/2019/02/06/rstudio-conf-2019-workshops/),121,FALSE,NA,###  Highlight,link,2019-02-11
+ [BBC Visual and Data Journalism cookbook for R graphics](https://bbc.github.io/rcookbook/),92,FALSE,NA,###  Highlight,link,2019-02-11
+ [The tidyverse style guide](https://style.tidyverse.org/),59,FALSE,NA,### Insights,link,2019-02-11
+ [How Do You Tell What Packages To Trust?](https://notstatschat.rbind.io/2019/02/04/how-do-you-tell-what-packages-to-trust/),125,FALSE,NA,### Insights,link,2019-02-11
"+ [Organizing R Research Projects: CPAT, A Case Study](https://ntguardian.wordpress.com/2019/02/04/organizing-r-research-projects-cpat-case-study/)",147,FALSE,NA,### Insights,link,2019-02-11
+ [rstudio::conf 2019 Workshop materials now available](https://blog.rstudio.com/2019/02/06/rstudio-conf-2019-workshops/),121,FALSE,NA,###  Resources,link,2019-02-11
"+ [What They Forgot to Teach You About R - Jennifer Bryan, Jim Hester](https://whattheyforgot.org/)",99,FALSE,NA,###  Resources,link,2019-02-11
+ [An Overview of the NLP ecosystem in R](http://www.bnosac.be/index.php/blog/87-an-overview-of-the-nlp-ecosystem-in-r-nlproc-textasdata),137,FALSE,NA,###  Resources,link,2019-02-11
+ [Just How Liberal Are the 2020 Democratic Candidates?](https://www.thecrosstab.com/2019/02/08/how-liberal-2020-dems/),119,FALSE,NA,### R in the Real World,link,2019-02-11
+ [Send UDP Probes (with payloads) and Receive/Process Responses in R](https://rud.is/b/2019/02/03/send-udp-probes-with-payloads-and-receive-process-responses-in-r/),165,FALSE,NA,### R in the Real World,link,2019-02-11
+ [Zipf’s law is an empirical law that states that many different datasets found in nature can be described using Zipf’s distribution.](https://appsilon.com/investigating-words-distribution-with-r-zipfs-law/),208,FALSE,NA,### R in the Real World,link,2019-02-11
+ [Multiple Data (Time Series) Streams Clustering](https://petolau.github.io/Multiple-data-streams-clustering-in-r/),116,FALSE,NA,### R in the Real World,link,2019-02-11
