value,nchar,section_lookup,section_title,section,type,issue
---,3,FALSE,NA,NA,unid,2018-6-4
"title: R Weekly 2018-23 Advice, R Consortium",44,FALSE,NA,NA,unid,2018-6-4
description: Weekly News in the R Community.,44,FALSE,NA,NA,unid,2018-6-4
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,NA,unid,2018-6-4
---,3,FALSE,NA,NA,unid,2018-6-4
+ [Advice For Applying To Data Science Jobs](http://hookedondata.org/Advice-for-Applying-to-Data-Science-Jobs/),111,FALSE,NA,###  Highlight,link,2018-6-4
+ [Announcing the R Consortium ISC Funded Project grant recipients for Spring 2018](https://www.r-consortium.org/announcement/2018/05/29/announcing-the-r-consortium-isc-funded-project-grant-recipients-for-spring-2018),217,FALSE,NA,###  Highlight,link,2018-6-4
"<p class=""added-hostname""><a href=""https://rweekly.org/live"" target=""_blank"" class=""externalLink"">📦 <i>Go Live for More New Pkgs</i> 📦</a></p>",142,FALSE,NA,###  New Packages,unid,2018-6-4
**CRAN**,8,FALSE,NA,###  New Packages,unid,2018-6-4
+ [comperes: Manage Competition Results](https://CRAN.R-project.org/package=comperes),85,FALSE,NA,###  New Packages,link,2018-6-4
+ [comperank: Ranking Methods for Competition Results](https://CRAN.R-project.org/package=comperank),100,FALSE,NA,###  New Packages,link,2018-6-4
**GitHub or Bitbucket**,23,FALSE,NA,###  New Packages,unid,2018-6-4
+ [freebase : A 'usethis'-like Package for Base Pseudo-equivalents of 'tidyverse' Code](https://github.com/hrbrmstr/freebase),125,FALSE,NA,###  New Packages,link,2018-6-4
+ [randquotes:  Get Random quotes from Quotes on Design API](https://github.com/amrrs/randquotes),97,FALSE,NA,###  New Packages,link,2018-6-4
+ [WVPlots 1.0.0](http://www.win-vector.com/blog/2018/05/wvplots-now-at-version-1-0-0-on-cran/) - Common Plots for Analysis,123,FALSE,NA,### Package Releases,link,2018-6-4
![WVPlots 1.0.0](https://i1.wp.com/www.win-vector.com/blog/wp-content/uploads/2018/05/unnamed-chunk-4-1.png?zoom=3&resize=288%2C288),132,FALSE,NA,### Package Releases,image,2018-6-4
+ [Advice For Applying To Data Science Jobs](http://hookedondata.org/Advice-for-Applying-to-Data-Science-Jobs/),111,FALSE,NA,### Insights,link,2018-6-4
+ [The Power of Standards and Consistency](https://rud.is/b/2018/05/26/the-power-of-standards-and-consistency/),111,FALSE,NA,### Insights,link,2018-6-4
