value,nchar,section_lookup,section_title,section,type,issue
---,3,FALSE,NA,NA,unid,2017-12-11
"title: R Weekly 2017-50 datapasta, Reproducible, Names",54,FALSE,NA,NA,unid,2017-12-11
description: Weekly News in the R Community.,44,FALSE,NA,NA,unid,2017-12-11
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,NA,unid,2017-12-11
---,3,FALSE,NA,NA,unid,2017-12-11
+ [datapasta](https://github.com/MilesMcBain/datapasta) - R Tools for Data Copy-Pasta,85,FALSE,NA,###  Highlight,link,2017-12-11
"+ [A guide to reproducible code, British Ecological Society](http://www.britishecologicalsociety.org/wp-content/uploads/2017/12/guide-to-reproducible-code.pdf)",159,FALSE,NA,###  Highlight,link,2017-12-11
+ [.rprofile: Jenny Bryan](https://ropensci.org/blog/2017/12/08/rprofile-jenny-bryan/),86,FALSE,NA,###  Highlight,link,2017-12-11
+ [Naming things is hard](http://joncalder.co.za/2017-12-04-naming-things-is-hard/),83,FALSE,NA,###  Highlight,link,2017-12-11
"+ [Names of b.....s badder than Taylor Swift, a class in women's studies?](http://www.masalmon.eu/2017/12/05/badderb/)",118,FALSE,NA,###  Highlight,link,2017-12-11
+ [Components of a successful R workshop](https://blog.cpsievert.me/2017/12/04/components-of-a-successful-r-workshop/),118,FALSE,NA,### Insights,link,2017-12-11
+ [Writing Excel formatted csv using readr::write_excel_csv2](http://appsilondatascience.com/blog/rstats/2017/12/08/readr.html),127,FALSE,NA,### Insights,link,2017-12-11
+ [.rprofile: Jenny Bryan](https://ropensci.org/blog/2017/12/08/rprofile-jenny-bryan/),86,FALSE,NA,### Insights,link,2017-12-11
+ [Introduction to R Programming](https://cecilialee.github.io/blog/2017/12/05/intro-to-r-programming.html),107,FALSE,NA,### Insights,link,2017-12-11
+ [trackeR](https://www.jstatsoft.org/article/view/v082i07) - Infrastructure for Running and Cycling Data from GPS-Enabled Tracking Devices in R,144,FALSE,NA,### R in the Real World,link,2017-12-11
+ [Prospective Detection of Outbreaks](https://arxiv.org/abs/1711.08960),72,FALSE,NA,### R in the Real World,link,2017-12-11
+ [Visualising text data w/ ggplot2](https://github.com/ColinFay/conf/blob/master/2017-11-budapest/fay_colin_text_data_ggplot2.pdf),131,FALSE,NA,### R in the Real World,link,2017-12-11
![Visualising text data w/ ggplot2](https://pbs.twimg.com/media/DQYcODgW4AEyx4u.jpg),84,FALSE,NA,### R in the Real World,image,2017-12-11
+ [The Cost of True Love (a.k.a. The Tidy — and expensive! — Twelve Days of Christmas)](https://rud.is/b/2017/12/05/the-cost-of-true-love-a-k-a-the-tidy-and-expensive-twelve-days-of-christmas/),193,FALSE,NA,### R in the Real World,link,2017-12-11
+ [What do you get on the 13th day of Christmas?](http://rpubs.com/markus/338158),81,FALSE,NA,### R in the Real World,link,2017-12-11
+ [Naming things is hard](http://joncalder.co.za/2017-12-04-naming-things-is-hard/),83,FALSE,NA,### R in the Real World,link,2017-12-11
"+ [Names of b.....s badder than Taylor Swift, a class in women's studies?](http://www.masalmon.eu/2017/12/05/badderb/)",118,FALSE,NA,### R in the Real World,link,2017-12-11
+ [Some quirks with R and SQL Server](http://ellisp.github.io/blog/2017/12/09/sql-and-r),88,FALSE,NA,### R in the Real World,link,2017-12-11
"+ [SNAP-FU - Making a Snapchat-like face mask by implementing SSD Deep Learning object detection with Keras, reticulate, magick and animation](http://giorasimchoni.com/2017/12/04/2017-12-04-snap-fu/)",199,FALSE,NA,### R in the Real World,link,2017-12-11
+ [Is Left-Center-right a loaded game?](https://www.hvitfeldt.me/2017/12/03/is-left-center-right-a-loaded-game/),112,FALSE,NA,### R in the Real World,link,2017-12-11
+ [Webinar: New Features of the RStudio IDE](https://www.rstudio.com/resources/webinars/new-features-of-the-ide/),113,FALSE,NA,###  Videos and Podcasts,link,2017-12-11
"+ [A guide to reproducible code, British Ecological Society](http://www.britishecologicalsociety.org/wp-content/uploads/2017/12/guide-to-reproducible-code.pdf)",159,FALSE,NA,###  Resources,link,2017-12-11
"+ [Course materials for BIOST561, Computational Skills for Biostatistics](https://github.com/adw96/biostat561)",110,FALSE,NA,###  Resources,link,2017-12-11
+ [Introduction to R Programming](https://cecilialee.github.io//blog/2017/12/05/intro-to-r-programming.html),108,FALSE,NA,###  Resources,link,2017-12-11
"+ [Technical Foundations of Informatics: Section A, Autumn 2017](https://github.com/info201a-au17)",98,FALSE,NA,###  Resources,link,2017-12-11
+ [Less (Exciting) is More. Slides from Boston Bioconductor Shiny Talk](https://mfoos.github.io/blog/slides-from-boston-bioconductor-shiny-talk.html),149,FALSE,NA,###  Resources,link,2017-12-11
+ [Bake R cookies with this cookie cutter](https://www.etsy.com/listing/562883124/r-logo-cookie-cutter),103,FALSE,NA,###  R in Organizations,link,2017-12-11
![Bake R cookies with this cookie cutter](https://img1.etsystatic.com/207/0/16567742/il_570xN.1416292853_fwfy.jpg),114,FALSE,NA,###  R in Organizations,image,2017-12-11
+ [Exploratory Data Analysis of Ancient Texts with rperseus](https://ropensci.org/blog/2017/12/05/rperseus/),108,FALSE,NA,###  R in Academia,link,2017-12-11
+ [Modeling the effects of interspecies competition on the growth of trees](http://rpubs.com/rudeboybert/research_bytes_trees),126,FALSE,NA,###  R in Academia,link,2017-12-11
+ [Discussion of R package citation tools](https://github.com/ropensci/unconf17/issues/24),90,FALSE,NA,###  R in Academia,link,2017-12-11
+ [Creating an EM:IP Cover Graphic Using ggplot2](https://www.wjakethompson.com/post/mirt-visualization/),105,FALSE,NA,###  R in Academia,link,2017-12-11
"+ [archivist: An R Package for Managing, Recording and Restoring Data Analysis Results](https://www.jstatsoft.org/article/view/v082i11)",135,FALSE,NA,###  R in Academia,link,2017-12-11
