value,nchar,section_lookup,section_title,section,type,issue
---,3,FALSE,NA,NA,unid,2020-01-06
"title: R Weekly 2020-01 Why I use R, 2019 in Review",51,FALSE,NA,NA,unid,2020-01-06
description: Weekly News in the R Community.,44,FALSE,NA,NA,unid,2020-01-06
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,NA,unid,2020-01-06
---,3,FALSE,NA,NA,unid,2020-01-06
Release Date: 2020-01-06,24,FALSE,NA,NA,unid,2020-01-06
+ [Why I use R](https://blog.shotwell.ca/posts/why_i_use_r/),60,FALSE,NA,###  Highlight,link,2020-01-06
+ [In Review: Your 2019 on Twitter](https://gadenbuie.shinyapps.io/tweets-of-2019/),83,FALSE,NA,###  Highlight,link,2020-01-06
+ [Writing Frictionless R Package Wrappers — Building A Basic R Package](https://rud.is/b/2020/01/03/writing-frictionless-r-package-wrappers-building-a-basic-r-package/),169,FALSE,NA,###  Highlight,link,2020-01-06
* [Object Dectection using YOLO ](https://heartbeat.fritz.ai/object-detection-in-just-3-lines-of-r-code-using-tiny-yolo-b5a16e50e8a0) .,135,FALSE,NA,### Insights,unid,2020-01-06
+ [Packages that Sparked Joy in 2019](https://www.rostrum.blog/2019/12/27/pkgs-2019/),85,FALSE,NA,### Insights,link,2020-01-06
+ [dbplyr : A Path to More Inclusive Data Transformations at the ACLU](https://medium.com/aclu-tech-analytics/dbplyr-a-path-to-more-inclusive-data-transformations-at-the-aclu-5e6af21f4042),188,FALSE,NA,### Insights,link,2020-01-06
+ [Best TidyTuesday 2019](https://cedricscherer.netlify.com/2019/12/30/best-tidytuesday-2019/),94,FALSE,NA,### Insights,link,2020-01-06
+ [Why I use R](https://blog.shotwell.ca/posts/why_i_use_r/),60,FALSE,NA,### Insights,link,2020-01-06
+ [Can Genealogical data be tidy?](https://r-house.netlify.com/2019/12/30/can-genealogical-data-be-tidy/),105,FALSE,NA,### Insights,link,2020-01-06
+ [Kaggle User Survey Dashboard— 2019](https://towardsdatascience.com/kaggle-user-survey-2019-326e187ff207),107,FALSE,NA,### Insights,link,2020-01-06
+ [Modeling salary and gender in the tech industry](https://juliasilge.com/blog/salary-gender/),95,FALSE,NA,### R in the Real World,link,2020-01-06
+ [Access Chez Scheme documentation from the REPL](https://www.travishinkelman.com/post/access-chez-scheme-documentation-from-repl/),132,FALSE,NA,### R in the Real World,link,2020-01-06
+ [Understanding + classifying genres using Spotify audio features](https://www.kaylinpavlik.com/classifying-songs-genres/),123,FALSE,NA,### R in the Real World,link,2020-01-06
![](https://raw.githubusercontent.com/rweekly/image/master/2020-01-06/audio-feature-density.png),96,FALSE,NA,### R in the Real World,image,2020-01-06
+ [Real Emojis in ggplot2](https://www.hvitfeldt.me/blog/real-emojis-in-ggplot2/),81,FALSE,NA,### R in the Real World,link,2020-01-06
![](https://raw.githubusercontent.com/rweekly/image/master/2020-01-06/emoji-plot.png),85,FALSE,NA,### R in the Real World,image,2020-01-06
+ [A Bayesian Approach to Ranking English Premier League Teams (using R)](https://tonyelhabr.rbind.io/post/bayesian-statistics-english-premier-league/),151,FALSE,NA,### R in the Real World,link,2020-01-06
+ [Analyzing My 2019 GitHub Usage in R](https://tbradley1013.github.io/2020/01/02/analyzing-my-2019-github-usage-in-r/),119,FALSE,NA,### R in the Real World,link,2020-01-06
+ [In Review: Your 2019 on Twitter](https://gadenbuie.shinyapps.io/tweets-of-2019/),83,FALSE,NA,###  Resources,link,2020-01-06
"<p class=""added-hostname""><a href=""https://rweekly.org/live"" target=""_blank"" class=""externalLink"">📦 <i>Go Live for More New Pkgs</i> 📦</a></p>",142,FALSE,NA,###  New Packages,unid,2020-01-06
+ [{waiter 0.1.0}](https://waiter.john-coene.com/#/),52,FALSE,NA,### Updated Packages,link,2020-01-06
+ [{encryptedRmd} — Password protected markdown html reports in R using libsodium](https://github.com/dirkschumacher/encryptedRmd),130,FALSE,NA,### Updated Packages,link,2020-01-06
+ [{details} — Create Details HTML Tag for Markdown and Package Documentation](https://yonicd.github.io/details/index.html),123,FALSE,NA,### Updated Packages,link,2020-01-06
+ [96 - R in 10 Years](http://nssdeviations.com/96-r-in-10-years),65,FALSE,NA,###  Videos and Podcasts,link,2020-01-06
