value,nchar,section_lookup,section_title,section,type,issue
---,3,FALSE,NA,NA,unid,2017-11-06
"title: R Weekly 2017-45 Network, Version Control",48,FALSE,NA,NA,unid,2017-11-06
description: Weekly News in the R Community.,44,FALSE,NA,NA,unid,2017-11-06
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,NA,unid,2017-11-06
---,3,FALSE,NA,NA,unid,2017-11-06
+ [Introduction to Network Analysis with R](https://www.jessesadler.com/post/network-analysis-with-r/),102,FALSE,NA,###  Highlight,link,2017-11-06
+ [ozrepro](https://github.com/ropenscilabs/ozrepro) - stow: simpler version control from R,91,FALSE,NA,###  Highlight,link,2017-11-06
+ [R-Admins Community](https://blog.rstudio.com/2017/11/03/r-admins-community/),79,FALSE,NA,### Insights,link,2017-11-06
+ [Role Playing with Probabilities: The Importance of Distributions](http://blog.revolutionanalytics.com/2017/11/role-playing-with-probabilities.html),150,FALSE,NA,### Insights,link,2017-11-06
+ [Introduction to Network Analysis with R](https://www.jessesadler.com/post/network-analysis-with-r/),102,FALSE,NA,### Insights,link,2017-11-06
![Introduction to Network Analysis with R](https://www.jessesadler.com/img/network-analysis-with-r/ggraph-arc.png),114,FALSE,NA,### Insights,image,2017-11-06
+ [Design Patterns in R](https://wahani.github.io/2015/12/Design-Patterns-In-R/),80,FALSE,NA,### Insights,link,2017-11-06
+ [Taming exam results in pdf with pdftools](https://talesofr.wordpress.com/2017/11/03/taming-exam-results-in-pdf-with-pdftools/),129,FALSE,NA,###  R in the Real World,link,2017-11-06
+ [A tidytext analysis of Faith No More lyrics](http://johnmackintosh.com/2017-10-29-It's-a-dirty-job/),103,FALSE,NA,###  R in the Real World,link,2017-11-06
+ [Rtutor: Wall Street and the Housing Bubble](http://skranz.github.io//r/2017/11/01/WallStreet.html),101,FALSE,NA,###  R in the Real World,link,2017-11-06
+ [Data carpentry: R for data analysis and visualization of Ecological Data](https://github.com/datacarpentry/R-ecology-lesson),127,FALSE,NA,###  Resources,link,2017-11-06
"<p class=""added-hostname""><a href=""https://rweekly.org/live"" target=""_blank"" class=""externalLink"">📦 <i>Go Live for More New Pkgs</i> 📦</a></p>",142,FALSE,NA,###  New Packages,unid,2017-11-06
+ [styles](https://github.com/ropenscilabs/styles) - Custom themes for base plots,81,FALSE,NA,###  New Packages,link,2017-11-06
+ [ozrepro](https://github.com/ropenscilabs/ozrepro) - stow: simpler version control from R,91,FALSE,NA,###  New Packages,link,2017-11-06
"+ [maftools](https://github.com/PoisonAlien/maftools) - An R package to summarize, analyze and visualize MAF files.",115,FALSE,NA,###  New Packages,link,2017-11-06
+ [dtwclust](https://github.com/asardaes/dtwclust) - Time Series Clustering Along with Optimizations for the Dynamic Time Warping (DTW) Distance,144,FALSE,NA,###  New Packages,link,2017-11-06
+ [Recent R Data Packages](https://rviews.rstudio.com/2017/11/01/r-data-packages/),82,FALSE,NA,###  New Packages,link,2017-11-06
+ [Microsoft R Open 3.4.2 now available](http://blog.revolutionanalytics.com/2017/10/microsoft-r-open-342-now-available.html),125,FALSE,NA,### Package Releases,link,2017-11-06
+ [tint 0.0.4](http://dirk.eddelbuettel.com/blog/2017/11/03#tint_0.0.4) - Small enhancements,92,FALSE,NA,### Package Releases,link,2017-11-06
"+ [pinp 0.0.3](http://dirk.eddelbuettel.com/blog/2017/10/30#pinp_0.0.3) - More docs, more features",98,FALSE,NA,### Package Releases,link,2017-11-06
+ [linl 0.0.2](http://dirk.eddelbuettel.com/blog/2017/10/31#linl_0.0.2) - Couple improvements,93,FALSE,NA,### Package Releases,link,2017-11-06
+ [Problems In Estimating GARCH Parameters in R](https://ntguardian.wordpress.com/2017/11/02/problems-estimating-garch-parameters-r/),133,FALSE,NA,###  Tutorials,link,2017-11-06
+ [Explore Predictive Maintenance with flexdashboard](https://shiring.github.io/flexdashboard/2017/11/02/predictive_maintenance_flexdashboard),142,FALSE,NA,###  Tutorials,link,2017-11-06
![Explore Predictive Maintenance with flexdashboard](https://blog.codecentric.de/files/2017/10/dashboard_screenshot.png),120,FALSE,NA,###  Tutorials,image,2017-11-06
+ [Because it's Friday: Movies with Mikey](http://blog.revolutionanalytics.com/2017/10/because-its-friday-movies-with-mikey.html),129,FALSE,NA,###  Tutorials,link,2017-11-06
+ [Big Data Transforms](http://www.win-vector.com/blog/2017/10/big-data-transforms/),84,FALSE,NA,###  Tutorials,link,2017-11-06
+ [Map Projections](http://spatial.ly/2017/10/map-projections/),63,FALSE,NA,###  Tutorials,link,2017-11-06
+ [Recent updates to the Team Data Science Process](http://blog.revolutionanalytics.com/2017/10/recent-updates-to-the-team-data-science-process.html),149,FALSE,NA,###  Tutorials,link,2017-11-06
+ [computational methods for numerical analysis with R [book review]](https://xianblog.wordpress.com/2017/10/31/computational-methods-for-numerical-analysis-with-r-book-review/),177,FALSE,NA,###  Tutorials,link,2017-11-06
+ [gg_tweet'ing Power Outages](https://rud.is/b/2017/10/30/gg_tweeting-power-outages/),86,FALSE,NA,###  Tutorials,link,2017-11-06
"+ [Survey of Kagglers finds Python, R to be preferred tools](http://blog.revolutionanalytics.com/2017/10/survey-of-kagglers.html)",129,FALSE,NA,###  Tutorials,link,2017-11-06
"+ [Building Communities Together at ozunconf, 2017](https://ropensci.org/blog/2017/10/31/ozunconf2017/)",103,FALSE,NA,###  Tutorials,link,2017-11-06
+ [Collecting tweets with R and {rtweet}](http://colinfay.me/collect-rtweet/),77,FALSE,NA,###  Tutorials,link,2017-11-06
+ [Using ggplot2 very impractically](https://github.com/ericchang00/ggplot2-animations),87,FALSE,NA,###  Tutorials,link,2017-11-06
![Using ggplot2 very impractically](https://raw.githubusercontent.com/ericchang00/ggplot2-animations/4b36a7001c06f8f9ccfda75cd34d37c4ffa7d8af/img/bouncy_ball.gif),162,FALSE,NA,###  Tutorials,image,2017-11-06
+ [R: the least disliked programming language](http://blog.revolutionanalytics.com/2017/11/r-is-the-least-disliked-programming-language.html),141,FALSE,NA,###  Tutorials,link,2017-11-06
