value,nchar,section_lookup,section_title,section,type,issue
---,3,FALSE,NA,NA,unid,2018-07-23
title: R Weekly 2018-30 UseR! 2018,34,FALSE,NA,NA,unid,2018-07-23
description: Weekly News in the R Community.,44,FALSE,NA,NA,unid,2018-07-23
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,NA,unid,2018-07-23
---,3,FALSE,NA,NA,unid,2018-07-23
+ [UseR! 2018 Videos](https://www.youtube.com/channel/UC_R5smHVXRYGhZYDJsnXTwg/videos),86,FALSE,NA,###  Highlight,link,2018-07-23
+ [Highlights from the useR! 2018 conference in Brisbane](http://blog.revolutionanalytics.com/2018/07/user-2018-recap.html),123,FALSE,NA,###  Highlight,link,2018-07-23
+ [Twitter Coverage of the useR Conference 2018](https://github.com/neilfws/Twitter/blob/master/user2018/code/R/user2018.md),124,FALSE,NA,###  Highlight,link,2018-07-23
"<p class=""added-hostname""><a href=""https://rweekly.org/live"" target=""_blank"" class=""externalLink"">📦 <i>Go Live for More New Pkgs</i> 📦</a></p>",142,FALSE,NA,###  New Packages,unid,2018-07-23
**CRAN**,8,FALSE,NA,###  New Packages,unid,2018-07-23
+ [Stickylabeller](https://rensa.co/projects/stickylabeller/) - easily include summary statistics and even automatically number/letter your facets for use in papers and reports,176,FALSE,NA,###  New Packages,link,2018-07-23
+ [plotly 4.8.0](https://blog.cpsievert.me/2018/07/18/plotly-4-8-0-now-on-cran/) - Create Interactive Web Graphics via 'plotly.js',130,FALSE,NA,### Package Releases,link,2018-07-23
![plotly 4.8.0](https://raw.githubusercontent.com/rweekly/image/master/2018/plotly2.gif),88,FALSE,NA,### Package Releases,image,2018-07-23
+ [fst 0.8.0](http://blog.fstpackage.org/2018/01/fst_0.8.0/) - Lightning fast serialization of data frames using the fst package,128,FALSE,NA,### Package Releases,link,2018-07-23
+ [RcppClassic 0.9.11](http://dirk.eddelbuettel.com/blog/2018/07/15#rcppclassic_0.9.11),87,FALSE,NA,### Package Releases,link,2018-07-23
+ [pinp 0.0.6: Two new options](http://dirk.eddelbuettel.com/blog/2018/07/17#pinp_0.0.6),88,FALSE,NA,### Package Releases,link,2018-07-23
+ [nanotime 0.2.2](http://dirk.eddelbuettel.com/blog/2018/07/18#nanotime_0.2.2),79,FALSE,NA,### Package Releases,link,2018-07-23
+ [R.devices 2.16.0](https://cran.r-project.org/package=R.devices) - Unified Handling of Graphics Devices,105,FALSE,NA,### Package Releases,link,2018-07-23
+ [Highlights from the useR! 2018 conference in Brisbane](http://blog.revolutionanalytics.com/2018/07/user-2018-recap.html),123,FALSE,NA,### Insights,link,2018-07-23
+ [Twitter Coverage of the useR Conference 2018](https://github.com/neilfws/Twitter/blob/master/user2018/code/R/user2018.md),124,FALSE,NA,### R in the Real World,link,2018-07-23
+ [Regional population structures at a glance](https://ikashnitsky.github.io/2018/the-lancet-paper/),100,FALSE,NA,### R in the Real World,link,2018-07-23
![Regional population structures at a glance](https://ikashnitsky.github.io/images/180721/the-map.png),102,FALSE,NA,### R in the Real World,image,2018-07-23
+ [A quick #WorldEmojiDay exploration](https://colinfay.me/worldemojiday),73,FALSE,NA,### R in the Real World,link,2018-07-23
