value,nchar,section_lookup,section_title,section,type,issue
---,3,FALSE,NA,NA,unid,2018-12-17
"title: R Weekly 2018-51 pdftools, remedy",40,FALSE,NA,NA,unid,2018-12-17
description: Weekly News in the R Community.,44,FALSE,NA,NA,unid,2018-12-17
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,NA,unid,2018-12-17
---,3,FALSE,NA,NA,unid,2018-12-17
+ [pdftools 2.0](https://ropensci.org/technotes/2018/12/14/pdftools-20/) - powerful pdf text extraction tools,109,FALSE,NA,###  Highlight,link,2018-12-17
+ [remedy](https://rtask.thinkr.fr/blog/remedy-is-now-on-cran/) - Package for easier Markdown writing,101,FALSE,NA,###  Highlight,link,2018-12-17
+ [Unprotecting by Value](https://developer.r-project.org/Blog/public/2018/12/10/unprotecting-by-value/),104,FALSE,NA,### Insights,link,2018-12-17
+ [How to give money to the R project](https://blog.revolutionanalytics.com/2018/12/support-your-tools.html),108,FALSE,NA,### Insights,link,2018-12-17
+ [transformr: Age of Spatial](https://www.data-imaginist.com/2018/transformr-age-of-spatial/),94,FALSE,NA,### Insights,link,2018-12-17
![transformr: Age of Spatial](https://raw.githubusercontent.com/rweekly/image/master/2018/transf.gif),101,FALSE,NA,### Insights,image,2018-12-17
+ [Reflections on the 10th anniversary of the Revolutions blog](https://blog.revolutionanalytics.com/2018/12/ten-years-of-revolutions.html),139,FALSE,NA,### Insights,link,2018-12-17
+ [Visualizing Hurricane Data with Shiny](https://nycdatascience.com/blog/student-works/visualizing-hurricane-data-with-shiny/),127,FALSE,NA,### R in the Real World,link,2018-12-17
![Visualizing Hurricane Data with Shiny](https://raw.githubusercontent.com/rweekly/image/master/2018/hur.png),109,FALSE,NA,### R in the Real World,image,2018-12-17
+ [Optimizing Wedding Reception Seating Charts](https://aldee153.github.io/2018-11-21-optimizing-wedding-seats/),112,FALSE,NA,### R in the Real World,link,2018-12-17
+ [It was twenty years ago …](http://dirk.eddelbuettel.com/blog/2018/12/08#twenty_years_ago),92,FALSE,NA,### R in the Real World,link,2018-12-17
+ [Rsampling Fama French](https://rviews.rstudio.com/2018/12/13/rsampling-fama-french/),87,FALSE,NA,### R in the Real World,link,2018-12-17
