value,nchar,section_lookup,section_title,type,issue
---,3,FALSE,NA,unid,2016-11-14
layout: post,12,FALSE,NA,unid,2016-11-14
title: Issue 25,15,FALSE,NA,unid,2016-11-14
description: Weekly News in the R Community.,44,FALSE,NA,unid,2016-11-14
---,3,FALSE,NA,unid,2016-11-14
Hello and welcome to the new issue of **R Weekly**!,51,FALSE,NA,unid,2016-11-14
*Digested by R Weekly Members*,30,FALSE,## Highlight,unid,2016-11-14
+ [Dot map of the 2016 presidential election in Dallas-Fort Worth](http://personal.tcu.edu/kylewalker/maps/dfw_election.html) - source code on [GitHub](https://github.com/walkerke/dfw-election-dot-map),201,FALSE,## Highlight,link,2016-11-14
+ [One-page R Survival Guides](http://onepager.togaware.com/),61,FALSE,## Highlight,link,2016-11-14
<!--Mapping Election Results in Utah](http://juliasilge.com/blog/Election-Mapping/)-->,86,FALSE,#### R & Election  - After,unid,2016-11-14
<!--Mapping Election Results in Utah](https://cdn.rawgit.com/juliasilge/juliasilge.github.io/76e8a970a7259fe88e92ab4f37405ed5eda7b8de/figs/2016-11-11-Election-Mapping/unnamed-chunk-7-1.png)-->,192,FALSE,#### R & Election  - After,unid,2016-11-14
+ [Not all forecasters got it wrong: Nate Silver does it again (again)](http://simplystatistics.org/2016/11/09/not-all-forecasters-got-it-wrong/),145,FALSE,#### R & Election  - After,link,2016-11-14
+ [Dot map of the 2016 presidential election in Dallas-Fort Worth](http://personal.tcu.edu/kylewalker/maps/dfw_election.html) - source code on [GitHub](https://github.com/walkerke/dfw-election-dot-map),201,FALSE,#### R & Election  - After,link,2016-11-14
"<video width=""600"" controls autoplay loop preload=""auto"" poster=""https://cdn.rawgit.com/rweekly/image/master/2016-11-14/election.jpg"">",134,FALSE,#### R & Election  - After,unid,2016-11-14
"  <source src=""https://pbs.twimg.com/tweet_video/CxAWHpoVQAAHeCO.mp4"" type=""video/mp4"">",87,FALSE,#### R & Election  - After,unid,2016-11-14
Your browser does not support the video tag.,44,FALSE,#### R & Election  - After,unid,2016-11-14
</video>,8,FALSE,#### R & Election  - After,unid,2016-11-14
+ [Deceit in Politics; An Analysis of PolitiFact Data](https://ntguardian.wordpress.com/2016/11/07/deceit-politics-analysis-politifact-data/),141,FALSE,#### R & Election  - Before,link,2016-11-14
"+ [A Bayesian election prediction, implemented with R and Stan](http://blog.revolutionanalytics.com/2016/11/a-bayesian-election-forecast.html)",142,FALSE,#### R & Election  - Before,link,2016-11-14
+ [2016 US Presidential Election Forecast](https://github.com/BillPetti/Presidential-Forecasts-2016/blob/master/safe_model_summary.md),134,FALSE,#### R & Election  - Before,link,2016-11-14
+ [Analyzing Emotions using Facial Expressions in Video with Microsoft AI and R](https://blog.exploratory.io/analyzing-emotions-using-facial-expressions-in-video-with-microsoft-ai-and-r-8f7585dd0780#.pldvl457o),210,FALSE,#### R & Election  - Before,link,2016-11-14
+ [Sentiment Analysis of the Three 2016 Presidential Debates](http://rpubs.com/ww44ss/Presidential_Debates_2016),112,FALSE,#### R & Election  - Before,link,2016-11-14
![Sentiment Analysis of the Three 2016 Presidential Debates](https://pbs.twimg.com/media/CvebcXaVMAAVTU_.jpg),109,FALSE,#### R & Election  - Before,image,2016-11-14
