value,nchar,section_lookup,section_title,section,type,issue
---,3,FALSE,NA,NA,unid,2019-12-30
title: R Weekly 2019-52 Joy in 2019,35,FALSE,NA,NA,unid,2019-12-30
description: Weekly News in the R Community.,44,FALSE,NA,NA,unid,2019-12-30
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,NA,unid,2019-12-30
---,3,FALSE,NA,NA,unid,2019-12-30
+ [Writing R in VSCode: Interacting with an R session](https://renkun.me/2019/12/26/writing-r-in-vscode-interacting-with-an-r-session/),135,FALSE,NA,###  Highlight,link,2019-12-30
+ [Analysing large data on your laptop with a database and R](http://freerangestats.info/blog/2019/12/22/nyc-taxis-sql),119,FALSE,NA,###  Highlight,link,2019-12-30
+ [Packages that Sparked Joy in 2019](https://www.rostrum.blog/2019/12/27/pkgs-2019/),85,FALSE,NA,###  Highlight,link,2019-12-30
+ [schrute](https://technistema.com/posts/introducing-the-schrute-package-the-entire-transcripts-from-the-office/) - Introducing the schrute package the entire transcripts from The Office TV show,195,FALSE,NA,###  Highlight,link,2019-12-30
+ [The 'largest stock profit or loss' puzzle: efficient computation in R](http://varianceexplained.org/r/stock-changes/),120,FALSE,NA,### R in the Real World,link,2019-12-30
![The 'largest stock profit or loss' puzzle: efficient computation in R](https://raw.githubusercontent.com/rweekly/image/master/2019/profit.png),144,FALSE,NA,### R in the Real World,image,2019-12-30
+ [Using #rstats to Help Santa Deliver Presents This Christmas!](https://rud.is/b/2019/12/23/using-rstats-to-help-santa-deliver-presents-this-christmas/),153,FALSE,NA,### R in the Real World,link,2019-12-30
+ [May the XAI be with you!](https://medium.com/@ModelOriented/may-the-xai-be-with-you-6ea82d5b4fcc),100,FALSE,NA,### R in the Real World,link,2019-12-30
"+ [The significance of education on the salary in Sweden, a comparison between different occupational groups](http://mikaellundqvist.rbind.io/2019/12/21/the-significance-of-education-on-the-salary-in-sweden-a-comparison-between-different-occupational-groups/)",259,FALSE,NA,### R in the Real World,link,2019-12-30
+ [Using R to Analyze Fargo Crime Data](https://technistema.com/posts/using-r-to-analyze-fargo-crime-data/),107,FALSE,NA,### R in the Real World,link,2019-12-30
![Using R to Analyze Fargo Crime Data](https://raw.githubusercontent.com/rweekly/image/master/2019/fargo.png),109,FALSE,NA,### R in the Real World,image,2019-12-30
"+ [4 great free tools that can make your R work more efficient, reproducible and robust](https://jozef.io/r920-christmas-praise-2019/)",134,FALSE,NA,### R in the Real World,link,2019-12-30
"<!-- + [MERRY CRISPMAS - a festive, data-driven short story](https://merry-crispmas.netlify.com/) -->",101,FALSE,NA,### R in the Real World,unid,2019-12-30
+ [Analysing large data on your laptop with a database and R](http://freerangestats.info/blog/2019/12/22/nyc-taxis-sql),119,FALSE,NA,### Insights,link,2019-12-30
![Analysing large data on your laptop with a database and R](https://raw.githubusercontent.com/rweekly/image/master/2019/nyu.png),129,FALSE,NA,### Insights,image,2019-12-30
+ [Packages that Sparked Joy in 2019](https://www.rostrum.blog/2019/12/27/pkgs-2019/),85,FALSE,NA,### Insights,link,2019-12-30
+ [Writing R in VSCode: A Fresh Start](https://renkun.me/2019/12/11/writing-r-in-vscode-a-fresh-start/),103,FALSE,NA,### Insights,link,2019-12-30
+ [Writing R in VSCode: Interacting with an R session](https://renkun.me/2019/12/26/writing-r-in-vscode-interacting-with-an-r-session/),135,FALSE,NA,### Insights,link,2019-12-30
