value,nchar,section_lookup,section_title,section,type,issue
---,3,FALSE,NA,NA,unid,2018-12-03
"title: R Weekly 2018-49 parsnip, Validation",43,FALSE,NA,NA,unid,2018-12-03
description: Weekly News in the R Community.,44,FALSE,NA,NA,unid,2018-12-03
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,NA,unid,2018-12-03
---,3,FALSE,NA,NA,unid,2018-12-03
+ [Community Call Summary - Code Review in the Lab](https://ropensci.org/blog/2018/11/29/codereview/),101,FALSE,NA,###  Highlight,link,2018-12-03
+ [parsnip](https://www.tidyverse.org/articles/2018/11/parsnip-0-0-1/),70,FALSE,NA,###  Highlight,link,2018-12-03
+ [A tutorial on tidy cross-validation with R](http://www.brodrigues.co/blog/2018-11-25-tidy_cv/),97,FALSE,NA,###  Highlight,link,2018-12-03
+ [Coming soon: tibble 2.0.0](https://www.tidyverse.org/articles/2018/11/tibble-2.0.0-pre-announce/),100,FALSE,NA,### Insights,link,2018-12-03
"+ [The new pqR parser, and R’s “else” problem](https://radfordneal.wordpress.com/2018/11/27/the-new-pqr-parser-and-rs-else-problem/)",132,FALSE,NA,### Insights,link,2018-12-03
+ [The Case Against Precision as a Model Selection Criterion](https://www.datascienceblog.net/post/machine-learning/specificity-vs-precision/),142,FALSE,NA,### Insights,link,2018-12-03
![The Case Against Precision as a Model Selection Criterion](https://raw.githubusercontent.com/rweekly/image/master/2018/precision.png),135,FALSE,NA,### Insights,image,2018-12-03
+ [Faster garbage collection in pqR](https://radfordneal.wordpress.com/2018/11/29/faster-garbage-collection-in-pqr/),116,FALSE,NA,### Insights,link,2018-12-03
+ [Co-localization analysis of fluorescence microscopy images](https://ropensci.org/blog/2018/11/27/colocr/),108,FALSE,NA,### R in the Real World,link,2018-12-03
![Co-localization analysis of fluorescence microscopy images](https://raw.githubusercontent.com/rweekly/image/master/2018/colo.png),131,FALSE,NA,### R in the Real World,image,2018-12-03
"+ [How Do We Judge a Probabilistic Model? Or, How Did FiveThirtyEight Do in Forecasting the 2018 Midterms?](https://www.markhw.com/blog/fivethirtyeight-midterms)",161,FALSE,NA,### R in the Real World,link,2018-12-03
