value,nchar,section_lookup,section_title,section,type,issue
---,3,FALSE,NA,NA,unid,2018-1-22
"title: R Weekly 2018-4 First Package, Whole Game, Imposterism",61,FALSE,NA,NA,unid,2018-1-22
description: Weekly News in the R Community.,44,FALSE,NA,NA,unid,2018-1-22
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,NA,unid,2018-1-22
---,3,FALSE,NA,NA,unid,2018-1-22
"+ [dsmartr: My first R package, and some thoughts on learning to code](https://obrl-soil.github.io/dsmartr-announcement/)",121,FALSE,NA,###  Highlight,link,2018-1-22
"+ [Whole game](https://www.youtube.com/watch?v=go5Au01Jrvs) - Briefly showing the ""whole game"" of data analysis.",112,FALSE,NA,###  Highlight,link,2018-1-22
"+ [rOpenSci community calls](http://communitycalls.ropensci.org/): recordings, notes and blog posts from past community calls on various R and R community topics.",162,FALSE,NA,###  Highlight,link,2018-1-22
"+ [Curb your imposterism, start meta-learning](https://edwinth.github.io/meta-learning/)",88,FALSE,NA,###  Highlight,link,2018-1-22
+ [Registration and talk proposals now open for useR!2018](http://blog.revolutionanalytics.com/2018/01/user2018-reg-open.html),126,FALSE,NA,### Insights,link,2018-1-22
+ [Why you should use Linux for Data Science and R](https://pat-s.github.io/post/windows_vs_linux/),99,FALSE,NA,### Insights,link,2018-1-22
"+ [dsmartr: My first R package, and some thoughts on learning to code](https://obrl-soil.github.io/dsmartr-announcement/)",121,FALSE,NA,### Insights,link,2018-1-22
+ [5 Things I Learned Making a Package to Work with Hydrometric Data in R](https://ropensci.org/blog/2018/01/16/tidyhydat/),123,FALSE,NA,### Insights,link,2018-1-22
+ [Nothing Feels Better Than Someone Else Answering Questions For You](https://yihui.name/en/2018/01/thanks-marcel-schilling/),126,FALSE,NA,### Insights,link,2018-1-22
"+ [Screenshots Can Be Helpful, But Only Text Can Be Copied And Executed](https://yihui.name/en/2018/01/screenshots-vs-text/)",124,FALSE,NA,### Insights,link,2018-1-22
+ [Imposter Syndrome in Data Science](https://caitlinhudon.com/2018/01/19/imposter-syndrome-in-data-science/),109,FALSE,NA,### Insights,link,2018-1-22
![Imposter Syndrome in Data Science](https://caitlinhudon.files.wordpress.com/2018/01/screen-shot-2018-01-18-at-7-31-32-pm.png),127,FALSE,NA,### Insights,image,2018-1-22
"+ [Curb your imposterism, start meta-learning](https://edwinth.github.io/meta-learning/)",88,FALSE,NA,### Insights,link,2018-1-22
+ [Back To The DT Package After Two Years](https://yihui.name/en/2018/01/back-to-dt/),85,FALSE,NA,### Insights,link,2018-1-22
+ [Bitcoin (World Map) Bubbles](https://rud.is/b/2018/01/18/bitcoin-world-map-bubbles/),87,FALSE,NA,### R in the Real World,link,2018-1-22
![Bitcoin (World Map) Bubbles](https://i2.wp.com/rud.is/b/wp-content/uploads/2018/01/map-1.png?zoom=2.200000047683716&resize=780%2C624&ssl=1),141,FALSE,NA,### R in the Real World,image,2018-1-22
+ [Which civil and political rights do countries violate? Analyzing 40 years of treaty complaints](https://rayms.github.io/2018-01-13-civil-political-rights/),158,FALSE,NA,### R in the Real World,link,2018-1-22
+ [Exploring Global Trends in Tuberculosis Incidence Rates - with `GetTBinR`](https://www.samabbott.co.uk/post/intro-gettbinr/),127,FALSE,NA,### R in the Real World,link,2018-1-22
![Exploring Global Trends in Tuberculosis Incidence Rates - with `GetTBinR`](https://www.samabbott.co.uk/post/2018-01-15-intro-tb-getTBinR_files/figure-html/plot-tb-inc-high-inc-1.png),184,FALSE,NA,### R in the Real World,image,2018-1-22
+ [Nylon Calculus: How have team offensive play types changed?](https://fansided.com/2018/01/16/nylon-calculus-team-offensive-play-types-changed/),146,FALSE,NA,### R in the Real World,link,2018-1-22
![Nylon Calculus: How have team offensive play types changed?](https://imagesvc.timeincapp.com/v3/fan/image?url=https://fansided.com/wp-content/blogs.dir/229/files/2018/01/thunder_plays.jpg&w=1090),197,FALSE,NA,### R in the Real World,image,2018-1-22
"+ [Exploring Japan's Postwar Economic Miracle with `gganimate`, `tweenr`, & `highcharter`!](https://ryo-n7.github.io/2018-01-12-japan-postwar-economic-recovery/)",161,FALSE,NA,### R in the Real World,link,2018-1-22
+ [My Ancestors' Longevity](https://genesandhistory.wordpress.com/2018/01/16/my-ancestors-longevity/),101,FALSE,NA,### R in the Real World,link,2018-1-22
+ [Self-driving cars and the impact of Motor Accidents on Mortality – The Case of South Africa](http://ronaldrichman.co.za/2018/01/19/self-driving-cars-and-the-impact-of-motor-accidents-on-mortality-the-case-of-south-africa/),225,FALSE,NA,### R in the Real World,link,2018-1-22
+ [Where did the most crashes involving bikes occur?](http://www.simoncoulombe.com/2018/01/16/where-did-the-most-crashes-involving-bikes-occur/),144,FALSE,NA,### R in the Real World,link,2018-1-22
+ [Creating an interactive map of Canadian election results from messy data](https://www.simoncoulombe.com/2018/01/15/creating-an-interactive-map-of-canadian-election-results-from-messy-data/),192,FALSE,NA,### R in the Real World,link,2018-1-22
+ [UFO Sightings Analysis](https://brennonborbon.wordpress.com/2018/01/20/ufo-sightings-analysis/),98,FALSE,NA,### R in the Real World,link,2018-1-22
+ [The Friday #rstats PuzzleR : 2018-01-19](https://rud.is/b/2018/01/19/the-friday-rstats-puzzler-2018-01-19/),110,FALSE,NA,### R in the Real World,link,2018-1-22
+ [Recap of rOpenSci's ozunconf – October 2017 in Melbourne](https://www.r-consortium.org/blog/2018/01/17/recap-ropenscis-ozunconf-october-2017-melbourne),154,FALSE,NA,###  R in Organizations,link,2018-1-22
+ [Registration and talk proposals now open for useR!2018](http://blog.revolutionanalytics.com/2018/01/user2018-reg-open.html),126,FALSE,NA,###  R in Organizations,link,2018-1-22
+ [diceR: an R package for class discovery using an ensemble driven approach](https://link.springer.com/epdf/10.1186/s12859-017-1996-y?author_access_token=KomHe9QDFfJ_X-eOh1FeK2_BpE1tBhCbnbw3BuzI2ROfzv9z94cjHSpLwm63deDBdyqr0PKFT3ZTpIs9gSBWKU18t-ijb6dwPoOQRyvPhDCwR_LDwiT_bC5OdSUACCuvAJEbcB2IgctB2EXCFZumlA%3D%3D),312,FALSE,NA,###  R in Academia,link,2018-1-22
+ [Policy on Publishing Code: Encouraging Good Practice to Ensure Quality](https://methodsblog.wordpress.com/2018/01/16/publishing-code/),137,FALSE,NA,###  R in Academia,link,2018-1-22
"+ [Reproducible, flexible and high throughput data extraction from primary literature: The `metaDigitise` R package](https://www.biorxiv.org/content/early/2018/01/15/247775)",173,FALSE,NA,###  R in Academia,link,2018-1-22
"<p class=""added-hostname""><a href=""https://rweekly.org/live"" target=""_blank"" class=""externalLink"">📦 <i>Go Live for More New Pkgs</i> 📦</a></p>",142,FALSE,NA,###  New Packages,unid,2018-1-22
**CRAN**,8,FALSE,NA,###  New Packages,unid,2018-1-22
"+  [tinytex](https://yihui.name/tinytex/) - A lightweight, cross-platform, portable, and easy-to-maintain LaTeX distribution based on TeX Live",142,FALSE,NA,###  New Packages,unid,2018-1-22
"+ [future.apply](https://cran.r-project.org/package=future.apply) - Apply Function to Elements in Parallel using Futures.  Use `future_lapply()` and `future_sapply()` to `lapply()` and `sapply()` sequentially, in parallel, distributed on local/remote cluster, via HPC scheduler, using the exact same R code everywhere. Works on Linux, macOS, and Windows.",354,FALSE,NA,###  New Packages,link,2018-1-22
+ [greta](https://greta-dev.github.io/greta/) - Simple and scalable statistical modelling in R.,95,FALSE,NA,###  New Packages,link,2018-1-22
![greta](https://greta-dev.github.io/greta/figures/full_graph.png),66,FALSE,NA,###  New Packages,image,2018-1-22
+ [palmtree](https://cran.r-project.org/web/packages/palmtree/index.html) - Partially Additive (Generalized) Linear Model Trees,127,FALSE,NA,###  New Packages,link,2018-1-22
+ [model4you](https://cran.r-project.org/web/packages/model4you/index.html) - Stratified and Personalised Models Based on Model-Based Trees and Forests,151,FALSE,NA,###  New Packages,link,2018-1-22
+ [MCMCvis](https://lynchlab.com/2018/01/18/check-your-prior-posterior-overlap-ppo-mcmc-wrangling-in-r-made-easy-with-mcmcvis/) - Check your prior posterior overlap (PPO) – MCMC wrangling in R made easy,202,FALSE,NA,###  New Packages,link,2018-1-22
**GitHub only**,15,FALSE,NA,###  New Packages,unid,2018-1-22
+  [adventr](http://milton-the-cat.rocks/home/adventr.html) -  an R package for An Adventure in Statistics,106,FALSE,NA,###  New Packages,unid,2018-1-22
+ [offensiveR](https://github.com/EmilHvitfeldt/offensiveR) - R package that checks for offensive words in texts and documents,126,FALSE,NA,###  New Packages,link,2018-1-22
+ [cividis](https://github.com/marcosci/cividis) - Implementation of the Matplolib 'viridis' color map in R.,108,FALSE,NA,###  New Packages,link,2018-1-22
![cividis](https://raw.githubusercontent.com/marcosci/cividis/2ab965f946116d5ff7b415316dce30312c09de9c/README-unnamed-chunk-10-1.png),133,FALSE,NA,###  New Packages,image,2018-1-22
+ [read.so](https://github.com/alistaire47/read.so) - Read Tables from Stack Overlow Questions into R.,102,FALSE,NA,###  New Packages,link,2018-1-22
+ [qualtRics](https://github.com/JasperHG90/qualtRics) - Download qualtrics survey data directly into R!,104,FALSE,NA,###  New Packages,link,2018-1-22
+ [markovifyR](https://github.com/abresler/markovifyR) - Markovify wrapper for R.,81,FALSE,NA,###  New Packages,link,2018-1-22
"+ [opencage 0.1.4](https://cran.r-project.org/web/packages/opencage/index.html): Tool for accessing the OpenCage API, which provides forward geocoding (from placename to longitude and latitude) and reverse geocoding (from longitude and latitude to placename).",259,FALSE,NA,### Package Releases,link,2018-1-22
"+ [bcmaps 0.17.0](https://cran.r-project.org/web/packages/bcmaps/news.html) - New open data layer, British Columbia cities & other improvements.",144,FALSE,NA,### Package Releases,link,2018-1-22
"+ [text2vec 0.5.1](https://github.com/dselivanov/text2vec/blob/53f9da214e9726fc3c8a92b0dd638938176c5e5a/NEWS.md) - Fast vectorization, topic modeling, distances and GloVe word embeddings in R",191,FALSE,NA,### Package Releases,link,2018-1-22
+ [RcppMsgPack 0.2.1](http://dirk.eddelbuettel.com/blog/2018/01/16#rcppmsgpack_0.2.1) - MsgPack Headers for R,109,FALSE,NA,### Package Releases,link,2018-1-22
+ [digest 0.6.14](http://dirk.eddelbuettel.com/blog/2018/01/14#digest_0.6.14) - digest provides `hash` function summaries for GNU R objects,139,FALSE,NA,### Package Releases,link,2018-1-22
+ [Microsoft R Open 3.4.3 ](http://blog.revolutionanalytics.com/2018/01/microsoft-r-open-343-now-available.html),112,FALSE,NA,### Package Releases,link,2018-1-22
"+ [Whole game](https://www.youtube.com/watch?v=go5Au01Jrvs) - Briefly showing the ""whole game"" of data analysis.",112,FALSE,NA,###  Videos and Podcasts,link,2018-1-22
"+ [rOpenSci community calls](http://communitycalls.ropensci.org/): recordings, notes and blog posts from past community calls on various R and R community topics.",162,FALSE,NA,###  Resources,link,2018-1-22
"+ [R Shiny application to scrape payments to governments reports data from PDF files, based on rOpenSci `tabulizer` Tabula R package](https://github.com/NRGI/pdf-scraper)",170,FALSE,NA,###  Resources,link,2018-1-22
+ [A Shiny interactive web application to quantify how robust inferences are to potential sources of bias (sensitivity analysis) ](https://jrosen48.github.io/blog/a-shiny-interactive-web-application-to-quantify-how-robust-inferences-are-to-potential-sources-of-bias-sensitivity-analysis/),288,FALSE,NA,###  Resources,link,2018-1-22
+ [Bingo card generator](https://daattali.com/shiny/bingo/),59,FALSE,NA,###  Resources,link,2018-1-22
