value,nchar,section_lookup,section_title,section,type,issue
---,3,FALSE,NA,NA,unid,2019-09-09
"title: R Weekly 2019-36 PDF tables, tvthemes & Rstudio themes",61,FALSE,NA,NA,unid,2019-09-09
description: Weekly News in the R Community.,44,FALSE,NA,NA,unid,2019-09-09
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,NA,unid,2019-09-09
---,3,FALSE,NA,NA,unid,2019-09-09
+ [Making tables in PDF using R: A guide on making tables in PDF using RMarkdown and LaTeX.](https://sharleenw.rbind.io/post/tables_in_pdf/making-pdf-tables-in-r/),163,FALSE,NA,###  Highlight,link,2019-09-09
"+ [{tvthemes 1.0.0} is on CRAN: Code improvements, Kim Possible, Stannis Baratheon, Hilda palettes/themes, and more!](https://ryo-n7.github.io/2019-09-06-tvthemes-CRAN-announcement/)",182,FALSE,NA,###  Highlight,link,2019-09-09
+ [A curated list of RStudio themes found on Github](https://github.com/mkearney/rstudiothemes),95,FALSE,NA,###  Highlight,link,2019-09-09
+ [Data Chats: From Physics student to Data Science Consultant](https://martinctc.github.io/blog/data-chats-from-physics-student-to-data-science-consultant/),157,FALSE,NA,### Insights,link,2019-09-09
+ [A shallow benchmark of R data frame export/import methods ](https://data.nozav.org/post/2019-r-data-frame-benchmark/),120,FALSE,NA,### Insights,link,2019-09-09
+ [Simulating the Rugby World Cup 2019 Japan in R](http://statsonthe.cloud/2019/09/06/simulating-the-rugby-world-cup-2019-japan-in-r/),134,FALSE,NA,### R in the Real World,link,2019-09-09
+ [Public Data Dive: Canada's Elections](https://fishandwhistle.net/post/2019/public-data-dive-elections-canada/),113,FALSE,NA,### R in the Real World,link,2019-09-09
+ [A curated list of RStudio themes found on Github](https://github.com/mkearney/rstudiothemes),95,FALSE,NA,###  Resources,link,2019-09-09
"<p class=""added-hostname""><a href=""https://rweekly.org/live"" target=""_blank"" class=""externalLink"">📦 <i>Go Live for More New Pkgs</i> 📦</a></p>",142,FALSE,NA,###  New Packages,unid,2019-09-09
**CRAN**,8,FALSE,NA,###  New Packages,unid,2019-09-09
+ [{ggpointdensity 0.1.0}: A cross between a scatter plot and a 2D density plot](https://github.com/LKremer/ggpointdensity),123,FALSE,NA,###  New Packages,link,2019-09-09
![{ggpointdensity 0.1.0}: A cross between a scatter plot and a 2D density plot](https://raw.githubusercontent.com/rweekly/image/master/2019-09-09/geom_pointdensity2.png),169,FALSE,NA,###  New Packages,image,2019-09-09
+ [{distributions3 0.1.1}: Provides a generic function interface to probability distributions](https://www.alexpghayes.com/blog/announcing-the-distributions3-package/),167,FALSE,NA,###  New Packages,link,2019-09-09
+ [{tvthemes 1.0.0}: TV Show Themes and Color Palettes for 'ggplot2' Graphics](https://cran.r-project.org/package=tvthemes),123,FALSE,NA,###  New Packages,link,2019-09-09
+ [{ggraph 2.0.0}: An extension of ggplot2 that implements an extended grammar for relational data](https://www.data-imaginist.com/2019/1-giraffe-2-giraffe-go/),160,FALSE,NA,###  New Packages,link,2019-09-09
**GitHub or Bitbucket**,23,FALSE,NA,###  New Packages,unid,2019-09-09
+ [{loadtest}: Automates performance testing of ML models and summarizes the results in a dashboard](https://github.com/tmobile/loadtest),137,FALSE,NA,###  New Packages,link,2019-09-09
"+ [getTBinR - more tuberculosis data, ggplot2 best practices and bug fixes](https://www.samabbott.co.uk/post/gettbinr-7-0/)",123,FALSE,NA,### Updated Packages,link,2019-09-09
"![getTBinR - more tuberculosis data, ggplot2 best practices and bug fixes](https://raw.githubusercontent.com/rweekly/image/master/2019-09-09/storyboard-7-0.png)",160,FALSE,NA,### Updated Packages,image,2019-09-09
+ [{GSODR 2.0.0}](https://docs.ropensci.org/GSODR/index.html),61,FALSE,NA,### Updated Packages,link,2019-09-09
+ [{ghibli 0.3.0}](https://ewenme.github.io/ghibli/),52,FALSE,NA,### Updated Packages,link,2019-09-09
+ [{bench 1.0.4}](http://bench.r-lib.org/),42,FALSE,NA,### Updated Packages,link,2019-09-09
+ [#TidyTuesday Podcast #2: Moore's Law](https://tidytuesday.fireside.fm/2),75,FALSE,NA,###  Videos and Podcasts,link,2019-09-09
+ [How to do Tamil Text Analysis & NLP in R](https://www.programmingwithr.com/how-to-do-tamil-text-analysis-nlp-in-r/),118,FALSE,NA,### R Internationally,link,2019-09-09
+ [Making pretty note boxes: A div tip for all occasions](http://desiree.rbind.io/post/2019/making-tip-boxes-with-bookdown-and-rmarkdown/),138,FALSE,NA,###  Tutorials,link,2019-09-09
+ [Turn your Reports into Functions!](https://daranzolin.github.io/2019-09-03-reports-as-functions/),100,FALSE,NA,###  Tutorials,link,2019-09-09
+ [Making tables in PDF using R: A guide on making tables in PDF using RMarkdown and LaTeX.](https://sharleenw.rbind.io/post/tables_in_pdf/making-pdf-tables-in-r/),163,FALSE,NA,###  Tutorials,link,2019-09-09
"+ [{tvthemes 1.0.0} is on CRAN: Code improvements, Kim Possible, Stannis Baratheon, Hilda palettes/themes, and more!](https://ryo-n7.github.io/2019-09-06-tvthemes-CRAN-announcement/)",182,FALSE,NA,###  Tutorials,link,2019-09-09
"![{tvthemes 1.0.0} is on CRAN: Code improvements, Kim Possible, Stannis Baratheon, Hilda palettes/themes, and more!](https://raw.githubusercontent.com/rweekly/image/master/2019-09-09/tvthemes_v1plot2.png)",204,FALSE,NA,###  Tutorials,image,2019-09-09
+ [UCSCXenaTools: Retrieve Gene Expression and Clinical Information from UCSC Xena for Survival Analysis](https://ropensci.org/technotes/2019/09/06/ucscxenatools-surv/),168,FALSE,NA,###  Tutorials,link,2019-09-09
