value,nchar,section_lookup,section_title,type,issue
---,3,FALSE,NA,unid,2016-5-30
layout: post,12,FALSE,NA,unid,2016-5-30
title: Issue 1,14,FALSE,NA,unid,2016-5-30
description: Weekly News in R Community.,40,FALSE,NA,unid,2016-5-30
---,3,FALSE,NA,unid,2016-5-30
Hello and welcome to the new issue of **R Weekly**!,51,FALSE,NA,unid,2016-5-30
<!--A Beginner's Guide to Travis-CI for R](http://juliasilge.com/blog/Beginners-Guide-to-Travis/)-->,100,FALSE,#### Tutorials,unid,2016-5-30
+ [The R Data I/O Shootout](http://blog.dominodatalab.com/the-r-data-i-o-shootout/),83,FALSE,#### Tutorials,link,2016-5-30
+ [Jupyter and conda for R](https://www.continuum.io/blog/developer/jupyter-and-conda-r),88,FALSE,#### Tutorials,link,2016-5-30
[![conda-r](https://www.continuum.io/sites/default/files/conda-jupyter-irkernel-slides-1.png)](https://www.continuum.io/blog/developer/jupyter-and-conda-r),155,FALSE,#### Tutorials,unid,2016-5-30
+ [R for web analysts](http://www.eanalytica.com/r-for-web-analysts/),69,FALSE,#### Tutorials,link,2016-5-30
+ [Interactive Heat Maps for R](http://moderndata.plot.ly/interactive-heat-maps-for-r/),87,FALSE,#### Tutorials,link,2016-5-30
+ [Use H2O and data.table to build models on large data sets in R](http://www.analyticsvidhya.com/blog/2016/05/h2o-data-table-build-models-large-data-sets/),156,FALSE,#### Tutorials,link,2016-5-30
[![h2o-data.table](https://cdn.rawgit.com/rweekly/image/master/BruceZhao-Friday/h2o-data.table.png)](http://www.analyticsvidhya.com/blog/2016/05/h2o-data-table-build-models-large-data-sets/),190,FALSE,#### Tutorials,unid,2016-5-30
+ [Taking your data to go with R packages](http://www.davekleinschmidt.com/r-packages/),87,FALSE,#### Tutorials,link,2016-5-30
+ [a Little Book of R for Bayesian Statistics](http://a-little-book-of-r-for-bayesian-statistics.readthedocs.io/en/latest/),123,FALSE,#### Tutorials,link,2016-5-30
+ [Understanding Bayesian A/B testing (using baseball statistics)](http://varianceexplained.org/r/bayesian_ab_baseball/),120,FALSE,#### R in the Real World,link,2016-5-30
+ [Visual contrast of two robust regression methods](https://ellisp.github.io/blog/2016/05/22/robust-regression),112,FALSE,#### R in the Real World,link,2016-5-30
"+ [Win, Lose, or Draw: where and why do NBA fans spend their money?](http://blog.stattleship.com/win-lose-or-draw-where-and-why-do-nba-fans-spend-their-money-2/)",161,FALSE,#### R in the Real World,link,2016-5-30
+ [Data sanity checks: Data Proofer (and R analogues?)](http://civilstat.com/2016/05/data-sanity-checks-data-proofer-and-r-analogues/),134,FALSE,#### R in the Real World,link,2016-5-30
+ [Improving your average: using R to beef up Average Time on Page](https://gdsdata.blog.gov.uk/2016/05/13/improving-your-average-using-r-to-beef-up-average-time-on-page/),171,FALSE,#### R in the Real World,link,2016-5-30
+ [Predictive Maintenance for Aircraft Engines](http://blog.revolutionanalytics.com/2016/05/predictive-maintenance-r-code.html),127,FALSE,#### R in the Real World,link,2016-5-30
+ [Integrating R with Apache Hadoop](http://datascienceplus.com/integrating-r-with-apache-hadoop/),98,FALSE,#### R in the Real World,link,2016-5-30
+ [Using R and Python for Common SAS Functions](https://blog.dominodatalab.com/using-r-and-python-for-common-sas-functions/),124,FALSE,#### R in the Real World,link,2016-5-30
+ [Paper: How the R Community Creates and Curates Knowledge](http://keg.cs.uvic.ca/pubs/zagalsky-MSR2016.pdf),109,FALSE,#### R in Academia,link,2016-5-30
+ [rOpenSci Biweekly](https://ropensci.github.io/biweekly/update-2016-05-23/),77,FALSE,#### R in Academia,link,2016-5-30
