value,nchar,section_lookup,section_title,section,type,issue
---,3,FALSE,NA,NA,unid,2017-07-31
"title: R Weekly 2017-31 Advanced R, Signing Packages, Spark of Stats",68,FALSE,NA,NA,unid,2017-07-31
description: Weekly News in the R Community.,44,FALSE,NA,NA,unid,2017-07-31
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,NA,unid,2017-07-31
---,3,FALSE,NA,NA,unid,2017-07-31
+ [notary - Signing & Verification of R Packages](http://ropensci.org/blog/blog/2017/07/25/notary),98,FALSE,NA,###  Highlight,link,2017-07-31
+ [Book - Advanced R](http://adv-r.hadley.nz/) - New chapters! Work-in-progress 2nd edition.,92,FALSE,NA,###  Highlight,link,2017-07-31
+ [Asking R questions](http://f.briatte.org/r/asking-r-questions),65,FALSE,NA,### Insights,link,2017-07-31
+ [One month as a procrastinator on Stack Overflow](https://privefl.github.io/blog/one-month-as-a-procrastinator-on-stack-overflow/),132,FALSE,NA,### Insights,link,2017-07-31
+ [Code: Simplicity or Speed?](https://www.symbolix.com.au/blog-main/xesf7gnkfwhajmrdwgft68hma8kklf),100,FALSE,NA,### Insights,link,2017-07-31
+ [notary - Signing & Verification of R Packages](http://ropensci.org/blog/blog/2017/07/25/notary),98,FALSE,NA,### Insights,link,2017-07-31
+ [The spark of statistics](http://joncalder.co.za/2017-07-26-the-spark-of-statistics/),87,FALSE,NA,### Insights,link,2017-07-31
+ [Advocating for Open Policing with sparklyr and Shiny](https://ewenme.rbind.io/blog/2017-07-27-open_policing_sparklyr_shiny/),127,FALSE,NA,###  R in the Real World,link,2017-07-31
![Advocating for Open Policing with sparklyr and Shiny](https://raw.githubusercontent.com/rweekly/image/master/2017-03/stop_20trend_20plot-1.png),145,FALSE,NA,###  R in the Real World,image,2017-07-31
+ [When Babe Ruth met Kandinsky](https://www.mytinyshinys.com/2017/07/27/kandinsky),83,FALSE,NA,###  R in the Real World,link,2017-07-31
"+ [Analyzing ""Wait-Delay"" Settings in Common Crawl robots.txt Data with R](https://rud.is/b/2017/07/28/analyzing-wait-delay-settings-in-common-crawl-robots-txt-data-with-r/)",173,FALSE,NA,###  R in the Real World,link,2017-07-31
