value,nchar,section_lookup,section_title,section,type,issue
---,3,FALSE,NA,NA,unid,2019-08-19
"title: R Weekly 2019-33 {golem}, {RinteRface}, and Giraffes",59,FALSE,NA,NA,unid,2019-08-19
description: Weekly News in the R Community.,44,FALSE,NA,NA,unid,2019-08-19
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,NA,unid,2019-08-19
---,3,FALSE,NA,NA,unid,2019-08-19
"This week's release was curated by [Colin Fay](https://twitter.com/_colinfay), with help from the RWeekly team members and contributors.",136,FALSE,NA,NA,unid,2019-08-19
Release Date: 2019-08-19,24,FALSE,NA,NA,unid,2019-08-19
+ [golem: A Framework for Robust Shiny Applications](https://CRAN.R-project.org/package=golem),94,FALSE,NA,###  Highlight,link,2019-08-19
+ [Episode 4: The RinteRface packages for production-ready Shiny UI](https://shinydevseries.com/post/episode-4-rinterface/),123,FALSE,NA,###  Highlight,link,2019-08-19
"+ [Teacups, Giraffes, and Statistics](https://tinystats.github.io/teacups-giraffes-and-statistics/index.html)",109,FALSE,NA,###  Highlight,link,2019-08-19
+ [Can we use a neural network to generate R Shiny code?  Let's find out! ](https://appsilon.com/generate-shiny-code-with-rnn/),127,FALSE,NA,### Insights,link,2019-08-19
+ [In search of the perfect partial dependence plot for Random Forests ](https://sethdobson.netlify.com/2019/08/08/in-search-of-the-perfect-partial-plot/),154,FALSE,NA,### Insights,link,2019-08-19
"+ [2 Months in 2 Minutes – rOpenSci News, August 2019](https://www.r-bloggers.com/2-months-in-2-minutes-ropensci-news-august-2019/)",131,FALSE,NA,### Insights,link,2019-08-19
+ [Prepping data for #rstats #tidyverse and a priori planning](http://www.christopherlortie.info/prepping-data-for-rstats-tidyverse-and-a-priori-planning/),155,FALSE,NA,### Insights,link,2019-08-19
+ [R Community Explorer](https://www.r-consortium.org/blog/2019/08/12/r-community-explorer),91,FALSE,NA,### Insights,link,2019-08-19
"<img src = ""https://github.com/rweekly/image/raw/master/2019/33/rviews_rladies.png"" width = ""600px"">",100,FALSE,NA,### Insights,unid,2019-08-19
+ [Themes to Improve Your ggplot Figures](https://rfortherestofus.com/2019/08/themes-to-improve-your-ggplot-figures/),117,FALSE,NA,### Insights,link,2019-08-19
+ [Really Large Numbers in R](https://theautomatic.net/2019/08/16/really-large-numbers-in-r/),93,FALSE,NA,### Insights,link,2019-08-19
+ [Cyclists – London Ride 100 – Analysis for riders and clubs using Shiny/R](https://nk761.wordpress.com/2019/08/13/cyclists-london-ride-100-analysis-for-riders-and-clubs-using-shiny-r/),186,FALSE,NA,### R in the Real World,link,2019-08-19
"<img src = ""https://github.com/rweekly/image/raw/master/2019/33/startvsfinish-no-filters.png"" width = ""600px"">",110,FALSE,NA,### R in the Real World,unid,2019-08-19
"+ [Using Data to Uncover the Smog: Jakarta Air Quality, 2016–2019](https://medium.com/numera-loka/using-data-to-uncover-the-smog-jakarta-air-quality-2016-2019-d3f7eb708f04)",172,FALSE,NA,### R in the Real World,link,2019-08-19
+ [Six Reasons to Consider Using R in Psychological Research](https://psyarxiv.com/8mb6d/),90,FALSE,NA,###  R in Academia,link,2019-08-19
+ [Insurance Data Science : Text](https://freakonometrics.hypotheses.org/58281),79,FALSE,NA,###  Resources,link,2019-08-19
"<p class=""added-hostname""><a href=""https://rweekly.org/live"" target=""_blank"" class=""externalLink"">📦 <i>Go Live for More New Pkgs</i> 📦</a></p>",142,FALSE,NA,###  New Packages,unid,2019-08-19
**CRAN**,8,FALSE,NA,###  New Packages,unid,2019-08-19
+ [golem: A Framework for Robust Shiny Applications](https://CRAN.R-project.org/package=golem),94,FALSE,NA,###  New Packages,link,2019-08-19
**GitHub or Bitbucket**,23,FALSE,NA,###  New Packages,unid,2019-08-19
+ [objectremover RStudio Addin](https://alan-y.netlify.com/post/objectremover-rstudio-addin/),93,FALSE,NA,###  New Packages,link,2019-08-19
+ [Introducing the `minipdf` package for writing raw PDFs](https://coolbutuseless.github.io/2019/08/14/introducing-the-minipdf-package-for-writing-raw-pdfs/),157,FALSE,NA,###  New Packages,link,2019-08-19
+ [report — Automated reporting of statistical models in R](https://github.com/easystats/report),96,FALSE,NA,###  New Packages,link,2019-08-19
+ [{ggtext}: Improved text rendering support for {ggplot2}](https://github.com/clauswilke/ggtext),97,FALSE,NA,###  New Packages,link,2019-08-19
