value,nchar,section_lookup,section_title,section,type,issue
---,3,FALSE,NA,NA,unid,2019-09-02
"title: R Weekly 2019-35 feasts, Tidy Tuesday, NYT",49,FALSE,NA,NA,unid,2019-09-02
description: Weekly News in the R Community.,44,FALSE,NA,NA,unid,2019-09-02
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,NA,unid,2019-09-02
---,3,FALSE,NA,NA,unid,2019-09-02
+ [NYT-style urban heat island maps](https://www.katiejolly.io/blog/2019-08-28/nyt-urban-heat),94,FALSE,NA,###  Highlight,link,2019-09-02
+ [{feasts}: Feature extraction and statistics for time series](https://www.mitchelloharawild.com/blog/feasts/),111,FALSE,NA,###  Highlight,link,2019-09-02
+ [#TidyTuesday Screencast: The Simpsons guest stars - David Robinson](https://t.co/Zw763ENYOq?amp=1),101,FALSE,NA,###  Highlight,link,2019-09-02
"+ [R Consortium Community Grants and Sponsorships Top USD $1,000,000](https://www.r-consortium.org/announcement/2019/08/28/r-consortium-community-grants-and-sponsorships-top-usd-1000000)",186,FALSE,NA,###  Highlight,link,2019-09-02
+ [Using rOpenSci Software Peer Review Guidelines for Teaching](https://ropensci.org/blog/2019/08/27/software-peer-review-guidelines-for-teaching/),147,FALSE,NA,### Insights,link,2019-09-02
+ [It is Time for CRAN to Ban Package Ads](http://www.win-vector.com/blog/2019/08/it-is-time-for-cran-to-ban-package-ads/),122,FALSE,NA,### Insights,link,2019-09-02
+ [Why R?](http://www.win-vector.com/blog/2019/08/why-r/),57,FALSE,NA,### Insights,link,2019-09-02
"+ [So, how come we can use TensorFlow from R?](https://blogs.rstudio.com/tensorflow/posts/2019-08-29-using-tf-from-r/)",118,FALSE,NA,### Insights,link,2019-09-02
+ [NYT-style urban heat island maps](https://www.katiejolly.io/blog/2019-08-28/nyt-urban-heat),94,FALSE,NA,### R in the Real World,link,2019-09-02
![NYT-style urban heat island maps](https://raw.githubusercontent.com/rweekly/image/master/2019-09-02/nytmap.png),113,FALSE,NA,### R in the Real World,image,2019-09-02
+ [Geographic projections and transformations](https://geocompr.github.io/post/2019/crs-projections-transformations/),117,FALSE,NA,### R in the Real World,link,2019-09-02
+ [A tutorial for tidying UK Office for National Statistics data files for use in R](http://lesscrime.info/post/cleaning-ons-data/),131,FALSE,NA,### R in the Real World,link,2019-09-02
+ [How tennis has changed over time](https://rafaelmenmell.netlify.com/2019/08/28/how-tennis-has-changed-over-time/),116,FALSE,NA,### R in the Real World,link,2019-09-02
![How tennis has changed over time](https://raw.githubusercontent.com/rweekly/image/master/2019/35/tennis.png),110,FALSE,NA,### R in the Real World,image,2019-09-02
+ [Bigram Analysis of Democratic Debates](https://rlang.io/bigram-analysis-of-democratic-debates/),98,FALSE,NA,### R in the Real World,link,2019-09-02
+ [Building a Recommender System with Beer Data](https://datadiarist.github.io/post/building-a-recommendation-system-with-beer-data/),133,FALSE,NA,### R in the Real World,link,2019-09-02
![Building a Recommender System with Beer Data](https://raw.githubusercontent.com/rweekly/image/master/2019/35/beer.png),120,FALSE,NA,### R in the Real World,image,2019-09-02
+ [rstudio::conf(2020) Diversity and international scholarships](https://blog.rstudio.com/2019/08/30/diversity-scholarships/),125,FALSE,NA,###  R in Organizations,link,2019-09-02
"+ [R Consortium Community Grants and Sponsorships Top USD $1,000,000](https://www.r-consortium.org/announcement/2019/08/28/r-consortium-community-grants-and-sponsorships-top-usd-1000000)",186,FALSE,NA,###  R in Organizations,link,2019-09-02
"+ [Studying Politics on and with Wikipedia Workshop - Denis Cohen, Nick Baumann, & Simon Munzert](https://www.mzes.uni-mannheim.de/socialsciencedatalab/article/studying-politics-wikipedia/)",189,FALSE,NA,###  R in Academia,link,2019-09-02
"+ [nflWAR: a reproducible method for offensive player evaluation in football- Yurko, R., Ventura, S. & Horowitz, M. (2019). nflWAR: a reproducible method for offensive player evaluation in football. Journal of Quantitative Analysis in Sports, 15(3), pp. 163-183.](https://www.degruyter.com/view/j/jqas.2019.15.issue-3/jqas-2018-0010/jqas-2018-0010.xml)",352,FALSE,NA,###  R in Academia,link,2019-09-02
![nflWAR](https://raw.githubusercontent.com/rweekly/image/master/2019-09-02/nflscrapr.jpg),90,FALSE,NA,###  R in Academia,image,2019-09-02
