value,nchar,section_lookup,section_title,section,type,issue
---,3,FALSE,NA,NA,unid,2020-03-09
"title: R Weekly 2020-10 golem, Celebration2020, Patchwork",57,FALSE,NA,NA,unid,2020-03-09
description: Weekly News in the R Community,43,FALSE,NA,NA,unid,2020-03-09
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,NA,unid,2020-03-09
---,3,FALSE,NA,NA,unid,2020-03-09
+ [{golem} v 0.2.1](https://cran.r-project.org/web/packages/golem/index.html),77,FALSE,NA,###  Highlight,link,2020-03-09
+ [Celebration2020 – A great get together to celebrate 20 years of R-1.0.0](https://mail-wolf.de/?p=4612),105,FALSE,NA,###  Highlight,link,2020-03-09
+ [Patchwork R package goes nerd viral](https://www.littlemissdata.com/blog/patchwork),86,FALSE,NA,###  Highlight,link,2020-03-09
+ [Celebration2020 – A great get together to celebrate 20 years of R-1.0.0](https://mail-wolf.de/?p=4612),105,FALSE,NA,### Insights,link,2020-03-09
+ [Using R: 10 years with R](https://onunicornsandgenes.blog/2020/03/01/using-r-10-years-with-r/),97,FALSE,NA,### Insights,link,2020-03-09
+ [Alternatives to reporting a p-value: the case of a contingency table](https://www.rdatagen.net/post/to-report-a-p-value-or-not-the-case-of-a-contingency-table/),163,FALSE,NA,### Insights,link,2020-03-09
+ [Drawdowns by the data](https://osm.netlify.com/post/drawdowns/),66,FALSE,NA,### Insights,link,2020-03-09
+ [2020 Democratic Primaries](https://austinwehrwein.com/dnc2020/),66,FALSE,NA,### Insights,link,2020-03-09
+ [Decision Boundary for a Series of Machine Learning Models](https://lf0.com/post/machine-learning-boundary-conditions/machine-learning-boundary-conditions/),158,FALSE,NA,### Insights,link,2020-03-09
+ [A SHINY QUIZ APP ABOUT THE RUSSIAN INFLUENCE CAMPAIGN BEFORE THE 2016 US ELECTIONS](http://skranz.github.io//r/2020/03/05/fbiraquiz.html),140,FALSE,NA,### R in the Real World,link,2020-03-09
+ [Predicting the video game hype train - Playing around with Naïve Bayesian Learning](https://rcrastinate.rbind.io/post/naive-bayesian-learning-video-games/),158,FALSE,NA,### R in the Real World,link,2020-03-09
+ [COVID-19 epidemiology with R](https://rviews.rstudio.com/2020/03/05/covid-19-epidemiology-with-r/),101,FALSE,NA,### R in the Real World,link,2020-03-09
"+ [When does ""garbage time"" in an start in an NBA game? ](https://jtcies.com/2020/03/when-does-garbage-time-start/)",115,FALSE,NA,### R in the Real World,link,2020-03-09
+ [Modeling roll call voting behavior in the US House](https://www.jtimm.net/2020/02/11/modeling-roll-call-voting-behavior/),124,FALSE,NA,### R in the Real World,link,2020-03-09
"<img src = ""https://github.com/rweekly/image/raw/master/2020/rollcall.png"" width = ""500px"" align = ""center"">",108,FALSE,NA,### R in the Real World,unid,2020-03-09
