value,nchar,section_lookup,section_title,section,type,issue
---,3,FALSE,NA,NA,unid,2018-12-31
"title: R Weekly 2018-53 vroom, Classification",45,FALSE,NA,NA,unid,2018-12-31
description: Weekly News in the R Community.,44,FALSE,NA,NA,unid,2018-12-31
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,NA,unid,2018-12-31
---,3,FALSE,NA,NA,unid,2018-12-31
+ [vroom](https://github.com/jimhester/vroom#readme) - An experiment with lazily reading indexed files,102,FALSE,NA,###  Highlight,link,2018-12-31
+ [Text classification with tidy data principles](https://juliasilge.com/blog/tidy-text-classification/),104,FALSE,NA,###  Highlight,link,2018-12-31
+ [My #Best9of2018 tweets](https://masalmon.eu/2018/12/28/best9of2018/),71,FALSE,NA,### Insights,link,2018-12-31
+ [On Marketing (on Social Media)](https://yihui.name/en/2018/12/social-media-marketing/),89,FALSE,NA,### Insights,link,2018-12-31
+ [On Disagreement](https://yihui.name/en/2018/12/on-disagreement/),67,FALSE,NA,### Insights,link,2018-12-31
+ [Clustering the Bible](http://blog.ephorie.de/clustering-the-bible),69,FALSE,NA,### R in the Real World,link,2018-12-31
![Clustering the Bible](https://github.com/rweekly/image/raw/master/2018/372px-Relationship_between_synoptic_gospels-en.svg_.png),129,FALSE,NA,### R in the Real World,image,2018-12-31
"+ [Tidy text, parts of speech, and unique words in the Bible](https://www.andrewheiss.com/blog/2018/12/26/tidytext-pos-john/)",125,FALSE,NA,### R in the Real World,link,2018-12-31
+ [How to realise plots and wordclouds on the bibliographic references gathered during my PhD thesis](https://marionlouveaux.fr/blog/bibliography-analysis/),156,FALSE,NA,### R in the Real World,link,2018-12-31
+ [Use R and parts-of-speech tagging to explore the Qur'an in Arabic](https://www.andrewheiss.com/blog/2018/12/28/tidytext-pos-arabic/),135,FALSE,NA,### R in the Real World,link,2018-12-31
+ [Rolling Origins and Fama French](https://rviews.rstudio.com/2018/12/26/rolling-origins-and-fama-french/),107,FALSE,NA,### R in the Real World,link,2018-12-31
+ [Certifiably Gone Phishing](https://rud.is/b/2018/12/23/certifiably-gone-phishing/),85,FALSE,NA,### R in the Real World,link,2018-12-31
+ [The Need for Speed Part 2: C++ vs. Fortran vs. C](https://www.avrahamadler.com/2018/12/23/the-need-for-speed-part-2-c-vs-fortran-vs-c/),138,FALSE,NA,### R in the Real World,link,2018-12-31
![The Need for Speed Part 2: C++ vs. Fortran vs. C](https://github.com/rweekly/image/raw/master/2018/cpp1831.png),113,FALSE,NA,### R in the Real World,image,2018-12-31
+ [Building an Rstats Workstation](http://www.samabbott.co.uk/post/building-an-rstats-workstation/),99,FALSE,NA,###  R in Organizations,link,2018-12-31
"<p class=""added-hostname""><a href=""https://rweekly.org/live"" target=""_blank"" class=""externalLink"">📦 <i>Go Live for More New Pkgs</i> 📦</a></p>",142,FALSE,NA,###  New Packages,unid,2018-12-31
**CRAN**,8,FALSE,NA,###  New Packages,unid,2018-12-31
