value,nchar,section_lookup,section_title,type,issue
---,3,FALSE,NA,unid,2017-04-03
layout: post,12,FALSE,NA,unid,2017-04-03
title: R Weekly 2017 Issue 14,29,FALSE,NA,unid,2017-04-03
description: Weekly News in the R Community.,44,FALSE,NA,unid,2017-04-03
is_podcast: true,16,FALSE,NA,unid,2017-04-03
podcast_title: 2017:14 20 years ago,35,FALSE,NA,unid,2017-04-03
podcast_permalink: https://cloud.rweekly.org/2017-14.mp3,56,FALSE,NA,unid,2017-04-03
podcast_description: |,22,FALSE,NA,unid,2017-04-03
  <![CDATA[,11,FALSE,NA,unid,2017-04-03
"  <p>About collaboration with R, 20 years of CRAN and more.  </p>",65,FALSE,NA,unid,2017-04-03
  <ul>,6,FALSE,NA,unid,2017-04-03
"  <li>Read <a href=""https://www.rweekly.org/2017-14.html?pk_campaign=itunes_podcast"">R Weekly 2017 issue 14</a></li>",116,FALSE,NA,unid,2017-04-03
  </ul>,7,FALSE,NA,unid,2017-04-03
  <p></p>,9,FALSE,NA,unid,2017-04-03
  <ul> ,7,FALSE,NA,unid,2017-04-03
"  <li><a href=""https://www.patreon.com/rweekly"">Support with Patreon</a></li>",77,FALSE,NA,unid,2017-04-03
  </ul> ,8,FALSE,NA,unid,2017-04-03
  <ul>   ,9,FALSE,NA,unid,2017-04-03
"  <li><a href=""https://twitter.com/rweekly_org"">Twitter @rweekly_org</a></li>   ",80,FALSE,NA,unid,2017-04-03
  </ul>,7,FALSE,NA,unid,2017-04-03
  <ul> ,7,FALSE,NA,unid,2017-04-03
"  <li><a href=""https://www.facebook.com/rweekly"">Follow Facebook</a></li>  ",75,FALSE,NA,unid,2017-04-03
  </ul>,7,FALSE,NA,unid,2017-04-03
  <ul>,6,FALSE,NA,unid,2017-04-03
"  <li><a href=""http://freemusicarchive.org/music/gillicuddy/Plays_Guitar_Again/01-adventure-darling"">Music by Gillicuddy</a></li>",129,FALSE,NA,unid,2017-04-03
  </ul>,7,FALSE,NA,unid,2017-04-03
  ]]>,5,FALSE,NA,unid,2017-04-03
podcast_size: 5739957,21,FALSE,NA,unid,2017-04-03
"podcast_duration: ""3:48""",24,FALSE,NA,unid,2017-04-03
"podcast_summary: About collaboration with R, 20 years of CRAN and more. https://rweekly.org/2017-14.html",104,FALSE,NA,unid,2017-04-03
"podcast_keywords: "", ggplot2""",29,FALSE,NA,unid,2017-04-03
podcast_subtitle: 20 years ago,30,FALSE,NA,unid,2017-04-03
---,3,FALSE,NA,unid,2017-04-03
+ [Don't R alone! A guide to tools for collaboration with R](http://www.noamross.net/blog/2013/1/7/collaborating-with-r.html),125,FALSE,### Highlight,link,2017-04-03
