value,nchar,section_lookup,section_title,section,type,issue
---,3,FALSE,NA,NA,unid,2018-09-17
title: R Weekly 2018-38,23,FALSE,NA,NA,unid,2018-09-17
description: Weekly News in the R Community.,44,FALSE,NA,NA,unid,2018-09-17
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,NA,unid,2018-09-17
---,3,FALSE,NA,NA,unid,2018-09-17
+ [The R Infrastructure - How we build stuff by Jeroen Ooms](https://jeroen.github.io/uros2018/),96,FALSE,NA,###  Highlight,link,2018-09-17
+ [The First Notebook War](https://yihui.name/en/2018/09/notebook-war/),71,FALSE,NA,### Insights,link,2018-09-17
+ [Divergent and Convergent Phases of Data Analysis](https://simplystatistics.org/2018/09/14/divergent-and-convergent-phases-of-data-analysis/),143,FALSE,NA,### Insights,link,2018-09-17
+ [The R Infrastructure - How we build stuff by Jeroen Ooms](https://jeroen.github.io/uros2018/),96,FALSE,NA,### Insights,link,2018-09-17
![The R Infrastructure - How we build stuff by Jeroen Ooms](https://raw.githubusercontent.com/rweekly/image/master/2018/r-base.png),131,FALSE,NA,### Insights,image,2018-09-17
+ [A recap of CDSB 2018](http://www.comunidadbioinfo.org/a-recap-of-cdsb-2018-the-start-of-a-community/) - The start of a community of R/Bioconductor developers in Latin America and Mexico with a focus in bioinformatics,219,FALSE,NA,###  R in Organizations,link,2018-09-17
+ [Deadline extended for rstudio::conf(2019) abstract submissions](https://blog.rstudio.com/2018/09/14/rstudio-conf-2019-submission-deadline-extended/),151,FALSE,NA,###  R in Organizations,link,2018-09-17
+ [What you missed at satRday @Amsterdam](https://appsilon.com/satrday-amsterdam-2/),84,FALSE,NA,###  R in Organizations,link,2018-09-17
+ [All the Badges One Can Earn: Parsing Badges of CRAN Packages READMEs](https://ropensci.org/technotes/2018/09/10/github-badges/),130,FALSE,NA,### R in the Real World,link,2018-09-17
![All the Badges One Can Earn: Parsing Badges of CRAN Packages READMEs](https://raw.githubusercontent.com/rweekly/image/master/2018/github-repos.png),149,FALSE,NA,### R in the Real World,image,2018-09-17
+ [The Evolution of Data Literacy at the U.S. Department of Energy + Finding Power Grid Cyber Attacks in a Data Haystack](https://rud.is/b/2018/09/12/the-evolution-of-data-literacy-at-the-u-s-department-of-energy-finding-power-grid-cyber-attacks-in-a-data-haystack/),266,FALSE,NA,### R in the Real World,link,2018-09-17
+ [Identifying the author behind New York Time’s op-ed from inside the Trump White House](https://github.com/mkearney/resist_oped),130,FALSE,NA,### R in the Real World,link,2018-09-17
![Identifying the author behind New York Time’s op-ed from inside the Trump White House](https://raw.githubusercontent.com/rweekly/image/master/2018/text-simi.png),163,FALSE,NA,### R in the Real World,image,2018-09-17
+ [How many deaths were caused by the hurricane in Puerto Rico?](http://blog.revolutionanalytics.com/2018/09/mortality-in-puerto-rico.html),139,FALSE,NA,### R in the Real World,link,2018-09-17
+ [Who wrote that anonymous NYT op-ed? Text similarity analyses with R](http://blog.revolutionanalytics.com/2018/09/anonymous-nyt-op-ed.html),141,FALSE,NA,### R in the Real World,link,2018-09-17
+ [sabre: Or How to Compare Two Maps?](https://nowosad.github.io/post/sabre-bp/),80,FALSE,NA,### R in the Real World,link,2018-09-17
+ [Code for Workshop: Introduction to Machine Learning with R](https://shirinsplayground.netlify.com/2018/06/intro_to_ml_workshop_heidelberg/),142,FALSE,NA,###  Resources,link,2018-09-17
"<p class=""added-hostname""><a href=""https://rweekly.org/live"" target=""_blank"" class=""externalLink"">📦 <i>Go Live for More New Pkgs</i> 📦</a></p>",142,FALSE,NA,###  New Packages,unid,2018-09-17
**CRAN**,8,FALSE,NA,###  New Packages,unid,2018-09-17
"+ [Interface to 'sigma.js' graph visualization library ](http://sigmajs.john-coene.com/) - Including animations, plugins and shiny proxies. Also allows for dynamic visualisations and triggers (buttons) in static documents",221,FALSE,NA,###  New Packages,link,2018-09-17
+ [gganatogram](https://github.com/jespermaag/gganatogram) - Create anatograms using ggplot2,92,FALSE,NA,###  New Packages,link,2018-09-17
![gganatogram](https://raw.githubusercontent.com/rweekly/image/master/2018/organPlot-1.png),91,FALSE,NA,###  New Packages,image,2018-09-17
+ [digest 0.6.17](http://dirk.eddelbuettel.com/blog/2018/09/12#digest_0.6.17) - creates hash digests of arbitrary R objects,123,FALSE,NA,### Package Releases,link,2018-09-17
+ [wrapr 1.6.2](http://www.win-vector.com/blog/2018/09/announcing-wrapr-1-6-2/) - Wrap R Tools for Debugging and Parametric Programming,135,FALSE,NA,### Package Releases,link,2018-09-17
