value,nchar,section_lookup,section_title,section,type,issue
---,3,FALSE,NA,NA,unid,2018-5-14
"title: R Weekly 2018-20 Conferences, Excel, Interpretable",57,FALSE,NA,NA,unid,2018-5-14
description: Weekly News in the R Community.,44,FALSE,NA,NA,unid,2018-5-14
image: https://rweekly.org/public/facebook.png,46,FALSE,NA,NA,unid,2018-5-14
---,3,FALSE,NA,NA,unid,2018-5-14
+ [2018 R Conferences](https://rviews.rstudio.com/2018/05/11/2018-r-conferences/),81,FALSE,NA,###  Highlight,link,2018-5-14
+ [tidying messy excel data tidyxl](https://statbandit.wordpress.com/2018/05/08/tidying-messy-excel-data-tidyxl/),113,FALSE,NA,###  Highlight,link,2018-5-14
+ [In case you missed it: April 2018 roundup](http://blog.revolutionanalytics.com/2018/05/in-case-you-missed-it-april-2018-roundup.html),136,FALSE,NA,###  Highlight,link,2018-5-14
"<p class=""added-hostname""><a href=""https://rweekly.org/live"" target=""_blank"" class=""externalLink"">📦 <i>Go Live for More New Pkgs</i> 📦</a></p>",142,FALSE,NA,###  New Packages,unid,2018-5-14
**CRAN**,8,FALSE,NA,###  New Packages,unid,2018-5-14
+ [Nomisr](https://ropensci.org/technotes/2018/05/08/nomisr/) -  Access 'Nomis' UK Labour Market Data,101,FALSE,NA,###  New Packages,link,2018-5-14
+ [iml](https://github.com/christophM/iml) - interpretable machine learning,75,FALSE,NA,###  New Packages,link,2018-5-14
+ [RcppMsgPack 0.2.2](http://dirk.eddelbuettel.com/blog/2018/05/06#rcppmsgpack_0.2.2) - MsgPack Headers for R,109,FALSE,NA,### Package Releases,link,2018-5-14
+ [RcppGSL 0.3.4](http://dirk.eddelbuettel.com/blog/2018/05/07#rcppgsl_0.3.4) -  R to the vector and matrix classes of the GNU GSL,130,FALSE,NA,### Package Releases,link,2018-5-14
+ [leaflet 2.0.0](https://blog.rstudio.com/2018/05/10/leaflet-2-0-0/) - R and Interactive Maps,94,FALSE,NA,### Package Releases,link,2018-5-14
+ [Harry Potter and competition results with comperes](http://www.questionflow.org/2018/05/09/harry-potter-and-competition-results-with-comperes/),146,FALSE,NA,### R in the Real World,link,2018-5-14
